Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Gender","Style","1st Connector","2nd Connector","Length","Cable Type","Impedance","Frequency - Max","Color","Features","Operating Temperature"
https://www.rfsolutions.co.uk/downloads/1457087294CBA-SMAMR-MMCXM.pdf,//media.digikey.com/Photos/RF%20Solutions%20Photos/CBA-SMAMR-MMCXM.jpg,CBA-SMAMR-MMCXM-ND,CBA-SMAMR-MMCXM,RF Solutions,CBL ASSY SMA-MMCX RG174 7.874"",249,0,"6.81000","0","1","-","Active","Male to Male","SMA to MMCX","SMA Male Plug, Right Angle","MMCX Male Plug","7.874"" (200.00mm)","RG-174","50 Ohms","-","Black","-","-"
//media.digikey.com/pdf/Data%20Sheets/Hirose%20PDFs/UFL%20Series.pdf,//media.digikey.com/photos/Hirose%20Elect%20Photos/u.fl-2lp-066j2-a-(500).JPG,H11557-ND,U.FL-2LP-066J2-A-(200),Hirose Electric Co Ltd,CBL ASSY U.FL PLUG-PLUG 7.874"",1634,0,"6.84000","0","1","U.FL","Active","Female to Female","U.FL (UMCC) to U.FL (UMCC)","U.FL (UMCC) Plug, Female Socket, Right Angle","U.FL (UMCC) Plug, Female Socket, Right Angle","7.874"" (200.00mm)","1.32mm OD Coaxial Cable","50 Ohms","6GHz","Black","Shielded","-"
http://www.amphenolrf.com/media/downloads/1185/C336313-12-XXXX.pdf,//media.digikey.com/Photos/Amphenol%20Photos/336313-12-zzzz.jpg,ARF2365-ND,336313-12-0300,Amphenol RF Division,CBL ASSY SMA-UMC 11.811"",1033,0,"6.84000","0","1","-","Active","Female to Female","U.FL (UMCC) to SMA","SMA Female Jack","U.FL (UMCC), AMC Plug, Female Socket, Right Angle","11.811"" (300.00mm)","1.13mm OD Coaxial Cable","50 Ohms","6GHz","-","-","-"
-,//media.digikey.com/Photos/RF%20Solutions%20Photos/CBA-UFLSMA-1.jpg,CBA-UFLSMA-1-ND,CBA-UFLSMA-1,RF Solutions,CBL ASSY SMA-UMCC 2.953"",1017,0,"6.88000","0","1","-","Active","Female to Female","U.FL (UMCC) to SMA","SMA Female Jack","U.FL (UMCC) Plug, Female Socket, Right Angle","2.953"" (75.00mm)","-","50 Ohms","6GHz","Copper","-","-"
https://cdn.taoglas.com/datasheets/CAB.0114.pdf,//media.digikey.com/Photos/Taoglas/CAB.0114.jpg,931-1103-ND,CAB.0114,Taoglas Limited,CBL ASSY SMA RG174 2.953"",903,0,"7.05000","0","1","-","Active","Female to Male","SMA to SMA","SMA Female Jack","SMA Male Plug","2.953"" (75.00mm)","RG-174","-","6GHz","Black","Shielded","-"
https://www.hirose.com/product/document?clcode=CL0311-0300-2-40&productname=HRMP-U.FLJ(40)&series=U.FL&documenttype=Catalog&lang=en&documentid=D31697_en,//media.digikey.com/Photos/Hirose%20Elect%20Photos/U.FL-2LP-068N2-A-%28xxxx%29.JPG,H125216-ND,U.FL-2LP-068N2-A-(35),Hirose Electric Co Ltd,CBL ASSY U.FL PLUG-PLUG 1.378"",10058,0,"7.13000","0","1","U.FL","Active","Female to Female","U.FL (UMCC) to U.FL (UMCC)","U.FL (UMCC) Plug, Female Socket, Right Angle","U.FL (UMCC) Plug, Female Socket, Right Angle","1.378"" (35.00mm)","1.13mm OD Coaxial Cable","50 Ohms","6GHz","Black","Shielded","-"
//media.digikey.com/pdf/Data%20Sheets/Hirose%20PDFs/UFL%20Series.pdf,//media.digikey.com/Photos/Hirose%20Elect%20Photos/U.FL-2LP-04N1-A-(xx).jpg,H122040-ND,U.FL-2LP-04N1-A-(50),Hirose Electric Co Ltd,CBL ASSY U.FL PLUG-PLUG 1.969"",6700,0,"7.13000","0","1","U.FL","Active","Female to Female","U.FL (UMCC) to U.FL (UMCC)","U.FL (UMCC) Plug, Female Socket, Right Angle","U.FL (UMCC) Plug, Female Socket, Right Angle","1.969"" (50.00mm)","0.81mm OD Coaxial Cable","50 Ohms","6GHz","White","Shielded","-"
//media.digikey.com/pdf/Data%20Sheets/Hirose%20PDFs/UFL%20Series.pdf,//media.digikey.com/Photos/Hirose%20Elect%20Photos/U.FL-2LP-04N1-A-(70).jpg,H122326-ND,U.FL-2LP-04N1-A-(70),Hirose Electric Co Ltd,CBL ASSY U.FL PLUG-PLUG 2.756"",2479,0,"7.15000","0","1","U.FL","Active","Female to Female","U.FL (UMCC) to U.FL (UMCC)","U.FL (UMCC) Plug, Female Socket, Right Angle","U.FL (UMCC) Plug, Female Socket, Right Angle","2.756"" (70.00mm)","0.81mm OD Coaxial Cable","50 Ohms","6GHz","White","Shielded","-"
https://cdn.taoglas.com/datasheets/CAB.01402.pdf,//media.digikey.com/Photos/Taoglas/CAB.01402.jpg,931-1099-ND,CAB.01402,Taoglas Limited,CBL ASSY SMA-MMCX RG174 3.937"",1452,0,"7.19000","0","1","-","Active","Female to Male","SMA to MMCX","SMA Female Jack","MMCX Male Plug, Right Angle","3.937"" (100.00mm)","RG-174","50 Ohms","3GHz","Black","Shielded","-"
https://www.hirose.com/product/document?clcode=CL0311-0300-2-40&productname=HRMP-U.FLJ(40)&series=U.FL&documenttype=Catalog&lang=en&documentid=D31697_en,//media.digikey.com/photos/Hirose%20Elect%20Photos/U.FL-2LP-088K1T-A-(100).JPG,H125218-ND,U.FL-2LP-088K1T-A-(50),Hirose Electric Co Ltd,CBL ASSY U.FL PLUG-PLUG 1.969"",1429,0,"7.20000","0","1","U.FL","Active","Female to Female","U.FL (UMCC) to U.FL (UMCC)","U.FL (UMCC) Plug, Female Socket, Right Angle","U.FL (UMCC) Plug, Female Socket, Right Angle","1.969"" (50.00mm)","1.37mm OD Coaxial Cable","50 Ohms","6GHz","Gray","Shielded","-"
https://www.hirose.com/product/document?clcode=CL0311-0300-2-40&productname=HRMP-U.FLJ(40)&series=U.FL&documenttype=Catalog&lang=en&documentid=D31697_en,//media.digikey.com/Photos/Hirose%20Elect%20Photos/U.FL-2LP-066J1-A-%28xxxx%29.JPG,H125215-ND,U.FL-2LP-066J1-A-(35),Hirose Electric Co Ltd,CBL ASSY U.FL PLUG-PLUG 1.378"",5582,0,"7.22000","0","1","U.FL","Active","Female to Female","U.FL (UMCC) to U.FL (UMCC)","U.FL (UMCC) Plug, Female Socket, Right Angle","U.FL (UMCC) Plug, Female Socket, Right Angle","1.378"" (35.00mm)","1.32mm OD Coaxial Cable","50 Ohms","6GHz","Gray","Shielded","-"
//media.digikey.com/pdf/Data%20Sheets/Hirose%20PDFs/UFL%20Series.pdf,//media.digikey.com/Photos/Hirose%20Elect%20Photos/U.FL-2LP(V)-04N1-A-(xxxx).jpg,HR5014-ND,U.FL-2LP(V)-04N1-A-(100),Hirose Electric Co Ltd,CBL ASSY U.FL PLUG-PLUG 3.937"",4606,0,"7.25000","0","1","U.FL","Active","Female to Female","U.FL (UMCC) to U.FL (UMCC)","U.FL (UMCC) Plug, Female Socket, Right Angle","U.FL (UMCC) Plug, Female Socket, Right Angle","3.937"" (100.00mm)","0.81mm OD Coaxial Cable","50 Ohms","6GHz","White","Shielded","-"
