Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products"
http://multimedia.3m.com/mws/media/430083O/3m-embedded-capacitance-material-ecm-data-sheet-80-0011-3700-1.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_Cxxxx.jpg,3M156072-ND,C0619-FULL-35U-18X24,3M,EMBEDDED CAPACITANCE MATERIAL,496,0,"99.88000","0","1","C0619","Active","Embedded Capacitance Material (ECM), 18"" x 24""","Circuit Board"
//media.digikey.com/pdf/Data%20Sheets/Capital%20Advanced%20PDFs/PIN_SP-1A_Dwg.pdf,//media.digikey.com/Photos/Capital%20Advanced%20Tech%20Photos/PIN-SP-1A.jpg,PINSP-1ATR-ND,PIN SP-1A,Capital Advanced Technologies,SIP PIN FOR EDGE OF PCB TIN,84000,0,"0.12410","0","1000","-","Active","Pins Only","-"
http://www.essentracomponents.com.sg/images-line/pdfs/LCBG.pdf,//media.digikey.com/Renders/Essentra%20Components/MFG_LCBG-x-01.jpg,RPC1974-ND,LCBG-1.5-01,Essentra Components,CIRCUIT BRD GUIDE LOCK 1.825""L,3270,0,"1.23000","0","1","-","Active","Locking Circuit Board Guide","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Wire-Wrap_Terminals.pdf,//media.digikey.com/photos/Vector%20Photos/T68^C.jpg,V1077-ND,T68/C,Vector Electronics,TERMINAL MINIWRAP 100PCS/PKG,134,0,"11.32000","0","1","-","Active","Bifurcated Miniwrap Terminals with Sq. Post - T68","1/16"" Boards with 0.042"" (1.07mm) Diameter Holes"
"//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Pins,%20Terminals,%20Solder%20Washers.pdf","//media.digikey.com/photos/Vector%20Photos/T42-1^C,%20T42-1^M.jpg",V1069-ND,T42-1/C,Vector Electronics,TERMINAL MICRO .042""HOLE 100/PKG,239,0,"12.49000","0","1","-","Active","Mini-Klip Terminal - Tin","1/16"" Boards with 0.042"" (1.07mm) Diameter Holes"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Wire-Wrap_Terminals.pdf,//media.digikey.com/photos/Vector%20Photos/T49^C.jpg,V1075-ND,T49/C,Vector Electronics,TERMINAL WW KLIPWRAP 100PCS/PKG,1374,0,"17.00000","0","1","-","Active","Trifurcated Klipwrap Terminals with Sq. Post","1/16"" Boards with 0.042"" (1.07mm) Diameter Holes"
"//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Pins,%20Terminals,%20Solder%20Washers.pdf",//media.digikey.com/photos/Vector%20Photos/K24A^M.jpg,V2047-ND,K24A/C,Vector Electronics,PIN INBOARD .042"" HOLE PKG/100,466,0,"33.10000","0","1","-","Active","Inboard Pins - Gold","1/16"" Boards with 0.042"" (1.07mm) Diameter Holes"
http://multimedia.3m.com/mws/media/430083O/3m-embedded-capacitance-material-ecm-data-sheet-80-0011-3700-1.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_Cxxxx.jpg,3M156071-ND,C2006-AUDIT-35U-12X18,3M,EMBEDDED CAPACITANCE MATERIAL,129,0,"54.39000","0","1","C2006","Active","Embedded Capacitance Material (ECM), 12"" x 18""","Circuit Board"
http://www.essentracomponents.com.sg/images-line/pdfs/LCBG.pdf,//media.digikey.com/Renders/Essentra%20Components/MFG_LCBG-xT-01.jpg,RPC1975-ND,LCBG-1T-01,Essentra Components,CIRCUIT BRD TAB LOCK 1.325""L,6142,0,"1.22000","0","1","-","Active","Locking Circuit Board Guide with Tab","-"
http://www.essentracomponents.com.sg/images-line/pdfs/LCBG.pdf,//media.digikey.com/Renders/Essentra%20Components/MFG_LCBG-xT-01.jpg,RPC1976-ND,LCBG-2T-01,Essentra Components,CIRCUIT BRD TAB LOCK 1.325""L,9193,0,"1.24000","0","1","-","Active","Locking Circuit Board Guide with Tab","-"
http://www.chipquik.com/datasheets/MPH100IMP40M-G-V-SM.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_MPH100IMP40M-G-V-SM.jpg,MPH100IMP40M-G-V-SM-ND,MPH100IMP40M-G-V-SM,Chip Quik Inc.,0.1"" 40 PIN MACHINE PIN VERTICAL,185,0,"2.09000","0","1","Proto-Advantage","Active","Header, 40 Pin","-"
