Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products"
https://www.sensirion.com/file/handling_assembly_sf2,//media.digikey.com/photos/Sensirion/SF2.JPG,1649-1001-ND,SF2,Sensirion AG,SENSOR FILTER CAP FOR SHT2X,8028,0,"2.07000","0","1","-","Active","Filter Cap","Sensors SHT2x DFN"
https://www.murata.com/~/media/webrenewal/products/sensor/infrared/lens/iml_spec_0688_en.pdf,//media.digikey.com/Photos/Murata%20Photos/IML-0688.JPG,490-12570-ND,IML-0688,Murata Electronics North America,LENS FOR IRA-S210ST01,745,0,"3.30000","0","1","-","Active","Lens","IRA-S210ST01"
https://cdn.sparkfun.com/datasheets/Prototyping/PCC-SMP-K-datasheet.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/PRT-13612.JPG,1568-1306-ND,PRT-13612,SparkFun Electronics,THERMOCOUPLE CONN - PCC-SMP-K,1508,0,"4.38000","0","1","-","Active","Connector","PCC-SMP Series"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/fiber/catalog/fiberguide_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/CN-14A-C2.jpg,1110-2082-ND,CN-14A-C1,Panasonic Industrial Automation Sales,CONNECTOR ATTACHED CABLE 1M,1253,501,"4.70000","0","1","PM64","Active","Cable - Connector","PM64"
-,//media.digikey.com/Photos/Avago%20Tech%20Photos/HEDS-8904.JPG,516-2404-ND,HEDS-8904,Broadcom Limited,HOUSING FOR LOCKING CONNECTOR,3408,0,"5.45000","0","1","-","Active","Housing","HEDx-5xxx Series"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/fiber/catalog/fiberguide_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/CN-14A-C2.jpg,1110-2083-ND,CN-14A-C2,Panasonic Industrial Automation Sales,CONNECTOR ATTACHED CABLE 2M,2358,172,"5.80000","0","1","PM64","Active","Cable - Connector","PM64"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/micro/catalog/pm2_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/CN-13-C1.jpg,1110-2078-ND,CN-13-C1,Panasonic Industrial Automation Sales,CONNECTOR WITH 1 METER CABLE,148,125,"5.80000","0","1","PM2","Active","Cable","PM2"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/fiber/catalog/fiberguide_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/CN-14A-C2.jpg,1110-2084-ND,CN-14A-C3,Panasonic Industrial Automation Sales,CONNECTOR ATTACHED CABLE 3M,674,178,"7.00000","0","1","PM64","Active","Cable - Connector","PM64"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/common/catalog/fiber-option_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/CN-73-C2.jpg,1110-2116-ND,CN-73-C2,Panasonic Industrial Automation Sales,QD CONN W/2M MAIN CABLE,1121,250,"10.40000","0","1","FX-300","Active","Cable, Quick-Connection","FX-301, FX-301P, FX-301B, FX-301BP, FX-301G"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-d6f_03a3.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/D6F-CABLE2.JPG,Z2718-ND,D6F-CABLE2,Omron Electronics Inc-EMC Div,CABLE FOR D6F MASSFLOW SENSOR,664,7479,"10.47000","0","1","D6F","Active","Cable","D6F MASSFLOW SENSOR"
-,//media.digikey.com/photos/Avago%20Tech%20Photos/HEDS-8902.JPG,516-2026-ND,HEDS-8902,Broadcom Limited,WIRE HARNESS FOR 2CH HEDX-5XXX,185,0,"11.83000","0","1","-","Active","Wire Harness","HEDx-5xxx Series"
https://www.cui.com/product/resource/digikeypdf/cui-3131-6ft.pdf,//media.digikey.com/photos/CUI%20Photos/CUI-3131-6FT.jpg,102-1309-ND,CUI-3131-6FT,CUI Inc.,CABLE SHLD LATCH 5PIN 24AWG 6',926,0,"12.10000","0","1","-","Active","Cable Assembly","Encoder AMT102"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/fiber/catalog/fiberguide_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/CN-14A.JPG,1110-2081-ND,CN-14A,Panasonic Industrial Automation Sales,CONN SET OF 10HSNG & 40CONTACTS,567,0,"14.00000","0","1","PM64","Active","Connector","PM64"
http://www.ia.omron.com/data_pdf/cat/ee-sx47_67_ds_e_13_2_csm483.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/EE-1006.jpg,OR559-ND,EE-1006,Omron Automation and Safety,CONNECTOR W/2M CABLE FOR OPTO,1035,3981,"21.86000","0","1","EE","Active","Connector","Omron Photosensors"
http://sensing.honeywell.com/honeywell-sensing-px2-series-heavy-duty-pressure-transducers-datasheet-500599462-h-en4.pdf,//media.digikey.com/Photos/Honeywell%20Photos/3685901.jpg,480-6787-ND,3685901,Honeywell Sensing and Productivity Solutions,METRIPACK 150 CONNECTOR WITH PIN,228,0,"22.32000","0","1","-","Active","Connector Kit","MLH, PX2, PX3 Series"
-,//media.digikey.com/Photos/TE%20Connectivity/2001140-03.jpg,223-1400-ND,2001140-03,TE Connectivity Measurement Specialties,CABLE PACKARD A CONNECTOR 36"",247,0,"23.80000","0","1","-","Active","Cable - Connector","-"
//media.digikey.com/pdf/Data%20Sheets/Measurement%20Specialties%20PDFs/Piezo_Film_Guide.pdf,//media.digikey.com/Photos/Measurement%20Specialties%20Photos/MFG_1005801-1.JPG,223-1223-ND,1005801-1,TE Connectivity Measurement Specialties,CABLE 20AWG PIEZO 2.69MM 1=1M,312,0,"35.75000","0","1","-","Active","Cable","Piezoelectric Sensors"
https://www.cui.com/product/resource/digikeypdf/amt-17c-1-036.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_AMT-17C-1-036.jpg,102-3373-ND,AMT-17C-1-036,CUI Inc.,AMT ENCODER CABLE 17CONDUCTOR,156,0,"43.11000","0","1","-","Active","Cable","AMT112, AMT312"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/common/catalog/fiber-option_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/FX-MR2.jpg,1110-2201-ND,FX-MR2,Panasonic Industrial Automation Sales,ZOOM LENS 0.7-2MM SPOT,115,30,"49.10000","0","1","FX-300","Active","Lens","FX-300 Series"
https://www.cui.com/product/resource/digikeypdf/amt-14c-0-036-1.pdf,//media.digikey.com/photos/CUI%20Photos/AMT-14C-0-036-1.jpg,CP-AMT-14C-0-036-1-ND,AMT-14C-0-036-1,CUI Inc.,AMT CABLE 14C 203/303 36"" STAND,690,0,"55.53000","0","1","-","Active","Cable","-"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/3685301_3685302_Dwg.pdf,//media.digikey.com/Photos/Honeywell%20Photos/3685302.jpg,480-6786-ND,3685301,Honeywell Sensing and Productivity Solutions,METRIPACK 150 CONN WITH 1M CABLE,376,0,"58.86000","0","1","-","Active","Cable Assembly","MLH, PX2, PX3 Series"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/3685301_3685302_Dwg.pdf,//media.digikey.com/Photos/Honeywell%20Photos/3685302.jpg,480-3901-ND,3685302,Honeywell Sensing and Productivity Solutions,METRIPACK 150 CONN WITH 3M CABLE,116,0,"87.42000","0","1","-","Active","Cable Assembly","MLH, PX2, PX3 Series"
http://www.beisensors.com/pdfs/m18_cable-assembly.pdf,//media.digikey.com/Photos/BEI%20Sensors/MFG_31186-18xx.jpg,1724-1043-ND,31186-1810,Sensata-BEI Sensors,"C--CABLE & CONNECTOR ASSY M18,10",28,0,"158.76000","0","1","-","Active","Cable - Connector","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=LVM-110&DocType=Data+Sheet&DocLang=English,//media.digikey.com/photos/Measurement%20Specialties%20Photos/04171776-000.jpg,223-1766-ND,04171776-000,TE Connectivity Measurement Specialties,CONDITIONER BOARD DC LVDT SIGNAL,39,0,"198.56000","0","1","-","Active","-","-"
-,//media.digikey.com/photos/BEI%20Sensors/31186-1220.jpg,1724-1096-ND,31186-1220,Sensata-BEI Sensors,CABLE & MATING CONN. ASSY MS31 -,40,0,"228.62000","0","1","*","Active","Cable Assembly","BEI Encoders"
http://www.beisensors.com/pdfs/oim.pdf,//media.digikey.com/Photos/BEI%20Sensors/MFG_60001-0xx.jpg,1724-1053-ND,EM-DR1-IC-5-TB-28V/V,Sensata-BEI Sensors,OPTICAL ISOLATOR,113,0,"315.26000","0","1","-","Active","Optical Isolator","BEI Encoders"
http://www.beisensors.com/pdfs/oim.pdf,//media.digikey.com/Photos/BEI%20Sensors/MFG_60001-0xx.jpg,1724-1057-ND,EM-DR1-IC-24-TB-28V/5,Sensata-BEI Sensors,OPTICAL ISOLATOR,131,0,"320.93000","0","1","-","Active","Optical Isolator","BEI Encoders"
http://www.beisensors.com/pdfs/oim.pdf,//media.digikey.com/Photos/BEI%20Sensors/EM-DR1-IC-24-TB-28V%5EV.jpg,1724-1056-ND,EM-DR1-IC-24-TB-28V/V,Sensata-BEI Sensors,OPTICAL ISOLATOR,41,0,"320.93000","0","1","-","Active","Optical Isolator","BEI Encoders"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=LDM-1000&DocType=Data+Sheet&DocLang=English,//media.digikey.com/Photos/Measurement%20Specialties%20Photos/02291333-000.JPG,223-1769-ND,02291333-000,TE Connectivity Measurement Specialties,MODULE LVDT CONDITIONING DINRAIL,67,0,"453.60000","0","1","*","Active","-","-"
-,//media.digikey.com/photos/Grayhill%20Photos/267003.jpg,267003-ND,267003,Grayhill Inc.,STOP PIN,4625,58000,"0.10000","0","1","26","Active","Stop Pin","26 Series Encoders"
//media.digikey.com/pdf/Data%20Sheets/Sensirion%20PDFs/DP_DS_SDP800_Series_Cap_D1.pdf,//media.digikey.com/photos/Sensirion/SDP600-SERIES-CAP.jpg,1649-1042-ND,SDP800 SERIES CAP,Sensirion AG,WIRE TO BOARD CONNECTOR FOR SDP6,1465,0,"1.85000","0","1","SDP600","Active","Cap","Sensors SDP6xx, SDP5xx"
http://www.zilog.com/docs/appnotes/PS0286.pdf,//media.digikey.com/photos/Zilog%20Photos/ZNCL10S.JPG,269-4926-ND,ZNCL10S,Zilog,ZMOTION NICERA LENS NCL-10S,1282,0,"2.15000","0","1","ZMOTION®","Active","Lens","ZMOTION® Sensor"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/fiber/catalog/fx-500_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MS-DIN-2.JPG,1110-2228-ND,MS-DIN-2,Panasonic Industrial Automation Sales,FX-7 MFG BRACKET,535,350,"2.40000","0","1","-","Active","Mounting Bracket","-"
https://www3.panasonic.biz/ac/e_download/fasys/pressure/pressure/catalog/dp-100_v2_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MS-DP1-1.JPG,1110-2232-ND,MS-DP1-1,Panasonic Industrial Automation Sales,FOR DP-100 SENSOR MOUNT BRACKET,116,135,"2.80000","0","1","DP-100","Active","Mounting Bracket","DP-100"
http://switches-sensors.zf.com/us/wp-content/uploads/sites/7/2012/05/141215_MP2018_Magnetic_Proximity_Sensor_Datasheet.pdf,//media.digikey.com/photos/Cherry%20Switch%20Photos/CHERRY%20SWITCH-AS201801.jpg,CH412-ND,AS201801,ZF Electronics,ACTUATOR MAGNET MINI/FLANGE MNT,9442,0,"2.87000","0","1","MP2","Active","Actuator - Mini-Flange Mount","MP2018 parts"
https://www.murata.com/~/media/webrenewal/products/sensor/infrared/lens/iml_spec_0686_en.pdf,//media.digikey.com/Photos/Murata%20Photos/IML-0686.jpg,490-12569-ND,IML-0686,Murata Electronics North America,LENS FOR IRA-S210ST01,238,0,"3.30000","0","1","-","Active","Lens","IRA-S210ST01"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-f_h_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MS-GXL8-4.jpg,1110-2270-ND,MS-GXL8-4,Panasonic Industrial Automation Sales,MOUNT BRACKET FOR GXL-8,290,202,"3.40000","0","1","-","Active","Mounting Bracket","-"
https://www3.panasonic.biz/ac/e_download/fasys/pressure/pressure/catalog/dp-100_v2_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MS-DP1-2.JPG,1110-2233-ND,MS-DP1-2,Panasonic Industrial Automation Sales,FOR DP-100 PANEL MOUNT BRACKET,213,198,"4.50000","0","1","DP-100","Active","Mounting Bracket","DP-100"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-ee_sx3009_p1_4009_p1.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/EE-1005.jpg,OR1064-ND,EE-1005,Omron Electronics Inc-EMC Div,CONNECTOR FOR PHOTOSENSORS,410,900,"4.92000","0","1","EE","Active","Connector","Omron Photosensors"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/CAB-12970_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_CAB-12970.jpg,1568-1803-ND,CAB-12970,SparkFun Electronics,SENSOR CABLE - ELECTRODE PADS (3,166,0,"5.00000","0","1","-","Active","Cable Assembly","Biomedical Sensor Pad(s)"
https://www.cui.com/product/resource/digikeypdf/cui-3132-1ft.pdf,//media.digikey.com/photos/CUI%20Photos/MFG_CUI-3132-1FT.jpg,102-1503-ND,CUI-3132-1FT,CUI Inc.,CABLE ASSY LATCH 5PIN 5X22AWG 1',1497,0,"6.00000","0","1","-","Active","Cable Assembly","Encoder AMT102"
https://www.cui.com/product/resource/digikeypdf/cui-435-1ft.pdf,//media.digikey.com/photos/CUI%20Photos/MFG_CUI-435-1FT.jpg,102-1504-ND,CUI-435-1FT,CUI Inc.,CABLE ASSY LATCH 5PIN 5X22AWG 1',213,0,"6.00000","0","1","-","Active","Cable Assembly","Encoder AMT103"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-d6f_w.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/D6F-W%20CABLE.JPG,Z2630-ND,D6F-W CABLE,Omron Electronics Inc-EMC Div,CABLE FOR D6F FLOW SENSOR 8"",386,0,"6.27000","0","1","D6F","Active","Cable","D6F FLOW SENSOR"
http://www.ia.omron.com/data_pdf/cat/ee-spx303n_403n_ds_e_3_4_csm2162.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/EE-1001.jpg,OR527-ND,EE-1001,Omron Automation and Safety,CONNECTOR FOR 4 PIN PHOTO SENSOR,824,10729,"6.43000","0","1","EE","Active","Connector","Omron Photosensors"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/fiber/catalog/fiberguide_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/RF-230.jpg,1110-2325-ND,RF-230,Panasonic Industrial Automation Sales,REFLECTOR 49.3MM X 50.3MM,274,141,"8.10000","0","1","-","Active","Reflector","-"
//media.digikey.com/pdf/Data%20Sheets/Spectra%20Symbol/WP-M1-01-03-014-DI.pdf,//media.digikey.com/photos/Spectra%20Symbol/WP-M1-01-03-014-DI.JPG,905-1092-ND,WP-M1-01-03-014-DI,Spectra Symbol,WIPER 1-3NEWTONS 14MM DELRIN,187,0,"8.16000","0","1","-","Active","Wiper","HotPot®, SoftPot®, ThinPot®"
http://switches-sensors.zf.com/us/wp-content/uploads/sites/7/2012/05/AS1010-Sensor-Datasheet.pdf,//media.digikey.com/photos/Cherry%20Switch%20Photos/AS101001.JPG,CH700-ND,AS101001,ZF Electronics,ACTUATOR MAGNET W/ALUM HOUSING,2735,0,"8.47000","0","1","-","Active","Actuator - Magnetic","Cherry Magnetic Sensors"
https://sensing.honeywell.com/index.php?ci_id=49633,//media.digikey.com/Photos/Honeywell%20Photos/79380-00.JPG,480-2063-ND,79380-00,Honeywell Sensing and Productivity Solutions,BOOT PRESSURE SWITCH,175,0,"9.25000","0","1","-","Active","Boot","-"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/common/catalog/fiber-option_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/CN-73-C1.jpg,1110-2115-ND,CN-73-C1,Panasonic Industrial Automation Sales,QD CONN W/1M MAIN CABLE,409,172,"9.40000","0","1","FX-300","Active","Cable, Quick-Connection","FX-301, FX-301P, FX-301B, FX-301BP, FX-301G"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/fiber/catalog/fiberguide_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/CN-14A-R-C1.jpg,1110-2086-ND,CN-14A-R-C1,Panasonic Industrial Automation Sales,CONNECTOR ATTACHED FLEX CABLE 1M,379,1,"9.40000","0","1","PM64","Active","Cable - Connector, Flexible","PM64"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/fiber/catalog/fiberguide_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/CN-14A-C2.jpg,1110-2085-ND,CN-14A-C5,Panasonic Industrial Automation Sales,CONNECTOR ATTACHED CABLE 5M,303,129,"9.40000","0","1","PM64","Active","Cable - Connector","PM64"
//media.digikey.com/pdf/Data%20Sheets/SSI%20Technology%20PDFs/SSI%20Wire%20Harness%20Info.pdf,//media.digikey.com/photos/SSI%20Tech%20Photos/P2432.3.JPG,734-1163-ND,P2432.3,SSI Technologies Inc,CABLE W/PACKARD CONNECTOR 12"",137,0,"10.12000","0","1","-","Active","Cable Harness Packard","P51 Pressure Transducers"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/common/catalog/fiber-option_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/FX-LE1.JPG,1110-2199-ND,FX-LE1,Panasonic Industrial Automation Sales,EXPANSION LENS 5TIMES INCREASE,425,200,"10.40000","0","1","FX-300","Active","Lens","Optical Sensors"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/micro/catalog/pm2_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/CN-13-C3.JPG,1110-2079-ND,CN-13-C3,Panasonic Industrial Automation Sales,CONNECTOR WITH 3 METER CABLE,379,198,"10.40000","0","1","PM2","Active","Cable","PM2"
