Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Kit Type","Capacitance Range","Mounting Type","Voltage - Rated","Tolerance","Applications","Features","Quantity","Packages Included"
http://www.vishay.com/docs/45234/khsamplekit.pdf,//media.digikey.com/Photos/Vishay%20BC%20Photos/MFG_HOTC-KIT-KH.jpg,BC3213-ND,HOTC-KIT-KH,Vishay BC Components,CAP KIT CERAMIC 100PF-1UF 240PCS,390,0,"39.60000","0","1","Bulk","HOTcap®","Active","Ceramic","100pF ~ 1µF","Through Hole","50 ~ 200 V","±5%, ±10%","Automotive","-","240 Pieces (24 Values - 10 Each)","Radial"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/885050_Design-Kit_WCAP-CSGP_0402.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_8850x0.jpg,732-6948-ND,885050,Wurth Electronics Inc.,CAP KIT CERAMIC 1PF-4.7UF 4320PC,40,0,"140.00000","0","1","Plastic Box with Bin Guide","WCAP-CSGP","Active","Ceramic","1pF ~ 4.7µF","Surface Mount, MLCC","6.3 ~ 50 V","±0.5pF, ±5%, ±10%, ±20%","General Purpose","-","4320 Pieces (72 Values - 60 Each)","0402 (1005 Metric)"
-,//media.digikey.com/Photos/Murata%20Photos/GRM-KIT-C0G-DE.JPG,490-12153-ND,GRM-KIT-C0G-DE,Murata Electronics North America,CAP KIT CER 100PF-0.12UF 1420PC,49,0,"142.17000","0","1","Binder","GRM","Obsolete","Ceramic","100pF ~ 0.12µF","Surface Mount, MLCC","25 ~ 100 V","±5%","General Purpose","-","1420 Pieces (Assorted Per Value)","0603, 0805, 1206"
https://www.johansontechnology.com/downloads/catalog/johanson-technology-multi-layer-high-q-capacitors.pdf,//media.digikey.com/Photos/Johanson%20Tech%20Photos/S603DS.jpg,712-1159-ND,S603DS,Johanson Technology Inc.,CAP KIT CER 0.3PF-82PF 1400PCS,17,0,"45.38000","0","1","Plastic Box with Bin Guide","S","Active","Ceramic","0.3pF ~ 82pF","Surface Mount, MLCC","250V","±0.1pF, ±0.25pF, ±5%","RF, Microwave, High Frequency","High Q, Low Loss","1400 Pieces (28 Values - 50 Each)","0603 (1608 Metric)"
https://www.johansontechnology.com/downloads/catalog/johanson-technology-multi-layer-high-q-capacitors.pdf,//media.digikey.com/Photos/Johanson%20Tech%20Photos/S402DS.jpg,712-1158-ND,S402DS,Johanson Technology Inc.,CAP KIT CERAMIC 0.2PF-30PF 560PC,14,0,"45.38000","0","1","Plastic Box with Bin Guide","S","Active","Ceramic","0.2pF ~ 30pF","Surface Mount, MLCC","50V","±0.1pF, ±0.25pF, ±5%","RF, Microwave, High Frequency","High Q, Low Loss","560 Pieces (28 Values - 20 Each)","0402 (1005 Metric)"
-,//media.digikey.com/photos/Murata%20Photos/GJM15-KIT-DE-2.jpg,490-12158-ND,GJM15-KIT-DE-2,Murata Electronics North America,CAP KIT CER 5.1PF-47PF 1260PCS,18,0,"83.54000","0","1","Binder","GJM","Active","Ceramic","5.1pF ~ 47pF","Surface Mount, MLCC","50V","±0.1pF, ±5%","RF, Microwave, High Frequency","High Q, Low Loss","1260 Pieces (63 Values - 20 Each)","0402 (1005 Metric)"
-,//media.digikey.com/Photos/Murata%20Photos/GJM03-KIT-DE-1.jpg,490-12155-ND,GJM03-KIT-TTOL-DE,Murata Electronics North America,CAP KIT CERAM 0.2PF-33PF 1380PC,1,0,"85.66000","0","1","Binder","GJM","Active","Ceramic","0.2pF ~ 33pF","Surface Mount, MLCC","25V, 50V","±0.05pF, ±0.1pF, ±2%","RF, Microwave, High Frequency","High Q, Low Loss","1380 Pieces (69 Values - 20 Each)","0201 (0603 Metric)"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0025T.jpg,1284-1788-ND,DK0025T,American Technical Ceramics,CAP KIT CERAMIC 0.1PF-2PF 240PC,24,0,"98.21000","0","1","-","ATC 600S","Active","Ceramic","0.1pF ~ 2pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF","RF, Microwave, High Frequency","Ultra Low ESR","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/885070_Design-Kit_WCAP-CSGP_0805.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_8850x0.jpg,732-6950-ND,885070,Wurth Electronics Inc.,CAP KIT CERAMIC 1PF-47UF 3600PCS,24,0,"140.00000","0","1","Plastic Box with Bin Guide","WCAP-CSGP","Active","Ceramic","1pF ~ 47µF","Surface Mount, MLCC","6.3 ~ 50 V","±0.5pF, ±5%, ±10%, ±20%","General Purpose","-","3600 Pieces (72 Values - 50 Each)","0805 (2012 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/885060_Design-Kit_WCAP-CSGP_0603.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_8850x0.jpg,732-6949-ND,885060,Wurth Electronics Inc.,CAP KIT CERAMIC 1PF-10UF 3600PCS,4,0,"140.00000","0","1","Plastic Box with Bin Guide","WCAP-CSGP","Active","Ceramic","1pF ~ 10µF","Surface Mount, MLCC","6.3 ~ 50 V","±0.5pF, ±5%, ±10%, ±20%","General Purpose","-","3600 Pieces (72 Values - 50 Each)","0603 (1608 Metric)"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/photos/American%20Technical%20Ceramics/DK0008T.JPG,1284-1773-ND,DK0008T,American Technical Ceramics,CAP KIT CERAMIC 1PF-10PF 240PC,16,0,"160.63000","0","1","-","Porcelain Superchip® ATC 100B","Active","Ceramic","1pF ~ 10pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF, ±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0009T.JPG,1284-1775-ND,DK0009T,American Technical Ceramics,CAP KIT CERAMIC 10PF-100PF 240PC,15,0,"160.63000","0","1","-","Porcelain Superchip® ATC 100B","Active","Ceramic","10pF ~ 100pF","Surface Mount, MLCC","-","±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
http://catalogs.avx.com/RF-Microwave.pdf#page=119,//media.digikey.com/Photos/AVX%20Photos/KITTYPE1300LF.jpg,478-9779-ND,KITTYPE1300LF,AVX Corporation,CAP KIT THIN FILM 0.1-22PF 600PC,8,0,"191.90000","0","1","Plastic Box with Bin Guide","Accu-P®","Active","Thin Film","0.1pF ~ 22pF","Surface Mount","16 ~ 100 V","±0.05pF, ±0.02pF, ±0.1pF, ±2%","RF, Microwave, High Frequency","High Q, Low Loss","600 Pieces (30 Values - 20 Each)","0402 (1005 Metric)"
http://www.cde.com/resources/catalogs/KIT-BOMs-FOR-WEB.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/MICA-KIT1F.jpg,338-4449-ND,MICA-KIT1,Cornell Dubilier Electronics (CDE),CAP KIT MICA 5PF-1000PF 240PCS,10,0,"220.20000","0","1","Plastic Box with Bin Guide","CD5, CD10, CD15, CD19, CDV19","Active","Mica","5pF ~ 1000pF","Through Hole","100 ~ 1000 V (1kV)","±0.5pF, ±5%","General Purpose","-","240 Pieces (48 Values - 5 Each)","Radial"
http://www.vishay.com/docs/28550/ay2series.pdf,//media.digikey.com/Photos/Vishay%20BC%20Photos/MFG_AY21-KIT-HF%20Closed.jpg,BC2917-ND,AY21-KIT-HF,Vishay BC Components,CAP KIT CER 100PF-4700PF 70PCS,82,0,"30.63000","0","1","Plastic Box with Bin Guide","AY2","Active","Ceramic","100pF ~ 4700pF","Through Hole","440VAC","±10%, ±20%","Automotive, Safety","X1Y2 Safety Rated","70 Pieces (7 Values - 10 Each)","Radial"
http://www.vishay.com/docs/28554/vy2samplekit.pdf,//media.digikey.com/Photos/Vishay%20BC%20Photos/VY21-KIT-HF.jpg,BC2879-ND,VY21-KIT-HF,Vishay BC Components,CAP KIT CER 100PF-4700PF 70PCS,41,0,"30.63000","0","1","Plastic Box with Bin Guide","VY2","Active","Ceramic","100pF ~ 4700pF","Through Hole","440VAC","±10%, ±20%","Safety","X1Y2 Safety Rated","70 Pieces (7 Values - 10 Each)","Radial"
http://www.vishay.com/docs/28562/vy2y5vsamplekit.pdf,//media.digikey.com/Photos/Vishay%20BC%20Photos/VY2-KIT-MS.jpg,BC3316-ND,VY2-KIT-MS,Vishay BC Components,CAP KIT CERAMIC 1NF-10NF 80PCS,29,0,"30.63000","0","1","Plastic Box with Bin Guide","VY2","Active","Ceramic","1nF ~ 10nF","Through Hole","440VAC","±20%","Safety","X1Y2 Safety Rated","80 Pieces (8 Values - 10 Each)","Radial"
http://datasheets.avx.com/TPS.pdf,//media.digikey.com/photos/AVX%20Photos/TANTTPS001D.jpg,478-3444-ND,TANTTPS001D,AVX Corporation,CAP KIT TANT 1UF-1000UF 150PCS,10,0,"37.82000","0","1","Notebook","TPS","Active","Tantalum","1µF ~ 1000µF","Surface Mount","4 ~ 35 V","±10%","General Purpose","-","150 Pieces (30 Values - 5 Each)","1206 ~ 2924 (3216 ~ 7361 Metric)"
https://www.johansontechnology.com/downloads/catalog/johanson-technology-multi-layer-high-q-capacitors.pdf,//media.digikey.com/photos/Johanson%20Tech%20Photos/S111DUE.JPG,712-1564-ND,S111DUE,Johanson Technology Inc.,CAP KIT CERAMIC 1PF-1000PF 280PC,25,0,"45.38000","0","1","Plastic Box with Bin Guide","E","Active","Ceramic","1pF ~ 1000pF","Surface Mount, MLCC","500V, 1000V (1kV)","±0.1pF, ±0.25pF, ±5%, ±10%","RF, Microwave, High Frequency","High Q, Low Loss, High Voltage","280 Pieces (28 Values - 10 Each)","1111 (2828 Metric)"
https://www.johansontechnology.com/downloads/jti-prototyping.pdf,//media.digikey.com/photos/Johanson%20Tech%20Photos/S603TS.JPG,712-1561-ND,S402TS,Johanson Technology Inc.,CAP KIT CER 0.2PF-6.8PF 1400PCS,24,0,"45.38000","0","1","Plastic Box with Bin Guide","S","Active","Ceramic","0.2pF ~ 6.8pF","Surface Mount, MLCC","250V","±0.1pF, ±0.25pF","RF, Microwave, High Frequency","High Q, Low Loss","1400 Pieces (28 Values - 50 Each)","0402 (1005 Metric)"
https://www.johansontechnology.com/downloads/catalog/johanson-technology-multi-layer-high-q-capacitors.pdf,//media.digikey.com/Photos/Johanson%20Tech%20Photos/S805DS.jpg,712-1370-ND,S805DS,Johanson Technology Inc.,CAP KIT CER 4.7PF-220PF 560PCS,16,0,"45.38000","0","1","Plastic Box with Bin Guide","S","Active","Ceramic","4.7pF ~ 220pF","Surface Mount, MLCC","250V","±0.1pF, ±0.25pF, ±5%, ±10%","RF, Microwave, High Frequency","High Q, Low Loss","560 Pieces (28 Values - 20 Each)","0805 (2012 Metric)"
https://www.johansontechnology.com/downloads/jti-prototyping.pdf,//media.digikey.com/photos/Johanson%20Tech%20Photos/S603TS.JPG,712-1555-ND,S603TS,Johanson Technology Inc.,CAP KIT CER 0.2PF-6.8PF 1400PCS,10,0,"45.38000","0","1","Plastic Box with Bin Guide","S","Active","Ceramic","0.2pF ~ 6.8pF","Surface Mount, MLCC","250V","±0.1pF, ±0.25pF","RF, Microwave, High Frequency","High Q, Low Loss","1400 Pieces (28 Values - 50 Each)","0603 (1608 Metric)"
https://www.johansontechnology.com/downloads/catalog/johanson-technology-multi-layer-high-q-capacitors.pdf,//media.digikey.com/photos/Johanson%20Tech%20Photos/S201DL.JPG,712-1465-ND,S201DL,Johanson Technology Inc.,CAP KIT CERAMIC 0.3PF-33PF 560PC,9,0,"45.38000","0","1","Plastic Box with Bin Guide","L","Active","Ceramic","0.3pF ~ 33pF","Surface Mount, MLCC","25V","±0.1pF, ±0.25pF, ±5%","RF, Microwave, High Frequency","High Q, Low Loss","560 Pieces (28 Values - 20 Each)","0201 (0603 Metric)"
https://www.johansontechnology.com/downloads/jti-prototyping.pdf,//media.digikey.com/Photos/Johanson%20Tech%20Photos/S201TL.JPG,712-1553-ND,S201TL,Johanson Technology Inc.,CAP KIT CER 0.2PF-6.8PF 1400PCS,9,0,"45.38000","0","1","Plastic Box with Bin Guide","L","Active","Ceramic","0.2pF ~ 6.8pF","Surface Mount, MLCC","25V","±0.05pF, ±0.1pF, ±0.25pF","RF, Microwave, High Frequency","High Q, Low Loss","1400 Pieces (28 Values - 50 Each)","0201 (0603 Metric)"
-,//media.digikey.com/photos/Johanson%20Tech%20Photos/S111DVE.JPG,712-1532-ND,S111DVE,Johanson Technology Inc.,CAP KIT CERAMIC 1PF-1000PF 280PC,7,0,"45.38000","0","1","Plastic Box with Bin Guide","E","Active","Ceramic","1pF ~ 1000pF","Surface Mount, MLCC","50 ~ 500 V","±0.1pF, ±0.25pF, ±5%, ±10%","RF, Microwave, High Frequency","High Q, Low Loss, High Voltage","280 Pieces (28 Values - 10 Each)","1111 (2828 Metric)"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/TS0002.jpg,1284-1825-ND,TS0002,American Technical Ceramics,CAP KIT CERAMIC 0.1PF-10PF,55,0,"55.77000","0","1","-","Tuning Stick® ATC 100B","Active","Ceramic","0.1pF ~ 10pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF, ±5%","-","-","-","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0038T.jpg,1284-1797-ND,DK0038T,American Technical Ceramics,CAP KIT CERAMIC 10PF-27PF 120PC,40,0,"55.77000","0","1","-","ATC 600L","Active","Ceramic","10pF ~ 27pF","Surface Mount, MLCC","-","±5%","RF, Microwave, High Frequency","Ultra Low ESR","120 Pieces (8 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/TS0003.JPG,1284-1826-ND,TS0003,American Technical Ceramics,CAP KIT CERAMIC 10PF-1000PF,15,0,"55.77000","0","1","-","Tuning Stick® ATC 100B","Active","Ceramic","10pF ~ 1000pF","Surface Mount, MLCC","-","±5%, ±10%","-","-","-","Surface Mount, MLCC"
https://api.kemet.com/component-edge/download/datasheet/CER ENG KIT 33.pdf,//media.digikey.com/photos/Kemet%20Photos/CER%20ENG%20KIT%2033.JPG,399-11625-ND,CER ENG KIT 33,KEMET,CAP KIT CER 0.1PF-100PF 4100PCS,17,0,"59.49000","0","1","Binder","CBR","Active","Ceramic","0.1pF ~ 100pF","Surface Mount, MLCC","25V, 100V","±0.1pF, ±0.25pF, ±5%","RF, Microwave, High Frequency","High Q, Low Loss","4100 Pieces (41 Values - 100 Each)","0402 (1005 Metric)"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0036T.jpg,1284-1795-ND,DK0036T,American Technical Ceramics,CAP KIT CERAMIC 0.1PF-2PF 240PC,14,0,"98.21000","0","1","-","ATC 600L","Active","Ceramic","0.1pF ~ 2pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF","RF, Microwave, High Frequency","Ultra Low ESR","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0037T.jpg,1284-1796-ND,DK0037T,American Technical Ceramics,CAP KIT CERAMIC 1PF-10PF 240PC,12,0,"98.21000","0","1","-","ATC 600L","Active","Ceramic","1pF ~ 10pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF, ±5%","RF, Microwave, High Frequency","Ultra Low ESR","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0027T.jpg,1284-1790-ND,DK0027T,American Technical Ceramics,CAP KIT CERAMIC 10PF-100PF 240PC,14,0,"98.21000","0","1","-","ATC 600S","Active","Ceramic","10pF ~ 100pF","Surface Mount, MLCC","-","±5%","RF, Microwave, High Frequency","Ultra Low ESR","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0026T.jpg,1284-1789-ND,DK0026T,American Technical Ceramics,CAP KIT CERAMIC 1PF-10PF 240PC,12,0,"98.21000","0","1","-","ATC 600S","Active","Ceramic","1pF ~ 10pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF, ±5%","RF, Microwave, High Frequency","Ultra Low ESR","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0034T.jpg,1284-1793-ND,DK0034T,American Technical Ceramics,CAP KIT CERAMIC 10PF-100PF 240PC,7,0,"98.21000","0","1","-","ATC 600F","Active","Ceramic","10pF ~ 100pF","Surface Mount, MLCC","-","±5%","RF, Microwave, High Frequency","Ultra Low ESR","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0033T.jpg,1284-1792-ND,DK0033T,American Technical Ceramics,CAP KIT CERAMIC 1PF-10PF 240PC,3,0,"98.21000","0","1","-","ATC 600F","Active","Ceramic","1pF ~ 10pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF, ±5%","RF, Microwave, High Frequency","Ultra Low ESR","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/Digi-Key%20PDFs/CC0402000000SB000_Kit.pdf,//media.digikey.com/Photos/Yageo%20Photos/MFG_CC0603000000SB000.jpg,311-2079-ND,CC0402000000SB000,Yageo,CAP KIT CER 1PF-0.47UF 1000PCS,20,0,"106.94000","0","1","Binder","CC","Active","Ceramic","1pF ~ 0.47µF","Surface Mount, MLCC","6.3 ~ 50 V","±0.25pF, ±5%, ±10%","General Purpose","-","1000 Pieces (50 Values - 20 Each)","0402 (1005 Metric)"
-,//media.digikey.com/Photos/Yageo%20Photos/MFG_CC0603000000SB000.jpg,311-2078-ND,CC0603000000SB000,Yageo,CAP KIT CER 10PF-0.47UF 500PCS,3,0,"106.94000","0","1","Binder","CC","Active","Ceramic","10pF ~ 0.47µF","Surface Mount, MLCC","10 ~ 50 V","±5%, ±10%","General Purpose","-","500 Pieces (50 Values - 10 Each)","0603 (1608 Metric)"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0002T.JPG,1284-1761-ND,DK0002T,American Technical Ceramics,CAP KIT CERAMIC 1PF-10PF 240PC,14,0,"128.50000","0","1","-","Porcelain Superchip® ATC 100A","Active","Ceramic","1pF ~ 10pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF, ±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0003T.JPG,1284-1763-ND,DK0003T,American Technical Ceramics,CAP KIT CERAMIC 10PF-100PF 240PC,11,0,"128.50000","0","1","-","Porcelain Superchip® ATC 100A","Active","Ceramic","10pF ~ 100pF","Surface Mount, MLCC","-","±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0015.jpg,1284-1786-ND,DK0015,American Technical Ceramics,CAP KIT CERAMIC 0.1PF-2PF 240PC,5,0,"128.50000","0","1","-","ATC 500S BMC","Active","Ceramic","0.1pF ~ 2pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0016.jpg,1284-1787-ND,DK0016,American Technical Ceramics,CAP KIT CERAMIC 1PF-10PF 240PC,5,0,"128.50000","0","1","-","ATC 500S BMC","Active","Ceramic","1pF ~ 10pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF, ±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
http://datasheets.avx.com/U-Series.pdf,//media.digikey.com/photos/AVX%20Photos/KIT5000UZ.JPG,478-5615-ND,KIT5000UZ,AVX Corporation,CAP KIT CERAMIC 0.5PF-15PF 750PC,2,0,"128.50000","0","1","Notebook","U","Active","Ceramic","0.5pF ~ 15pF","Surface Mount, MLCC","6.3 ~ 50 V","±0.1pF, ±5%","RF, Microwave, High Frequency","Ultra Low ESR","750 Pieces (30 Values - 25 Each)","0402 (1005 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/885080_Design-Kit_WCAP-CSGP_1206_1210_1812.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_8850x0.jpg,732-6951-ND,885080,Wurth Electronics Inc.,CAP KIT CER 1000PF-100UF 720PCS,8,0,"140.00000","0","1","Plastic Box with Bin Guide","WCAP-CSGP","Active","Ceramic","1000pF ~ 100µF","Surface Mount, MLCC","6.3 ~ 50 V","±5%, ±10%, ±20%","General Purpose","-","720 Pieces (72 Values - 10 Each)","1206, 1210, 1812 (3216, 3225, 4532 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/890334_Design-Kit_WCAP-FTXX.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/890334.JPG,732-6953-ND,890334,Wurth Electronics Inc.,CAP KIT FILM 0.01UF-6.8UF 122PCS,7,0,"140.00000","0","1","Plastic Box with Bin Guide","WCAP-FTXX","Active","Film","0.01µF ~ 6.8µF","Through Hole","310V","±10%","EMI, RFI Suppression","X2 Safety Rated","122 Pieces (Assorted Per Value)","Radial"
http://www.cde.com/resources/catalogs/KIT-BOMs-FOR-WEB.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/AFK-KIT2.jpg,338-2222-ND,AFK-KIT2,Cornell Dubilier Electronics (CDE),CAP KIT ALUM 10UF-2200UF 188PCS,8,10,"143.78000","0","1","Plastic Cabinet","AFK","Active","Aluminum","10µF ~ 2200µF","Surface Mount","16 ~ 100 V","±20%","General Purpose","-","188 Pieces (Assorted Per Value)","Radial, Can - SMD"
https://www.knowlescapacitors.com/getattachment/347e5c70-6b23-4766-91a1-0ff8af10b89f/Q-and-U-range.aspx,//media.digikey.com/photos/Knowles-Syfer/UL-0603-KITSET34-AB.JPG,1608-1301-ND,UL-0603-KITSET34-AB,Knowles Syfer,CAP KIT CER 0.1PF-100PF 680PCS,6,0,"149.50000","0","1","Plastic Box with Bin Guide","-","Active","Ceramic","0.1pF ~ 100pF","Surface Mount, MLCC","250V","±0.1pF, ±5%","General Purpose","High Q, Low Loss","680 Pieces (34 Values - 20 Each)","0603 (1608 Metric)"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0086T.jpg,1284-1819-ND,DK0086T,American Technical Ceramics,CAP KIT CERAMIC 1PF-10PF 240PC,14,0,"160.63000","0","1","-","ATC 800R","Active","Ceramic","1pF ~ 10pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF, ±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0010T.JPG,1284-1777-ND,DK0010T,American Technical Ceramics,CAP KIT CERAMIC 100PF-1000PF,10,0,"160.63000","0","1","-","Porcelain Superchip® ATC 100B","Active","Ceramic","100pF ~ 1000pF","Surface Mount, MLCC","-","±5%, ±10%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0083T.jpg,1284-1816-ND,DK0083T,American Technical Ceramics,CAP KIT CERAMIC 1PF-10PF 240PC,8,0,"160.63000","0","1","-","ATC 800B","Active","Ceramic","1pF ~ 10pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF, ±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0085T.jpg,1284-1818-ND,DK0085T,American Technical Ceramics,CAP KIT CERAMIC 100PF-1000PF,8,0,"160.63000","0","1","-","ATC 800B","Active","Ceramic","100pF ~ 1000pF","Surface Mount, MLCC","-","±5%, ±10%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/photos/American%20Technical%20Ceramics/DK0012T.JPG,1284-1781-ND,DK0012T,American Technical Ceramics,CAP KIT CERAMIC 10PF-100PF 240PC,7,0,"160.63000","0","1","-","ATC 700B","Active","Ceramic","10pF ~ 100pF","Surface Mount, MLCC","-","±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/photos/American%20Technical%20Ceramics/DK0011T.JPG,1284-1779-ND,DK0011T,American Technical Ceramics,CAP KIT CERAMIC 1PF-10PF 240PC,5,0,"160.63000","0","1","-","ATC 700B","Active","Ceramic","1pF ~ 10pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF, ±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0084T.jpg,1284-1817-ND,DK0084T,American Technical Ceramics,CAP KIT CERAMIC 10PF-100PF 240PC,5,0,"160.63000","0","1","-","ATC 800B","Active","Ceramic","10pF ~ 100pF","Surface Mount, MLCC","-","±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
