Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Kit Type","Values"
https://www.pomonaelectronics.com/file/18081/download?token=xbbvsGo9,//media.digikey.com/photos/Pomona%20Photos/MFG_6534.jpg,501-1813-ND,6534,Pomona Electronics,KIT BNC COAXIAL TEST LEADS 7PCS,6,0,"124.99000","0","1","-","2249-C","Active","Test Leads","7 pcs in 7 different lengths, 1 ft ~ 10 ft. lengths"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1828869&DocType=Customer+Drawing&DocLang=English,-,1828869-1-ND,1828869-1,TE Connectivity AMP Connectors,CABLE LC SM TEST KIT LC/SC,0,0,"356.17000","0","1","Briefcase","LC","Active","Fiber Optic Test Kit","10 pcs - 2 ea LC to LC, 2 ea LC to SC, 6 ea Clips"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1828869&DocType=Customer+Drawing&DocLang=English,-,1828869-2-ND,1828869-2,TE Connectivity AMP Connectors,CABLE LC SM TEST KIT LC/ST,0,0,"356.17000","0","1","Briefcase","LC","Active","Fiber Optic Test Kit","10 pcs - 2 ea LC to LC, 6 ea LC to ST, 6 ea Clips"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1828869&DocType=Customer+Drawing&DocLang=English,-,1828869-3-ND,1828869-3,TE Connectivity AMP Connectors,CABLE LC SM TEST KIT LC/LC,0,0,"356.17000","0","1","Briefcase","LC","Active","Fiber Optic Test Kit","10 pcs - 4 ea LC to LC, 6 ea Clips"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1828867&DocType=Customer+Drawing&DocLang=English,-,1828867-2-ND,1828867-2,TE Connectivity AMP Connectors,CABLE LC 50/125 TEST KIT LC/ST,0,0,"357.14000","0","1","Briefcase","LC","Active","Fiber Optic Test Kit","14 pcs - 2 ea LC to LC, LC to ST, 50/125 Mandrel, 8 ea Clips"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1828868&DocType=Customer+Drawing&DocLang=English,-,1828868-1-ND,1828868-1,TE Connectivity AMP Connectors,CABLE LC 62.5/125 TEST KIT LC/SC,0,0,"357.14000","0","1","Briefcase","LC","Active","Fiber Optic Test Kit","14 pcs - 2 ea LC to LC, LC to SC, 62.5/125 Mandrel, 8 ea Clips"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1828868&DocType=Customer+Drawing&DocLang=English,-,1828868-2-ND,1828868-2,TE Connectivity AMP Connectors,CABLE LC 62.5/125 TEST KIT LC/ST,0,0,"357.14000","0","1","Briefcase","LC","Active","Fiber Optic Test Kit","14 pcs - 2 ea LC to LC, LC to ST, 62.5/125 Mandrel, 8 ea Clips"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1828868&DocType=Customer+Drawing&DocLang=English,-,1828868-3-ND,1828868-3,TE Connectivity AMP Connectors,CABLE LC 62.5/125 TEST KIT LC/LC,0,0,"357.14000","0","1","Briefcase","LC","Active","Fiber Optic Test Kit","14 pcs - 4 ea LC to LC, 2 ea 62.5/125 Mandrel, 8 ea Clips"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1828867&DocType=Customer+Drawing&DocLang=English,-,1828867-1-ND,1828867-1,TE Connectivity AMP Connectors,CABLE LC 50/125 TEST KIT LC/SC,0,0,"423.21000","0","1","Briefcase","LC","Active","Fiber Optic Test Kit","14 pcs - 2 ea LC to LC, LC to SC, 50/125 Mandrel, 8 ea Clips"
https://catalog.rosenberger.com/images/documents/db/VA26-3_50M-3_50F-60_DB.pdf,-,VA26-3.50M-3.50F-60-ND,VA26-3.50M-3.50F-60,Rosenberger,PRECISION 3.50 TESTCABLESET VA,0,0,"2953.36000","0","1","Briefcase","RPC","Active","Test Leads","2 pc - 2 ea 3.5mm to 3.5mm"
https://catalog.rosenberger.com/images/documents/db/VA26-Nm-Nm-60_DB.pdf,-,VA26-NM-NM-60-ND,VA26-NM-NM-60,Rosenberger,PRECISION N TYPE TESTCABLESET VA,0,0,"2953.36000","0","1","Briefcase","RPC","Active","Test Leads","2 pc - 2 ea N to N"
https://catalog.rosenberger.com/images/documents/db/VA26-PC7-PC7-60_DB.pdf,-,VA26-PC7-PC7-60-ND,VA26-PC7-PC7-60,Rosenberger,PRECISION 7 TESTCABLESET VA,0,0,"2953.36000","0","1","Briefcase","RPC","Active","Test Leads","2 pc - 2 ea 7.0mm to 7.0mm"
https://catalog.rosenberger.com/images/documents/db/VA26-TP-3_50-60_DB.pdf,-,VA26-TP-3.50-60-ND,VA26-TP-3.50-60,Rosenberger,PRECISION 3.50 TESTCABLESET VA,0,0,"2953.36000","0","1","Briefcase","RPC","Active","Test Leads","2 pc - 2 ea 3.5mm to 3.5mm"
https://catalog.rosenberger.com/images/documents/db/VA26-TP-N-60_DB.pdf,-,VA26-TP-N-60-ND,VA26-TP-N-60,Rosenberger,PRECISION 3.50/N TYPE TESTCABLES,0,0,"2953.36000","0","1","Briefcase","RPC","Active","Test Leads","2 pc - 2 ea 3.5mm to N"
https://catalog.rosenberger.com/images/documents/db/VA26-TP-PC7-60_DB.pdf,-,VA26-TP-PC7-60-ND,VA26-TP-PC7-60,Rosenberger,PRECISION 3.50/7 TESTCABLESET VA,0,0,"2953.36000","0","1","Briefcase","RPC","Active","Test Leads","2 pc - 2 ea 3.5mm to 7.0mm"
https://catalog.rosenberger.com/images/documents/db/VA26-TP-W-60_DB.pdf,-,VA26-TP-W-60-ND,VA26-TP-W-60,Rosenberger,PRECISION 3.50/SL TESTCABLESET V,0,0,"2953.36000","0","1","Briefcase","RPC","Active","Test Leads","2 pc - 2 ea 3.5mm to SL"
https://catalog.rosenberger.com/images/documents/db/VA75A-NM-NM-60_DB.pdf,-,VA75A-NM-NM-60-ND,VA75A-NM-NM-60,Rosenberger,TESTCABLESET VA,0,0,"3073.81000","0","1","Briefcase","RPC","Active","Test Leads","2 pc - 2 ea N to N"
https://catalog.rosenberger.com/images/documents/db/VA40-TP-2_92-60_DB.pdf,-,VA40-TP-2.92-60-ND,VA40-TP-2.92-60,Rosenberger,PRECISION 2.92 TESTCABLESET VA,0,0,"3730.50000","0","1","Briefcase","RPC","Active","Test Leads","2 pc - 2 ea 2.92mm to 2.92mm"
https://catalog.rosenberger.com/images/documents/db/VA40-TP-W-60_DB.pdf,-,VA40-TP-W-60-ND,VA40-TP-W-60,Rosenberger,PRECISION 2.92/SL TESTCABLESET V,0,0,"3730.50000","0","1","Briefcase","RPC","Active","Test Leads","2 pc - 2 ea 2.92mm to SL"
https://catalog.rosenberger.com/images/documents/db/VA41-TP-2_92-60_DB.pdf,-,VA41-TP-2.92-60-ND,VA41-TP-2.92-60,Rosenberger,PRECISION 2.40/2.92 TESTCABLESET,0,0,"3802.06000","0","1","Briefcase","RPC","Active","Test Leads","2 pc - 2 ea 2.4mm to 2.94mm"
https://catalog.rosenberger.com/images/documents/db/VA41-TP-W-60_DB.pdf,-,VA41-TP-W-60-ND,VA41-TP-W-60,Rosenberger,PRECISION 2.40/SL TESTCABLESET V,0,0,"4006.58000","0","1","Briefcase","RPC","Active","Test Leads","2 pc - 2 ea 2.4mm to SL"
https://catalog.rosenberger.com/images/documents/db/VA50-TP-2_40-60_DB.pdf,-,VA50-TP-2.40-60-ND,VA50-TP-2.40-60,Rosenberger,PRECISION 2.40 TESTCABLESET VA,0,0,"4080.34000","0","1","Briefcase","RPC","Active","Test Leads","2 pc - 2 ea 2.4mm to 2.4mm"
https://catalog.rosenberger.com/images/documents/db/VA70-TP-1_85-60_DB.pdf,-,VA70-TP-1.85-60-ND,VA70-TP-1.85-60,Rosenberger,1.85 KIT TESTCABLESET VA,0,0,"7740.04000","0","1","Briefcase","RPC","Active","Test Leads","2 pc - 2 ea 1.85mm to 1.85mm"
//media.digikey.com/pdf/Data%20Sheets/Rosenberger%20PDFs/VA75-NM-NM-60.pdf,-,VA75-NM-NM-60-ND,VA75-NM-NM-60,Rosenberger,PRECISION N TYPE TESTCABLESET VA,0,0,"Obsolete","0","5","Briefcase","RPC","Obsolete","Test Leads","2 pc - 2 ea N to N"
