Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Threaded/Unthreaded","Gender","Screw, Thread Size","Diameter - Inside","Diameter - Outside","Between Board Height","Length - Overall","Features","Material","Plating","Color"
https://www.bivar.com/Files/Datasheets/99XX-XXX.pdf,//media.digikey.com/photos/Bivar%20Inc%20Photos/9908-250.jpg,492-1074-ND,9908-250,Bivar Inc.,ROUND SPACER #4 NYLON 1/4"",56905,0,"0.10000","0","1","99XX","Active","Round Spacer","Unthreaded","Female, Female","#4","0.125"" (3.18mm) 1/8""","0.188"" (4.78mm) 3/16""","0.250"" (6.35mm) 1/4""","0.250"" (6.35mm) 1/4""","-","Nylon","-","Natural"
http://www.keyelco.com/product-pdf.cfm?p=4805,//media.digikey.com/photos/Keystone%20Elect%20Photos/885.jpg,36-885-ND,885,Keystone Electronics,ROUND SPACER #6 NYLON 3/8"",97787,25700,"0.22000","0","1","-","Active","Round Spacer","Unthreaded","Female, Female","#6","0.144"" (3.66mm)","0.250"" (6.35mm) 1/4""","0.375"" (9.53mm) 3/8""","0.375"" (9.53mm) 3/8""","-","Nylon","-","Natural"
http://www.keyelco.com/product-pdf.cfm?p=4424,//media.digikey.com/photos/Keystone%20Elect%20Photos/24434.JPG,36-24434-ND,24434,Keystone Electronics,HEX STANDOFF M3 ALUMINUM 12MM,32530,21800,"0.42000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","M3","-","0.197"" (5.00mm) Hex","0.472"" (12.00mm)","0.472"" (12.00mm)","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=4272,//media.digikey.com/photos/Keystone%20Elect%20Photos/1892.JPG,36-1892-ND,1892,Keystone Electronics,HEX STANDOFF #4-40 ALUMINUM 3/8"",106479,20100,"0.43000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#4-40","-","0.188"" (4.78mm) 3/16"" Hex","0.375"" (9.53mm) 3/8""","0.375"" (9.53mm) 3/8""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=4121,//media.digikey.com/photos/Keystone%20Elect%20Photos/2210.jpg,36-2210-ND,2210,Keystone Electronics,HEX STANDOFF #6-32 ALUMINUM 1/2"",94574,92700,"0.44000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#6-32","-","0.250"" (6.35mm) 1/4"" Hex","0.500"" (12.70mm) 1/2""","0.500"" (12.70mm) 1/2""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=4279,//media.digikey.com/photos/Keystone%20Elect%20Photos/2203.jpg,36-2203-ND,2203,Keystone Electronics,HEX STANDOFF #4-40 ALUMINUM 1/2"",53321,46800,"0.44000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#4-40","-","0.250"" (6.35mm) 1/4"" Hex","0.500"" (12.70mm) 1/2""","0.500"" (12.70mm) 1/2""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=4424,//media.digikey.com/photos/Keystone%20Elect%20Photos/24433.JPG,36-24433-ND,24433,Keystone Electronics,HEX STANDOFF M3 ALUMINUM 10MM,51093,8800,"0.44000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","M3","-","0.197"" (5.00mm) Hex","0.394"" (10.00mm)","0.394"" (10.00mm)","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=5007,//media.digikey.com/photos/Keystone%20Elect%20Photos/8717.jpg,36-8717-ND,8717,Keystone Electronics,HEX STANDOFF #6-32 ALUMINUM 1/4"",55107,49600,"0.46000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#6-32","-","0.250"" (6.35mm) 1/4"" Hex","0.250"" (6.35mm) 1/4""","0.500"" (12.70mm) 1/2""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=4121,//media.digikey.com/photos/Keystone%20Elect%20Photos/2209.jpg,36-2209-ND,2209,Keystone Electronics,HEX STANDOFF #6-32 ALUMINUM 3/8"",19884,7100,"0.46000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#6-32","-","0.250"" (6.35mm) 1/4"" Hex","0.375"" (9.53mm) 3/8""","0.375"" (9.53mm) 3/8""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=4922,//media.digikey.com/photos/Keystone%20Elect%20Photos/8400.jpg,36-8400-ND,8400,Keystone Electronics,HEX STANDOFF #4-40 ALUMINUM 3/8"",32855,57000,"0.47000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#4-40","-","0.250"" (6.35mm) 1/4"" Hex","0.375"" (9.53mm) 3/8""","0.563"" (14.30mm) 9/16""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=4272,//media.digikey.com/photos/Keystone%20Elect%20Photos/1893.jpg,36-1893-ND,1893,Keystone Electronics,HEX STANDOFF #4-40 ALUMINUM 1/2"",13516,28600,"0.47000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#4-40","-","0.188"" (4.78mm) 3/16"" Hex","0.500"" (12.70mm) 1/2""","0.500"" (12.70mm) 1/2""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=5010,//media.digikey.com/photos/Keystone%20Elect%20Photos/8714.jpg,36-8714-ND,8714,Keystone Electronics,HEX STANDOFF #4-40 ALUMINUM 1/4"",80669,32600,"0.48000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#4-40","-","0.250"" (6.35mm) 1/4"" Hex","0.250"" (6.35mm) 1/4""","0.438"" (11.13mm) 7/16""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=4097,//media.digikey.com/photos/Keystone%20Elect%20Photos/4800.jpg,36-4800-ND,4800,Keystone Electronics,HEX STANDOFF #4-40 NYLON 1/4"",40156,10400,"0.48000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#4-40","-","0.250"" (6.35mm) 1/4"" Hex","0.250"" (6.35mm) 1/4""","0.438"" (11.13mm) 7/16""","-","Nylon","-","Natural"
http://www.keyelco.com/product-pdf.cfm?p=4907,//media.digikey.com/photos/Keystone%20Elect%20Photos/8413.jpg,36-8413-ND,8413,Keystone Electronics,HEX STANDOFF #6-32 ALUMINUM 3/8"",24671,48700,"0.48000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#6-32","-","0.250"" (6.35mm) 1/4"" Hex","0.375"" (9.53mm) 3/8""","0.625"" (15.88mm) 5/8""","-","Aluminum","Iridite","-"
https://cdn.harwin.com/pdfs/R30-670.pdf,//media.digikey.com/Photos/Harwin/MFG_R30-6700594.jpg,952-1528-ND,R30-6700594,Harwin Inc.,ROUND SPACER M3 NYLON 5MM,8583,0,"0.48000","0","1","R30-670","Active","Round Spacer","Unthreaded","Female, Female","M3","0.126"" (3.20mm)","0.197"" (5.00mm)","0.197"" (5.00mm)","0.197"" (5.00mm)","-","Nylon","-","White"
http://www.keyelco.com/product-pdf.cfm?p=5025,//media.digikey.com/photos/Keystone%20Elect%20Photos/8414.jpg,36-8414-ND,8414,Keystone Electronics,HEX STANDOFF #6-32 ALUMINUM 1/2"",63934,0,"0.49000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#6-32","-","0.250"" (6.35mm) 1/4"" Hex","0.500"" (12.70mm) 1/2""","0.750"" (19.05mm) 3/4""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=4098,//media.digikey.com/photos/Keystone%20Elect%20Photos/4801.jpg,36-4801-ND,4801,Keystone Electronics,HEX STANDOFF #4-40 NYLON 3/8"",18430,5200,"0.49000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#4-40","-","0.250"" (6.35mm) 1/4"" Hex","0.375"" (9.53mm) 3/8""","0.563"" (14.30mm) 9/16""","-","Nylon","-","Natural"
http://www.keyelco.com/product-pdf.cfm?p=4139,//media.digikey.com/photos/Keystone%20Elect%20Photos/1813.jpg,36-1813-ND,1813,Keystone Electronics,HEX STANDOFF #6-32 ALUMINUM 5/8"",45505,30500,"0.50000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#6-32","-","0.250"" (6.35mm) 1/4"" Hex","0.625"" (15.88mm) 5/8""","0.625"" (15.88mm) 5/8""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=4099,//media.digikey.com/photos/Keystone%20Elect%20Photos/4802.jpg,36-4802-ND,4802,Keystone Electronics,HEX STANDOFF #4-40 NYLON 1/2"",53713,7100,"0.51000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#4-40","-","0.250"" (6.35mm) 1/4"" Hex","0.500"" (12.70mm) 1/2""","0.688"" (17.48mm) 11/16""","-","Nylon","-","Natural"
http://www.keyelco.com/product-pdf.cfm?p=4064,//media.digikey.com/photos/Keystone%20Elect%20Photos/4816.jpg,36-4816-ND,4816,Keystone Electronics,HEX STANDOFF #6-32 NYLON 1/2"",39113,9200,"0.51000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#6-32","-","0.250"" (6.35mm) 1/4"" Hex","0.500"" (12.70mm) 1/2""","0.750"" (19.05mm) 3/4""","-","Nylon","-","Natural"
http://www.keyelco.com/product-pdf.cfm?p=5197,//media.digikey.com/photos/Keystone%20Elect%20Photos/1450.jpg,36-1450-ND,1450,Keystone Electronics,HEX STANDOFF #4-40 BRASS 1/4"",37638,27900,"0.51000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#4-40","-","0.188"" (4.78mm) 3/16"" Hex","0.250"" (6.35mm) 1/4""","0.250"" (6.35mm) 1/4""","-","Brass","Zinc","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/CBMFTS205A_Dwg.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/CBMFTS205A.jpg,RPC1476-ND,CBMFTS205A,Essentra Components,HEX STANDOFF M3 NYLON 5MM,20476,0,"0.51000","0","1","CBMFTS","Active","Hex Standoff","Threaded","Male, Female","M3","-","0.217"" (5.50mm) Hex","0.197"" (5.00mm)","0.433"" (11.00mm)","-","Nylon","-","Natural"
http://www.keyelco.com/product-pdf.cfm?p=4539,//media.digikey.com/photos/Keystone%20Elect%20Photos/25505.JPG,36-25505-ND,25505,Keystone Electronics,HEX STANDOFF M3 NYLON 20MM,48717,10300,"0.52000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","M3","-","0.197"" (5.00mm) Hex","0.787"" (20.00mm)","1.102"" (28.00mm)","-","Nylon","-","Natural"
http://www.keyelco.com/product-pdf.cfm?p=4100,//media.digikey.com/photos/Keystone%20Elect%20Photos/4803.jpg,36-4803-ND,4803,Keystone Electronics,HEX STANDOFF #4-40 NYLON 5/8"",23913,29200,"0.52000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#4-40","-","0.250"" (6.35mm) 1/4"" Hex","0.625"" (15.88mm) 5/8""","0.813"" (20.65mm) 13/16""","-","Nylon","-","Natural"
http://www.keyelco.com/product-pdf.cfm?p=4279,//media.digikey.com/photos/Keystone%20Elect%20Photos/2204.jpg,36-2204-ND,2204,Keystone Electronics,HEX STANDOFF #4-40 ALUMINUM 3/4"",37422,28500,"0.53000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#4-40","-","0.250"" (6.35mm) 1/4"" Hex","0.750"" (19.05mm) 3/4""","0.750"" (19.05mm) 3/4""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=4121,//media.digikey.com/photos/Keystone%20Elect%20Photos/2211.jpg,36-2211-ND,2211,Keystone Electronics,HEX STANDOFF #6-32 ALUMINUM 3/4"",15777,24100,"0.53000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#6-32","-","0.250"" (6.35mm) 1/4"" Hex","0.750"" (19.05mm) 3/4""","0.750"" (19.05mm) 3/4""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=4648,//media.digikey.com/Photos/Keystone%20Elect%20Photos/2261-2.JPG,36-2261-2-ND,2261-2,Keystone Electronics,ROUND STANDOFF #4-40 BRASS 3/16"",14145,3200,"0.53000","0","1","-","Active","Round Standoff","Threaded","Female, Swage","#4-40","-","0.188"" (4.78mm) 3/16""","0.188"" (4.78mm) 3/16""","0.296"" (7.52mm)","-","Brass","Nickel","-"
http://www.keyelco.com/product-pdf.cfm?p=4658,//media.digikey.com/Photos/Keystone%20Elect%20Photos/1590-2.jpg,36-1590-2-ND,1590-2,Keystone Electronics,ROUND STANDOFF #2-56 BRASS 3/16"",23076,13500,"0.55000","0","1","-","Active","Round Standoff","Threaded","Female, Swage","#2-56","-","0.156"" (3.96mm) 5/32""","0.188"" (4.78mm) 3/16""","0.296"" (7.52mm)","-","Brass","Nickel","-"
http://www.keyelco.com/product-pdf.cfm?p=4141,//media.digikey.com/photos/Keystone%20Elect%20Photos/1816.jpg,36-1816-ND,1816,Keystone Electronics,HEX STANDOFF #6-32 ALUMINUM 7/8"",14590,19300,"0.57000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#6-32","-","0.250"" (6.35mm) 1/4"" Hex","0.875"" (22.23mm) 7/8""","0.875"" (22.23mm) 7/8""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=5006,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1546.jpg,36-1546-ND,1546,Keystone Electronics,ROUND STANDOFF #6-32 BRASS 1/4"",14148,23100,"0.58000","0","1","-","Active","Round Standoff","Threaded","Female, Swage","#6-32","-","0.250"" (6.35mm) 1/4""","0.250"" (6.35mm) 1/4""","0.359"" (9.12mm)","-","Brass","Nickel","-"
http://www.keyelco.com/product-pdf.cfm?p=5008,//media.digikey.com/photos/Keystone%20Elect%20Photos/8716.jpg,36-8716-ND,8716,Keystone Electronics,HEX STANDOFF #6-32 BRASS 1/4"",13623,12600,"0.58000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#6-32","-","0.250"" (6.35mm) 1/4"" Hex","0.250"" (6.35mm) 1/4""","0.500"" (12.70mm) 1/2""","-","Brass","Nickel","-"
http://www.keyelco.com/product-pdf.cfm?p=4429,//media.digikey.com/photos/Keystone%20Elect%20Photos/24437.JPG,36-24437-ND,24437,Keystone Electronics,HEX STANDOFF M3 ALUMINUM 20MM,6301,17400,"0.58000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","M3","-","0.197"" (5.00mm) Hex","0.787"" (20.00mm)","0.787"" (20.00mm)","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=5011,//media.digikey.com/photos/Keystone%20Elect%20Photos/8713.jpg,36-8713-ND,8713,Keystone Electronics,HEX STANDOFF #4-40 BRASS 1/4"",25286,24800,"0.59000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#4-40","-","0.250"" (6.35mm) 1/4"" Hex","0.250"" (6.35mm) 1/4""","0.438"" (11.13mm) 7/16""","-","Brass","Nickel","-"
https://katalog.we-online.de/em/datasheet/9774020960R.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/MFG_97740xx943R.jpg,732-7075-2-ND,9774020960R,Wurth Electronics Inc.,ROUND SPACER STEEL 2MM,9450,0,"0.59400","0","1050","WA-SMST","Active","Round Spacer","Unthreaded","Female, Female","-","0.130"" (3.30mm)","0.236"" (5.99mm)","0.079"" (2.00mm)","0.134"" (3.40mm)","Surface Mount","Steel","Tin","-"
https://katalog.we-online.de/em/datasheet/9774020960R.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/MFG_97740xx943R.jpg,732-7075-1-ND,9774020960R,Wurth Electronics Inc.,ROUND SPACER STEEL 2MM,10493,0,"0.95000","0","1","WA-SMST","Active","Round Spacer","Unthreaded","Female, Female","-","0.130"" (3.30mm)","0.236"" (5.99mm)","0.079"" (2.00mm)","0.134"" (3.40mm)","Surface Mount","Steel","Tin","-"
https://katalog.we-online.de/em/datasheet/9774020960R.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/MFG_97740xx943R.jpg,732-7075-6-ND,9774020960R,Wurth Electronics Inc.,ROUND SPACER STEEL 2MM,10493,0,"Digi-Reel","0","1","WA-SMST","Active","Round Spacer","Unthreaded","Female, Female","-","0.130"" (3.30mm)","0.236"" (5.99mm)","0.079"" (2.00mm)","0.134"" (3.40mm)","Surface Mount","Steel","Tin","-"
https://katalog.we-online.de/em/datasheet/9774050243R.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_9774025243R.JPG,732-7097-2-ND,9774050243R,Wurth Electronics Inc.,ROUND STANDOFF M2X0.4 STEEL 5MM,9000,0,"0.59400","0","600","WA-SMSI","Active","Round Standoff","Threaded","-","M2x0.4","-","0.171"" (4.35mm)","0.197"" (5.00mm)","0.252"" (6.40mm)","Surface Mount","Steel","Tin","-"
https://katalog.we-online.de/em/datasheet/9774050243R.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_9774025243R.JPG,732-7097-1-ND,9774050243R,Wurth Electronics Inc.,ROUND STANDOFF M2X0.4 STEEL 5MM,9054,0,"0.95000","0","1","WA-SMSI","Active","Round Standoff","Threaded","-","M2x0.4","-","0.171"" (4.35mm)","0.197"" (5.00mm)","0.252"" (6.40mm)","Surface Mount","Steel","Tin","-"
https://katalog.we-online.de/em/datasheet/9774050243R.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_9774025243R.JPG,732-7097-6-ND,9774050243R,Wurth Electronics Inc.,ROUND STANDOFF M2X0.4 STEEL 5MM,9054,0,"Digi-Reel","0","1","WA-SMSI","Active","Round Standoff","Threaded","-","M2x0.4","-","0.171"" (4.35mm)","0.197"" (5.00mm)","0.252"" (6.40mm)","Surface Mount","Steel","Tin","-"
https://katalog.we-online.de/em/datasheet/9774040243R.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_9774025243R.JPG,732-7090-2-ND,9774040243R,Wurth Electronics Inc.,ROUND STANDOFF M2X0.4 STEEL 4MM,6600,0,"0.59400","0","600","WA-SMSI","Active","Round Standoff","Threaded","-","M2x0.4","-","0.171"" (4.35mm)","0.157"" (4.00mm)","0.213"" (5.40mm)","Surface Mount","Steel","Tin","-"
https://katalog.we-online.de/em/datasheet/9774040243R.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_9774025243R.JPG,732-7090-1-ND,9774040243R,Wurth Electronics Inc.,ROUND STANDOFF M2X0.4 STEEL 4MM,7004,0,"0.95000","0","1","WA-SMSI","Active","Round Standoff","Threaded","-","M2x0.4","-","0.171"" (4.35mm)","0.157"" (4.00mm)","0.213"" (5.40mm)","Surface Mount","Steel","Tin","-"
https://katalog.we-online.de/em/datasheet/9774040243R.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_9774025243R.JPG,732-7090-6-ND,9774040243R,Wurth Electronics Inc.,ROUND STANDOFF M2X0.4 STEEL 4MM,7004,0,"Digi-Reel","0","1","WA-SMSI","Active","Round Standoff","Threaded","-","M2x0.4","-","0.171"" (4.35mm)","0.157"" (4.00mm)","0.213"" (5.40mm)","Surface Mount","Steel","Tin","-"
https://katalog.we-online.de/em/datasheet/9774030151R.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_9774025243R.JPG,732-7083-2-ND,9774030151R,Wurth Electronics Inc.,RND STANDOFF M2.5X0.45 STEEL 3MM,6300,0,"0.59400","0","700","WA-SMSI","Active","Round Standoff","Threaded","-","M2.5x0.45","-","0.201"" (5.10mm)","0.118"" (3.00mm)","0.173"" (4.39mm)","Surface Mount","Steel","Tin","-"
https://katalog.we-online.de/em/datasheet/9774030151R.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_9774025243R.JPG,732-7083-1-ND,9774030151R,Wurth Electronics Inc.,RND STANDOFF M2.5X0.45 STEEL 3MM,6633,0,"0.95000","0","1","WA-SMSI","Active","Round Standoff","Threaded","-","M2.5x0.45","-","0.201"" (5.10mm)","0.118"" (3.00mm)","0.173"" (4.39mm)","Surface Mount","Steel","Tin","-"
https://katalog.we-online.de/em/datasheet/9774030151R.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_9774025243R.JPG,732-7083-6-ND,9774030151R,Wurth Electronics Inc.,RND STANDOFF M2.5X0.45 STEEL 3MM,6633,0,"Digi-Reel","0","1","WA-SMSI","Active","Round Standoff","Threaded","-","M2.5x0.45","-","0.201"" (5.10mm)","0.118"" (3.00mm)","0.173"" (4.39mm)","Surface Mount","Steel","Tin","-"
https://katalog.we-online.de/em/datasheet/9774050951R.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_9774050951R.JPG,732-7098-2-ND,9774050951R,Wurth Electronics Inc.,ROUND SPACER STEEL 5MM,4050,0,"0.59400","0","450","WA-SMST","Active","Round Spacer","Unthreaded","Female, Female","-","0.107"" (2.72mm)","0.201"" (5.10mm)","0.197"" (5.00mm)","0.252"" (6.40mm)","Surface Mount","Steel","Tin","-"
https://katalog.we-online.de/em/datasheet/9774050951R.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_9774050951R.JPG,732-7098-1-ND,9774050951R,Wurth Electronics Inc.,ROUND SPACER STEEL 5MM,4148,0,"0.95000","0","1","WA-SMST","Active","Round Spacer","Unthreaded","Female, Female","-","0.107"" (2.72mm)","0.201"" (5.10mm)","0.197"" (5.00mm)","0.252"" (6.40mm)","Surface Mount","Steel","Tin","-"
https://katalog.we-online.de/em/datasheet/9774050951R.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_9774050951R.JPG,732-7098-6-ND,9774050951R,Wurth Electronics Inc.,ROUND SPACER STEEL 5MM,4148,0,"Digi-Reel","0","1","WA-SMST","Active","Round Spacer","Unthreaded","Female, Female","-","0.107"" (2.72mm)","0.201"" (5.10mm)","0.197"" (5.00mm)","0.252"" (6.40mm)","Surface Mount","Steel","Tin","-"
https://katalog.we-online.de/em/datasheet/9774040151R.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_9774025243R.JPG,732-7089-2-ND,9774040151R,Wurth Electronics Inc.,RND STANDOFF M2.5X0.45 STEEL 4MM,3500,0,"0.59400","0","700","WA-SMSI","Active","Round Standoff","Threaded","-","M2.5x0.45","-","0.201"" (5.10mm)","0.157"" (4.00mm)","0.213"" (5.40mm)","Surface Mount","Steel","Tin","-"
https://katalog.we-online.de/em/datasheet/9774040151R.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_9774025243R.JPG,732-7089-1-ND,9774040151R,Wurth Electronics Inc.,RND STANDOFF M2.5X0.45 STEEL 4MM,4085,0,"0.95000","0","1","WA-SMSI","Active","Round Standoff","Threaded","-","M2.5x0.45","-","0.201"" (5.10mm)","0.157"" (4.00mm)","0.213"" (5.40mm)","Surface Mount","Steel","Tin","-"
https://katalog.we-online.de/em/datasheet/9774040151R.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_9774025243R.JPG,732-7089-6-ND,9774040151R,Wurth Electronics Inc.,RND STANDOFF M2.5X0.45 STEEL 4MM,4085,0,"Digi-Reel","0","1","WA-SMSI","Active","Round Standoff","Threaded","-","M2.5x0.45","-","0.201"" (5.10mm)","0.157"" (4.00mm)","0.213"" (5.40mm)","Surface Mount","Steel","Tin","-"
http://www.keyelco.com/product-pdf.cfm?p=5024,//media.digikey.com/photos/Keystone%20Elect%20Photos/8415.jpg,36-8415-ND,8415,Keystone Electronics,HEX STANDOFF #6-32 ALUMINUM 5/8"",32790,26100,"0.62000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#6-32","-","0.250"" (6.35mm) 1/4"" Hex","0.625"" (15.88mm) 5/8""","0.875"" (22.23mm) 7/8""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=4164,//media.digikey.com/photos/Keystone%20Elect%20Photos/1903F.jpg,36-1903F-ND,1903F,Keystone Electronics,HEX STANDOFF #6-32 NYLON 5/8"",25567,48400,"0.63000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#6-32","-","0.250"" (6.35mm) 1/4"" Hex","0.625"" (15.88mm) 5/8""","0.625"" (15.88mm) 5/8""","-","Nylon","-","Natural"
http://www.keyelco.com/product-pdf.cfm?p=5024,//media.digikey.com/photos/Keystone%20Elect%20Photos/8416.jpg,36-8416-ND,8416,Keystone Electronics,HEX STANDOFF #6-32 ALUMINUM 3/4"",20545,21300,"0.63000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#6-32","-","0.250"" (6.35mm) 1/4"" Hex","0.750"" (19.05mm) 3/4""","1.000"" (25.40mm) 1""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=4324,//media.digikey.com/photos/Keystone%20Elect%20Photos/1902F.jpg,36-1902F-ND,1902F,Keystone Electronics,HEX STANDOFF #4-40 NYLON 5/8"",16535,15800,"0.63000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#4-40","-","0.250"" (6.35mm) 1/4"" Hex","0.625"" (15.88mm) 5/8""","0.625"" (15.88mm) 5/8""","-","Nylon","-","Natural"
https://cdn.harwin.com/pdfs/R30-300.pdf,//media.digikey.com/Photos/Harwin/MFG_R30-3000502.jpg,952-1496-ND,R30-3000502,Harwin Inc.,HEX STANDOFF M3X0.5 BRASS 5MM,96623,0,"0.65000","0","1","R30-300","Active","Hex Standoff","Threaded","Male, Female","M3x0.5","-","0.197"" (5.00mm) Hex","0.197"" (5.00mm)","0.433"" (11.00mm)","-","Brass","Nickel","-"
http://www.keyelco.com/product-pdf.cfm?p=4921,//media.digikey.com/photos/Keystone%20Elect%20Photos/8401.jpg,36-8401-ND,8401,Keystone Electronics,HEX STANDOFF #4-40 ALUMINUM 1/2"",30080,19100,"0.65000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#4-40","-","0.250"" (6.35mm) 1/4"" Hex","0.500"" (12.70mm) 1/2""","0.688"" (17.48mm) 11/16""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=4670,//media.digikey.com/photos/Keystone%20Elect%20Photos/5063-2.JPG,36-5063-2-ND,5063-2,Keystone Electronics,ROUND SPACER #6 BRASS 1/4"",28339,42000,"0.66000","0","1","-","Active","Round Spacer","Unthreaded","Female, Swage","#6","0.144"" (3.66mm)","0.250"" (6.35mm) 1/4""","0.250"" (6.35mm) 1/4""","0.359"" (9.12mm)","-","Brass","Nickel","-"
http://www.keyelco.com/product-pdf.cfm?p=4442,//media.digikey.com/photos/Keystone%20Elect%20Photos/25510.JPG,36-25510-ND,25510,Keystone Electronics,HEX STANDOFF M3 NYLON 10MM,11181,6600,"0.66000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","M3","-","0.197"" (5.00mm) Hex","0.394"" (10.00mm)","0.394"" (10.00mm)","-","Nylon","-","Natural"
http://www.keyelco.com/product-pdf.cfm?p=4324,//media.digikey.com/photos/Keystone%20Elect%20Photos/1902A.jpg,36-1902A-ND,1902A,Keystone Electronics,HEX STANDOFF #4-40 NYLON 1/4"",40678,34000,"0.67000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#4-40","-","0.250"" (6.35mm) 1/4"" Hex","0.250"" (6.35mm) 1/4""","0.250"" (6.35mm) 1/4""","-","Nylon","-","Natural"
