Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Screw Head Type","Drive Type","Features","Thread Size","Head Diameter","Head Height","Length - Below Head","Length - Overall","Material","Plating"
http://www.hammondmfg.com/pdf/9c2pg28-29.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1591MS100.jpg,HM1438-ND,1591MS100,Hammond Manufacturing,MACH SCRW FLAT PHIL M3X0.5 100PK,764,40,"7.09000","0","1","1591","Active","Machine Screw","Flat Head","Phillips","-","M3x0.5","-","-","0.394"" (10.00mm)","-","-","Nickel"
https://www.hammfg.com/electronics/small-case/plastic/1591.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1591TS100BK.jpg,HM1363-ND,1591TS100BK,Hammond Manufacturing,SHT MTL SCRW FLAT PHIL #4 100/PK,5422,296,"7.62000","0","1","1591","Active","Sheet Metal Screw","Flat Head","Phillips","Self Tapping","#4","-","-","0.500"" (12.70mm) 1/2""","-","-","Black Oxide"
-,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1455MS100BK.jpg,HM1426-ND,1455MS100BK,Hammond Manufacturing,FLAT HEAD PHILLIPS #6 100PK,161,290,"9.90000","0","1","-","Active","-","Flat Head","Phillips","Self Tapping","#6","-","-","0.375"" (9.53mm) 3/8""","-","-","Black Oxide"
https://www.hammfg.com/files/parts/pdf/RM440MS100BK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/RM440MS100BK.JPG,HM1456-ND,RM440MS100BK,Hammond Manufacturing,MACH SCREW FLAT PHIL #4-40 100PK,125,25,"10.90000","0","1","RM","Active","Machine Screw","Flat Head","Phillips","-","#4-40","0.200"" (5.08mm)","0.058"" (1.47mm)","0.318"" (8.08mm)","0.375"" (9.53mm) 3/8""","Steel","Black Oxide"
https://www.hammfg.com/dci/products/accessories/screw.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_SCREW1032-100.JPG,HM1611-ND,SCREW1032-100,Hammond Manufacturing,MACH SCREW PAN PHIL 10-32 100/PK,152,216,"21.60000","0","1","-","Active","Machine Screw","Oval Head","Phillips","Pilot Point, Washer Included","#10-32","-","-","0.750"" (19.05mm) 3/4""","-","-","Black Oxide"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMS%20440%200063%20SL.JPG,H148-ND,PMS 440 0063 SL,B&F Fastener Supply,MACH SCREW PAN HEAD SLOTTED 4-40,24200,0,"0.01520","0","100","-","Active","Machine Screw","Pan Head","Slotted","-","#4-40","-","0.063"" (1.60mm) 1/16""","0.625"" (15.88mm) 5/8""","0.688"" (17.48mm) 11/16""","Steel","Zinc"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMS%20440%200038%20PH.jpg,H781-ND,PMS 440 0038 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 4-40,43203,0,"0.02710","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#4-40","-","0.075"" (1.91mm)","0.375"" (9.53mm) 3/8""","0.450"" (11.43mm)","Steel","Zinc"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/Photos/B%20&%20F%20Fastener%20Supply/PMS%20632%200025%20PH.jpg,H354-ND,PMS 632 0025 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 6-32,59400,0,"0.02840","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#6-32","-","0.092"" (2.34mm)","0.250"" (6.35mm) 1/4""","0.342"" (8.69mm)","Steel","Zinc"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/4x1^%202%20phsmsph.jpg,H801-ND,4X1/2 PHSMSPH,B&F Fastener Supply,SHT METAL SCREW PAN PHILLIPS #4,11200,0,"0.03110","0","100","-","Active","Sheet Metal Screw","Pan Head","Phillips","Self Tapping","#4","-","-","0.500"" (12.70mm) 1/2""","-","Steel","Zinc"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMS%20632%200050%20PH.jpg,H360-ND,PMS 632 0050 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 6-32,23600,0,"0.03170","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#6-32","-","0.092"" (2.34mm)","0.500"" (12.70mm) 1/2""","0.592"" (15.04mm)","Steel","Zinc"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMS%20632%200038%20PH.jpg,H356-ND,PMS 632 0038 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 6-32,12110,0,"0.03410","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#6-32","-","0.092"" (2.34mm)","0.375"" (9.53mm) 3/8""","0.467"" (11.86mm)","Steel","Zinc"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMS%20440%200050%20PH.jpg,H346-ND,PMS 440 0050 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 4-40,22600,0,"0.04090","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#4-40","-","0.075"" (1.91mm)","0.500"" (12.70mm) 1/2""","0.575"" (14.61mm)","Steel","Zinc"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/Photos/B%20&%20F%20Fastener%20Supply/PMS%20440%200025%20PH.JPG,H342-ND,PMS 440 0025 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 4-40,56133,0,"0.04670","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#4-40","-","0.075"" (1.91mm)","0.250"" (6.35mm) 1/4""","0.325"" (8.26mm)","Steel","Zinc"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMSSS%20440%200025%20PH.jpg,H703-ND,PMSSS 440 0025 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 4-40,52600,0,"0.06200","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#4-40","-","0.075"" (1.91mm)","0.250"" (6.35mm) 1/4""","0.325"" (8.26mm)","Stainless Steel","-"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMS%20440%200025%20SL.JPG,H142-ND,PMS 440 0025 SL,B&F Fastener Supply,MACH SCREW PAN HEAD SLOTTED 4-40,4979,0,"0.06200","0","100","-","Active","Machine Screw","Pan Head","Slotted","-","#4-40","-","0.063"" (1.60mm) 1/16""","0.250"" (6.35mm) 1/4""","0.313"" (7.95mm) 5/16""","Steel","Zinc"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMSSS%20632%200025%20PH.JPG,H708-ND,PMSSS 632 0025 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 6-32,14400,0,"0.07190","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#6-32","-","0.092"" (2.34mm)","0.250"" (6.35mm) 1/4""","0.342"" (8.69mm)","Stainless Steel","-"
http://www.fasnetdirect.com/refguide/MetD7985a.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/MPMS%20002%200005%20PH.JPG,H738-ND,MPMS 002 0005 PH,B&F Fastener Supply,MACH SCREW PAN HEAD PHILLIPS M2,24953,0,"0.07390","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","M2","0.152"" (3.85mm)","0.060"" (1.52mm)","0.197"" (5.00mm)","0.257"" (6.53mm)","-","Zinc"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMSSS%20256%200050%20PH.JPG,H701-ND,PMSSS 256 0050 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 2-56,9200,0,"0.07500","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#2-56","-","0.057"" (1.45mm)","0.500"" (12.70mm) 1/2""","0.557"" (14.15mm)","Stainless Steel","-"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMSSS%20256%200025%20PH.JPG,H700-ND,PMSSS 256 0025 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 2-56,21500,0,"0.07560","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#2-56","-","0.057"" (1.45mm)","0.250"" (6.35mm) 1/4""","0.307"" (7.80mm)","Stainless Steel","-"
http://www.fasnetdirect.com/refguide/MetD7985a.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/MPMS%20003%200008%20PH.JPG,H743-ND,MPMS 003 0008 PH,B&F Fastener Supply,MACH SCREW PAN HEAD PHILLIPS M3,34699,0,"0.07800","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","M3","0.230"" (5.84mm)","0.090"" (2.29mm)","0.315"" (8.00mm)","0.405"" (10.29mm)","-","Zinc"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMSS%20256%200075%20PH.JPG,H702-ND,PMSSS 256 0075 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 2-56,3310,0,"0.08050","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#2-56","-","0.057"" (1.45mm)","0.750"" (19.05mm) 3/4""","0.807"" (20.50mm)","Stainless Steel","-"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMSSS%20440%200050%20PH.JPG,H705-ND,PMSSS 440 0050 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 4-40,6700,0,"0.08090","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#4-40","-","0.075"" (1.91mm)","0.500"" (12.70mm) 1/2""","0.575"" (14.61mm)","Stainless Steel","-"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMSSS%20440%200038%20PH.JPG,H782-ND,PMSSS 440 0038 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 4-40,8100,0,"0.08100","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#4-40","-","0.075"" (1.91mm)","0.375"" (9.53mm) 3/8""","0.450"" (11.43mm)","Stainless Steel","-"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMS%20102%200050%20PH.JPG,H400-ND,PMS 102 0050 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 10-32,3100,0,"0.08140","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#10-32","-","0.104"" (2.64mm)","0.500"" (12.70mm) 1/2""","0.604"" (15.34mm)","Steel","Zinc"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMSSS%20440%200031%20PH.JPG,H704-ND,PMSSS 440 0031 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 4-40,14670,0,"0.08180","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#4-40","-","0.075"" (1.91mm)","0.313"" (7.95mm) 5/16""","0.388"" (9.86mm)","Stainless Steel","-"
http://www.fasnetdirect.com/refguide/MetD7985a.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/MPMS%20004%200008%20PH.JPG,H748-ND,MPMS 004 0008 PH,B&F Fastener Supply,MACH SCREW PAN HEAD PHILLIPS M4,15400,0,"0.08320","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","M4","0.308"" (7.82mm)","0.120"" (3.05mm)","0.315"" (8.00mm)","0.435"" (11.05mm)","-","Zinc"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMSSS%20632%200050%20PH.JPG,H711-ND,PMSSS 632 0050 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 6-32,2000,0,"0.08500","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#6-32","-","0.092"" (2.34mm)","0.500"" (12.70mm) 1/2""","0.592"" (15.04mm)","Stainless Steel","-"
http://www.fasnetdirect.com/refguide/Nylpanms.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/NY%20PMS%20440%200025%20PH.jpg,H542-ND,NY PMS 440 0025 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 4-40,41700,0,"0.08860","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#4-40","-","0.075"" (1.91mm)","0.250"" (6.35mm) 1/4""","0.325"" (8.26mm)","Nylon","-"
http://www.fasnetdirect.com/refguide/Nylpanms.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/NY%20PMS%20440%200038%20PH.JPG,H544-ND,NY PMS 440 0038 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 4-40,7100,0,"0.09000","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#4-40","-","0.075"" (1.91mm)","0.375"" (9.53mm) 3/8""","0.450"" (11.43mm)","Nylon","-"
http://www.fasnetdirect.com/refguide/Nylpanms.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/NY%20PMS%20440%200050%20PH.JPG,H546-ND,NY PMS 440 0050 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 4-40,15017,0,"0.09100","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#4-40","-","0.075"" (1.91mm)","0.500"" (12.70mm) 1/2""","0.575"" (14.61mm)","Nylon","-"
http://www.fasnetdirect.com/refguide/Nylpanms.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/ny%20pms%20256%200050%20ph.JPG,H534-ND,NY PMS 256 0050 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 2-56,2000,0,"0.09100","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#2-56","-","0.058"" (1.47mm)","0.500"" (12.70mm) 1/2""","0.558"" (14.17mm)","Nylon","-"
http://www.fasnetdirect.com/refguide/Nylpanms.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/NY%20PMS%20632%200025%20PH.JPG,H554-ND,NY PMS 632 0025 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 6-32,16680,0,"0.09260","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#6-32","-","0.092"" (2.34mm)","0.250"" (6.35mm) 1/4""","0.342"" (8.69mm)","Nylon","-"
http://www.fasnetdirect.com/refguide/Nylpanms.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/NY%20PMS%20440%200075%20PH.JPG,H550-ND,NY PMS 440 0075 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 4-40,13700,0,"0.09260","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#4-40","-","0.075"" (1.91mm)","0.750"" (19.05mm) 3/4""","0.825"" (20.96mm)","Nylon","-"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMSS%20440%200063%20PH.JPG,H706-ND,PMSSS 440 0063 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 4-40,5200,0,"0.09300","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#4-40","-","0.075"" (1.91mm)","0.625"" (15.88mm) 5/8""","0.700"" (17.78mm)","Stainless Steel","-"
http://www.fasnetdirect.com/refguide/Nylpanms.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/NY%20PMS%20632%200038%20PH.JPG,H556-ND,NY PMS 632 0038 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 6-32,8900,0,"0.09430","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#6-32","-","0.092"" (2.34mm)","0.375"" (9.53mm) 3/8""","0.467"" (11.86mm)","Nylon","-"
http://www.fasnetdirect.com/refguide/MetD7985a.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/MPMS%20004%200012%20PH.JPG,H749-ND,MPMS 004 0012 PH,B&F Fastener Supply,MACH SCREW PAN HEAD PHILLIPS M4,3664,0,"0.09640","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","M4","0.308"" (7.82mm)","0.120"" (3.05mm)","0.472"" (11.99mm)","0.593"" (15.06mm)","-","Zinc"
http://www.keyelco.com/product-pdf.cfm?p=2235,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_95xy.jpg,36-9509-ND,9509,Keystone Electronics,MACH SCREW FLAT SLOTTED #6-32,8501,11200,"0.10000","0","1","-","Active","Machine Screw","Flat Head","Slotted","-","#6-32","-","-","0.500"" (12.70mm) 1/2""","-","Steel","Zinc"
http://www.keyelco.com/product-pdf.cfm?p=1753,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_93xy.jpg,36-9309-ND,9309,Keystone Electronics,MACH SCREW PAN HEAD SLOTTED 6-32,2398,4300,"0.10000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","#6-32","-","-","0.500"" (12.70mm) 1/2""","-","Steel","Zinc"
http://www.essentracomponents.com.sg/images-line/pdfs/NSS-NSP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/NSP-6-2-01.JPG,RP956-ND,NSP-6-2-01,Essentra Components,MACHINE SCREW PAN PHILLIPS 6-32,1592,0,"0.10000","0","1","NSS-NSP","Active","Machine Screw","Pan Head","Phillips","-","#6-32","0.260"" (6.60mm)","0.090"" (2.29mm)","0.125"" (3.18mm) 1/8""","0.215"" (5.46mm)","Nylon","-"
http://www.fasnetdirect.com/refguide/Nylpanms.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/NY%20PMS%20440%200063%20PH.JPG,H548-ND,NY PMS 440 0063 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 4-40,3800,0,"0.10100","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#4-40","-","0.075"" (1.91mm)","0.625"" (15.88mm) 5/8""","0.700"" (17.78mm)","Nylon","-"
http://www.fasnetdirect.com/refguide/Nylpanms.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/NY%20PMS%20256%200075%20PH.JPG,H538-ND,NY PMS 256 0075 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 2-56,2500,0,"0.10190","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#2-56","-","0.058"" (1.47mm)","0.750"" (19.05mm) 3/4""","0.808"" (20.52mm)","Nylon","-"
http://www.fasnetdirect.com/refguide/MetD7985a.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/MPMS%20002%200012%20PH.JPG,H740-ND,MPMS 002 0012 PH,B&F Fastener Supply,MACH SCREW PAN HEAD PHILLIPS M2,2400,0,"0.10360","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","M2","0.152"" (3.85mm)","0.060"" (1.52mm)","0.472"" (11.99mm)","0.532"" (13.51mm)","-","Zinc"
http://www.fasnetdirect.com/refguide/Nylpanms.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/NY%20PMS%20632%200050%20PH.JPG,H560-ND,NY PMS 632 0050 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 6-32,3047,0,"0.10460","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#6-32","-","0.092"" (2.34mm)","0.500"" (12.70mm) 1/2""","0.592"" (15.04mm)","Nylon","-"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMSSS%20632%200031%20PH.JPG,H709-ND,PMSSS 632 0031 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 6-32,1500,0,"0.10500","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#6-32","-","0.092"" (2.34mm)","0.313"" (7.95mm) 5/16""","0.405"" (10.29mm)","Stainless Steel","-"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMS%20440%200031%20SL.JPG,H143-ND,PMS 440 0031 SL,B&F Fastener Supply,MACH SCREW PAN HEAD SLOTTED 4-40,3000,0,"0.10910","0","100","-","Active","Machine Screw","Pan Head","Slotted","-","#4-40","-","0.063"" (1.60mm) 1/16""","0.313"" (7.95mm) 5/16""","0.376"" (9.55mm)","Steel","Zinc"
http://www.keyelco.com/product-pdf.cfm?p=1753,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_93xy.jpg,36-9311-ND,9311,Keystone Electronics,MACH SCREW PAN HEAD SLOTTED 6-32,6973,11100,"0.11000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","#6-32","-","-","0.750"" (19.05mm) 3/4""","-","Steel","Zinc"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/6X3%208%20PHSMSPH.JPG,H803-ND,PSMS 006 0038 PH,B&F Fastener Supply,SHT METAL SCREW PAN PHILLIPS #6,9497,0,"0.11240","0","100","-","Active","Sheet Metal Screw","Pan Head","Phillips","Self Tapping","#6","-","-","0.375"" (9.53mm) 3/8""","-","Steel","Zinc"
http://www.fasnetdirect.com/refguide/Nylpanms.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/ny%20pms%20256%200025%20ph.JPG,H530-ND,NY PMS 256 0025 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 2-56,3000,0,"0.11690","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#2-56","-","0.057"" (1.45mm)","0.250"" (6.35mm) 1/4""","0.307"" (7.80mm)","Nylon","-"
http://www.keyelco.com/product-pdf.cfm?p=1753,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_93xy.jpg,36-9312-ND,9312,Keystone Electronics,MACH SCREW PAN HEAD SLOTTED 6-32,8496,11200,"0.12000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","#6-32","-","-","1.000"" (25.40mm) 1""","-","Steel","Zinc"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMS%20256%200025%20PH.jpg,H330-ND,PMS 256 0025 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 2-56,3177,0,"0.12120","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#2-56","-","0.057"" (1.45mm)","0.250"" (6.35mm) 1/4""","0.307"" (7.80mm)","Steel","Zinc"
http://www.fasnetdirect.com/refguide/MetD7985a.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/MPMS%20003%200025%20PH.JPG,H746-ND,MPMS 003 0025 PH,B&F Fastener Supply,MACH SCREW PAN HEAD PHILLIPS M3,2555,0,"0.12610","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","M3","0.230"" (5.84mm)","0.090"" (2.29mm)","0.984"" (25.00mm)","1.074"" (27.28mm)","-","Zinc"
http://www.fasnetdirect.com/refguide/MetD7985a.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/MPMS%20004%200020%20PH.JPG,H750-ND,MPMS 004 0020 PH,B&F Fastener Supply,MACH SCREW PAN HEAD PHILLIPS M4,4846,0,"0.12710","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","M4","0.308"" (7.82mm)","0.120"" (3.05mm)","0.787"" (20.00mm)","0.907"" (23.05mm)","-","Zinc"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMS%20440%200050%20SL.JPG,H146-ND,PMS 440 0050 SL,B&F Fastener Supply,MACH SCREW PAN HEAD SLOTTED 4-40,2163,0,"0.12860","0","100","-","Active","Machine Screw","Pan Head","Slotted","-","#4-40","-","0.063"" (1.60mm) 1/16""","0.500"" (12.70mm) 1/2""","0.563"" (14.30mm) 9/16""","Steel","Zinc"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMSSS%20832%200038%20PH.JPG,H715-ND,PMSSS 832 0038 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 8-32,2600,0,"0.12870","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#8-32","-","0.110"" (2.79mm)","0.375"" (9.53mm) 3/8""","0.490"" (12.45mm)","Stainless Steel","-"
http://www.fasnetdirect.com/refguide/MetD7985a.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/MPMS%20004%200005%20PH.JPG,H747-ND,MPMS 004 0005 PH,B&F Fastener Supply,MACH SCREW PAN HEAD PHILLIPS M4,7425,0,"0.13600","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","M4","0.308"" (7.82mm)","0.120"" (3.05mm)","0.197"" (5.00mm)","0.317"" (8.05mm)","-","Zinc"
http://www.fasnetdirect.com/refguide/MetD7985a.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/MPMS%20004%200025%20PH.JPG,H751-ND,MPMS 004 0025 PH,B&F Fastener Supply,MACH SCREW PAN HEAD PHILLIPS M4,2500,0,"0.13860","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","M4","0.308"" (7.82mm)","0.120"" (3.05mm)","0.984"" (25.00mm)","1.109"" (28.17mm)","-","Zinc"
http://www.fasnetdirect.com/refguide/MetD7985a.pdf,//media.digikey.com/Photos/B%20&%20F%20Fastener%20Supply/MPMS%20005%200012%20PH.JPG,H754-ND,MPMS 005 0012 PH,B&F Fastener Supply,MACH SCREW PAN HEAD PHILLIPS M5,1800,0,"0.13860","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","M5","0.387"" (9.82mm)","0.140"" (3.56mm)","0.472"" (11.99mm)","0.613"" (15.57mm)","-","Zinc"
http://www.fasnetdirect.com/refguide/Machinepancombo.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/PMSSS%20832%200050%20PH.JPG,H716-ND,PMSSS 832 0050 PH,B&F Fastener Supply,MACHINE SCREW PAN PHILLIPS 8-32,3800,0,"0.14920","0","100","-","Active","Machine Screw","Pan Head","Phillips","-","#8-32","-","0.110"" (2.79mm)","0.500"" (12.70mm) 1/2""","0.610"" (15.50mm)","Stainless Steel","-"
http://www.keyelco.com/product-pdf.cfm?p=1828,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_94xx.jpg,36-9430-ND,9430,Keystone Electronics,MACH SCREW BINDING SLOTTED #4-40,13075,13400,"0.15000","0","1","-","Active","Machine Screw","Binding Head","Slotted","-","#4-40","-","-","0.625"" (15.88mm) 5/8""","-","Nylon","-"
http://www.keyelco.com/product-pdf.cfm?p=1773,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_93xx.jpg,36-9330-ND,9330,Keystone Electronics,MACH SCREW PAN HEAD SLOTTED 4-40,5100,6900,"0.15000","0","1","-","Active","Machine Screw","Pan Head","Slotted","-","#4-40","-","-","0.625"" (15.88mm) 5/8""","-","Nylon","-"
http://www.keyelco.com/product-pdf.cfm?p=1828,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_94xx.jpg,36-9431-ND,9431,Keystone Electronics,MACH SCREW BINDING SLOTTED #4-40,3362,9400,"0.15000","0","1","-","Active","Machine Screw","Binding Head","Slotted","-","#4-40","-","-","0.750"" (19.05mm) 3/4""","-","Nylon","-"
