Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products"
https://schroff.pentair.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/SchroffAttachments/Documents/6_4_inpac_e_.pdf,//media.digikey.com/Photos/Schroff/60817096.JPG,1439-1345-ND,60817096,Schroff,PCB HANDLE A,4031,0,"1.09000","0","1","inpac","Active","Handle, Extraction","Circuit Board"
-,//media.digikey.com/Photos/Schroff/20809295.JPG,1439-1043-ND,20809295,Schroff,HANDLE 4HP VME PLASTIC GRAY,3624,0,"1.45000","0","1","-","Active","Handle","Plug-in Units"
-,//media.digikey.com/Photos/Schroff/20817329.JPG,1439-1048-ND,20817329,Schroff,HANDLE VME CANTILEVER BOTTM BLK,701,0,"3.93000","0","1","-","Active","Handle, Extraction","Circuit Board"
-,//media.digikey.com/Photos/Schroff/20817330.JPG,1439-1049-ND,20817330,Schroff,HANDLE VME CANTILEVER TOP BLACK,2381,0,"3.93000","0","1","-","Active","Handle, Extraction","Circuit Board"
-,//media.digikey.com/Photos/Schroff/MFG_20817327.jpg,1439-1046-ND,20817327,Schroff,HANDLE VME CANTILEVER BOTTM GRAY,1232,0,"3.93000","0","1","-","Active","Handle, Extraction","Circuit Board"
http://web.schroff.de/webcat/subgroup/pdf/schroff_cat_39601641_main_catalog_2012_en.pdf#page=1126,//media.digikey.com/Photos/Schroff/69004122.JPG,1439-1372-ND,69004122,Schroff,LED 3.2 GREEN,1580,0,"4.78000","0","1","-","Active","LED","FPCS Front Element Systems"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Components/Front%20Panels/injector%20extractor%20handle%20type%20IVs.pdf,//media.digikey.com/Renders/Wakefield%20Renders/MFG_3688771.jpg,345-1381-ND,3688771,Wakefield-Vette,HANDLE IV BOTTOM W/OUT OFF 1/2HP,2515,0,"9.45000","0","1","-","Active","Handle, Extraction","Panel, Front"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Components/Front%20Panels/extractor%20handle%20type%20I%20and%20II.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3686902.JPG,345-1355-ND,3686902,Wakefield-Vette,HANDLETYP IV BLACK BOTTOM W/O SW,272,0,"9.59000","0","1","-","Active","Handle, Extraction","Panel, Front"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Components/Front%20Panels/injector%20extractor%20handle%20type%20IVs.pdf,//media.digikey.com/Renders/Wakefield%20Renders/MFG_3688770.jpg,345-1380-ND,3688770,Wakefield-Vette,HANDLE IV TOP WITHOUT OFF 1/2HP,2621,0,"9.66000","0","1","-","Active","Handle, Extraction","Panel, Front"
http://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/CalmarkBirtcherProductAttachments/Documents/225_DataSheet.pdf,"//media.digikey.com/Photos/Calmark%20-%20Birtcher/MFG_Calmark%20Card%20Lok,%20225.jpg",1440-1003-ND,225-2.80T2,Calmark/Birtcher,"PCB RETAINER, TAPPED, 2.8""",1360,0,"12.26000","0","1","225","Active","Wedgelock","Circuit Board"
