Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Configuration","Number of Ports","Copper Ports","Copper Type","Fiber Ports","Fiber Type","SFP/XFP Ports","SFP/XFP Type","PoE Ports","Connector Type","Voltage - Input","Ingress Protection","Mounting Type","Operating Temperature"
//media.digikey.com/PDF/Data%20Sheets/Assmann%20PDFs/DA-70216.pdf,//media.digikey.com/Photos/Assmann%20Photos/MFG_DA-70216.jpg,AE10699-ND,DA-70216,Assmann WSW Components,USB HUB 2.0 4-PORT MINI-HUB,507,0,"10.70000","0","1","Digitus®","Active","Hub, USB","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u360004slim.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U360-004-SLIM.JPG,TL1393-ND,U360-004-SLIM,Tripp Lite,4-PORT ULTRA-SLIM PORTABLE USB 3,400,0,"21.33000","0","1","-","Active","Hub, USB","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u223007.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U223-007.jpg,TL1237-ND,U223-007,Tripp Lite,7-PORT IND USB 2.0 HUB,277,0,"29.90000","0","1","-","Active","Hub, USB","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u223010.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U223-010.jpg,TL1228-ND,U223-010,Tripp Lite,10-PORT USB 2.0 HI-SPEED HUB,168,0,"40.36000","0","1","-","Active","Hub, USB","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u222007r.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U222-007-R.jpg,TL431-ND,U222-007-R,Tripp Lite,HUB USB 7-PORT 2.0 & 1.1,128,0,"40.88000","0","1","-","Active","Hub, USB","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/ng8p.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_NG8P.jpg,TL1549-ND,NG8P,Tripp Lite,NETWORK SWITCH-UNMANAGED 8 PORT,151,0,"43.97000","0","1","-","Active","Switch - Unmanaged","Fixed","8","8","10/100/1000","-","-","-","-","-","RJ45","5VDC","-","Chassis Mount","0°C ~ 40°C"
https://assets.tripplite.com/product-pdfs/en/u360007.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U360-007.jpg,TL826-ND,U360-007,Tripp Lite,USB 3 CHARGING HUB 7-PORT X USB,155,0,"65.38000","0","1","-","Active","Hub, USB","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u223004ind.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U223-004-IND.jpg,TL822-ND,U223-004-IND,Tripp Lite,4-PORT IND USB 2.0 HUB,109,0,"76.06000","0","1","-","Active","Hub, USB","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://select.phoenixcontact.com/phoenix/dwld/2642_en_H.pdf?cp=y&asid2=910529583923132,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2891001.jpg,277-2437-ND,2891001,Phoenix Contact,NETWORK SWITCH-UNMANAGED 5 PORT,201,1484,"94.16000","0","1","-","Active","Switch - Unmanaged","Fixed","5","5","10/100","-","-","-","-","-","RJ45","12 ~ 48VDC","IP20","DIN Rail","-10°C ~ 60°C"
http://advdownload.advantech.com/productfile/PIS/BB-ESW105/Product%20-%20Datasheet/ESW10x-Series_4814ds20171129111002.pdf,//media.digikey.com/Photos/B&B%20Electronics/ESW105.JPG,1165-1042-ND,BB-ESW105,"B&B SmartWorx, Inc.",NETWORK SWITCH-UNMANAGED 5 PORT,97,268,"99.00000","0","1","ESW","Active","Switch - Unmanaged","Fixed","5","5","10/100","-","-","-","-","-","RJ45","12 ~ 36VDC, 10 ~ 24VAC","IP30","DIN Rail","-10°C ~ 60°C"
http://select.phoenixcontact.com/phoenix/dwld/2732_en_D.pdf?cp=y&asid2=217789019353132,//media.digikey.com/photos/Phoenix%20Photos/2891152.JPG,277-2014-ND,2891152,Phoenix Contact,NETWORK SWITCH-UNMANAGED 5 PORT,68,3085,"99.00000","0","1","-","Active","Switch - Unmanaged","Fixed","5","5","10/100","-","-","-","-","-","RJ45","18.5 ~ 30.2VDC","IP20","DIN Rail","0°C ~ 60°C"
https://assets.tripplite.com/product-pdfs/en/u223007ind.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U223-007-IND.jpg,TL2273-ND,U223-007-IND,Tripp Lite,7-PORT IND USB 2.0 HUB,68,0,"105.77000","0","1","-","Active","Hub, USB","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://advdownload.advantech.com/productfile/Downloadfile/1-1VZ959/ADAM-6520I_DS.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/ADAM-6520I-AE.jpg,ADAM-6520I-AE-ND,ADAM-6520I-AE,"B&B SmartWorx, Inc.",NETWORK SWITCH-UNMANAGED 5 PORT,26,0,"129.00000","0","1","-","Active","Switch - Unmanaged","Fixed","5","5","10/100","-","-","-","-","-","RJ45","10 ~ 30VDC","IP30","DIN Rail","-40°C ~ 85°C"
http://select.phoenixcontact.com/phoenix/dwld/2642_en_H.pdf?cp=y&asid2=910529583923132,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2891002.jpg,277-2439-ND,2891002,Phoenix Contact,NETWORK SWITCH-UNMANAGED 8 PORT,56,4678,"145.00000","0","1","-","Active","Switch - Unmanaged","Fixed","8","8","10/100","-","-","-","-","-","RJ45","9 ~ 32VDC","IP20","DIN Rail","-10°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/B&B%20Smartworx%20PDFs/USH204_USH207_10-2-17.pdf,"//media.digikey.com/Photos/B&B%20SmartWorx,%20Inc/MFG_BB-USH207.jpg",1165-1396-ND,BB-USH207,"B&B SmartWorx, Inc.",7 PORT SUPER SPEED 3.0 USB HUB,44,425,"158.62000","0","1","-","Active","Hub, USB","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://select.phoenixcontact.com/phoenix/dwld/2732_en_D.pdf?cp=y&asid2=217789019353132,//media.digikey.com/photos/Phoenix%20Photos/2891929.JPG,277-2015-ND,2891929,Phoenix Contact,NETWORK SWITCH-UNMANAGED 8 PORT,112,1347,"164.00000","0","1","-","Active","Switch - Unmanaged","Fixed","8","8","10/100","-","-","-","-","-","RJ45","18.5 ~ 30.2VDC","IP20","DIN Rail","0°C ~ 60°C"
https://assets.tripplite.com/product-pdfs/en/u360007ind.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U360-007-IND.jpg,TL1231-ND,U360-007-IND,Tripp Lite,USB 3 CHARGING HUB 7-PORT X USB,99,0,"164.83000","0","1","-","Active","Hub, USB","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.redlion.net/files/209/422,//media.digikey.com/Photos/Red%20Lion%20Photos/108TX.jpg,RLC203-ND,108TX,Red Lion Controls,NETWORK SWITCH-UNMANAGED 8 PORT,51,0,"165.19000","0","1","-","Active","Switch - Unmanaged","Fixed","8","8","10/100","-","-","-","-","-","RJ45","10 ~ 30VDC","-","DIN Rail","-40°C ~ 70°C"
http://advdownload.advantech.com/productfile/PIS/EKI-2725I/Product%20-%20Datasheet/EKI-2725_I_DS(08.09.17)20170810092529.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/EKI-2725I-CE.JPG,EKI-2725I-CE-ND,EKI-2725I-CE,"B&B SmartWorx, Inc.",NETWORK SWITCH-UNMANAGED 5 PORT,56,24,"174.90000","0","1","-","Active","Switch - Unmanaged","Fixed","5","5","10/100/1000","-","-","-","-","-","RJ45","12 ~ 48VDC","IP30","DIN Rail","-10°C ~ 60°C"
http://select.phoenixcontact.com/phoenix/dwld/2665_en_I.pdf;jsessionid=A4C1532E7371959AC689E8567B7B0B43.select-lin-dmz-app02-download?cp=y&asid2=594956373993635,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2891003.jpg,277-2440-ND,2891003,Phoenix Contact,NETWORK SWITCH-UNMANAGED 5 PORT,62,0,"175.00000","0","1","-","Active","Switch - Unmanaged","Fixed","5","5","10/100","-","-","-","-","-","RJ45","9 ~ 32VDC","IP20","DIN Rail","-40°C ~ 75°C"
https://www.e-catalog.beldensolutions.com/pdfreport_pimobject.xhtml?ip=false&path=57078-24455-49855-50103-40580&locale=en&ip=false,//media.digikey.com/Photos/Hirschmann/MFG_SPIDER-II-8TX.jpg,1797-1005-ND,SPIDER II 8TX,Hirschmann,NETWORK SWITCH-UNMANAGED 8 PORT,26,0,"207.05000","0","1","-","Active","Switch - Unmanaged","Fixed","8","8","10/100","-","-","-","-","-","RJ45","18 ~ 32VDC","IP30","DIN Rail","0°C ~ 60°C"
http://downloadt.advantech.com/ProductFile/PIS/EKI-5725/Product%20-%20Datasheet/EKI-572520150714145227.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/MFG_EKI-5725-AE.jpg,EKI-5725I-AE-ND,EKI-5725I-AE,"B&B SmartWorx, Inc.",NETWORK SWITCH-ADVANCED 5 PORT,37,0,"207.90000","0","1","EKI","Active","Switch - Advanced","Fixed","5","5","10/100/1000","-","-","-","-","-","RJ45","12 ~ 48VDC","IP30","DIN Rail","-40°C ~ 75°C"
http://www.redlion.net/files/138/4230,//media.digikey.com/Photos/Red%20Lion%20Photos/SLX-5ES-1.jpg,RLC409-ND,SLX-5ES-1,Red Lion Controls,NETWORK SWITCH-UNMANAGED 5 PORT,69,0,"220.34000","0","1","Sixnet® Networking","Active","Switch - Unmanaged","Fixed","5","5","10/100","-","-","-","-","-","RJ45","10 ~ 30VDC","IP40","DIN Rail","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2891444.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2891444.jpg,277-10378-ND,2891444,Phoenix Contact,NETWORK SWITCH-UNMANAGED 5 PORT,264,809,"230.00000","0","1","-","Active","Switch - Unmanaged","Fixed","5","5","10/100/1000","-","-","-","-","-","RJ45","10 ~ 60VDC","IP20","DIN Rail","-10°C ~ 60°C"
http://select.phoenixcontact.com/phoenix/dwld/2732_en_D.pdf?cp=y&asid2=217789019353132,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2891453.jpg,277-2443-ND,2891453,Phoenix Contact,NETWORK SWITCH-UNMANAGED 5 PORT,28,117,"255.00000","0","1","-","Active","Switch - Unmanaged","Fixed","5","4","10/100","1","100BASE-FX (Multimode)","-","-","-","RJ45, ST","12 ~ 24VDC","IP20","DIN Rail","-25°C ~ 75°C"
http://select.phoenixcontact.com/phoenix/dwld/2732_en_D.pdf?cp=y&asid2=217789019353132,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2891673.jpg,277-2447-ND,2891673,Phoenix Contact,NETWORK SWITCH-UNMANAGED 8 PORT,243,151,"479.00000","0","1","-","Active","Switch - Unmanaged","Fixed","8","8","10/100/1000","-","-","-","-","-","RJ45","12 ~ 24VDC","IP20","DIN Rail","-25°C ~ 75°C"
https://cdn-shop.adafruit.com/product-files/2991/FE1.1s+Data+Sheet+(Rev.+1.0).pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2998.jpg,1528-1612-ND,2998,Adafruit Industries LLC,USB MINI HUB WITH POWER SWITCH,667,0,"4.95000","0","1","-","Active","Hub, USB","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u360004mini.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U360-004-MINI.jpg,TL1238-ND,U360-004-MINI,Tripp Lite,4-PORT USB SUPERSPEED COMP HUB,109,0,"29.90000","0","1","-","Active","Hub, USB","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2891029,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2891001.jpg,277-14752-ND,2891029,Phoenix Contact,NETWORK SWITCH-UNMANAGED 5 PORT,33,0,"295.00000","0","1","-","Active","Switch - Unmanaged","Fixed","5","4","10/100","1","100BASE-FX (Singlemode)","-","-","-","RJ45, SC","12 ~ 48VDC","IP20","DIN Rail","0°C ~ 60°C"
https://b2b.harting.com/files/download/PRD/PDF_TS/24030160010_100620781DRW002A.pdf,//media.digikey.com/Photos/Harting/24030160010.JPG,1195-5580-ND,24030160010,HARTING,NETWORK SWITCH-UNMANAGED 16 PORT,30,0,"338.87000","0","1","-","Active","Switch - Unmanaged","Fixed","16","16","10/100","-","-","-","-","-","RJ45","24 ~ 48VDC","IP30","DIN Rail","0°C ~ 55°C"
http://advdownload.advantech.com/productfile/Downloadfile/1-1VZ959/ADAM-6520I_DS.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/ADAM-6520L-AE.jpg,ADAM-6520L-AE-ND,ADAM-6520L-AE,"B&B SmartWorx, Inc.",NETWORK SWITCH-UNMANAGED 5 PORT,32,2,"105.00000","0","1","-","Active","Switch - Unmanaged","Fixed","5","5","10/100","-","-","-","-","-","RJ45","10 ~ 30VDC","IP30","DIN Rail","0°C ~ 60°C"
https://b2b.harting.com/files/download/PRD/PDF_TS/24020080010_100547010DRW001A.pdf,//media.digikey.com/Photos/Harting/24020080010.jpg,1195-3626-ND,24020080010,HARTING,NETWORK SWITCH-UNMANAGED 8 PORT,132,0,"154.43000","0","1","eCon 2000","Active","Switch - Unmanaged","Fixed","8","8","10/100","-","-","-","-","-","RJ45","9 ~ 60VDC","IP30","DIN Rail","0°C ~ 55°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HES5B-8B-Datasheet.pdf,//media.digikey.com/Photos/Henrich/MFG_HES5B.jpg,1953-1009-ND,HES5B-VLW,Henrich Electronics Corporation,NETWORK SWITCH-UNMANAGED 5 PORT,35,0,"92.56000","0","1","-","Active","Switch - Unmanaged","Fixed","5","5","10/100","-","-","-","-","-","RJ45","10 ~ 24VAC, 12 ~ 36VDC","IP30","DIN Rail","-40°C ~ 75°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HES5B-8B-Datasheet.pdf,//media.digikey.com/Photos/Henrich/MFG_HES8B.jpg,1953-1012-ND,HES8B-VL,Henrich Electronics Corporation,NETWORK SWITCH-UNMANAGED 8 PORT,39,0,"113.36000","0","1","-","Active","Switch - Unmanaged","Fixed","8","8","10/100","-","-","-","-","-","RJ45","10 ~ 24VAC, 12 ~ 36VDC","IP30","DIN Rail","-10°C ~ 60°C"
http://www.atoponline.com/wp-content/uploads/2018/09/CA_EHG2008-v0.2.pdf,-,EHG2008-ND,EHG2008,ATOP Technologies,8PORT UNMANAGED GIGABIT ETHERNET,40,0,"120.53000","0","1","EH","Active","Switch - Unmanaged","Fixed","8","8","10/100/1000","-","-","-","-","-","RJ45","9V ~ 48V","IP40","DIN Rail, Wall Mount","0°C ~ 60°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HES5A-4E-Datasheet.pdf,//media.digikey.com/Photos/Henrich/MFG_HES5A-4E-Series.jpg,1953-1028-ND,HES5A-4E-VL,Henrich Electronics Corporation,NETWORK SWITCH-UNMANAGED 5 PORT,28,0,"168.71000","0","1","-","Active","Switch - Unmanaged","Fixed","5","1","10/100","1","SFP","1","-","4","RJ45, SFP","24 ~ 52VDC","IP30","DIN Rail","-10°C ~ 60°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HES5A-4E-Datasheet.pdf,//media.digikey.com/Photos/Henrich/MFG_HES5A-4E-Series.jpg,1953-1030-ND,HES5A-4E-SFP-VL,Henrich Electronics Corporation,NETWORK SWITCH-UNMANAGED 5 PORT,30,0,"187.56000","0","1","-","Active","Switch - Unmanaged","Fixed","5","1","10/100","1","SFP","1","-","4","RJ45, SFP","24 ~ 52VDC","IP30","DIN Rail","-10°C ~ 60°C"
https://assets.tripplite.com/product-pdfs/en/u225004r.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U225-004-R.jpg,TL722-ND,U225-004-R,Tripp Lite,HUB USB 4 PORT W/6' CABLE,78,0,"17.02000","0","1","-","Active","Hub, USB","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u222004r.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U222-004-R.jpg,TL430-ND,U222-004-R,Tripp Lite,HUB USB 4-PORT 2.0 & 1.1,83,0,"17.33000","0","1","-","Active","Hub, USB","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u360007al.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U360-007-AL.JPG,TL1394-ND,U360-007-AL,Tripp Lite,7-PORT PORTABLE USB 3.0 SUPERSPE,77,0,"51.71000","0","1","-","Active","Hub, USB","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u360004r.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U360-004-R.jpg,TL1198-ND,U360-004-R,Tripp Lite,4-PORT USB SUPERSPEED COMP HUB,57,0,"64.56000","0","1","-","Active","Hub, USB","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://downloadt.advantech.com/ProductFile/PIS/EKI-2525/Product%20-%20Datasheet/EKI-252520150714145215.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/EKI-2525-BE.jpg,EKI-2525-BE-ND,EKI-2525-BE,"B&B SmartWorx, Inc.",NETWORK SWITCH-UNMANAGED 5 PORT,72,34,"75.90000","0","1","-","Active","Switch - Unmanaged","Fixed","5","5","10/100","-","-","-","-","-","RJ45","12 ~ 48VDC","IP30","DIN Rail","-10°C ~ 60°C"
http://www.atop.com.tw/atop/mw/cufiles/files/download_dm/iapl_dm/CA_EH2308-PR%26EH2304-PR-V3.pdf,//media.digikey.com/Photos/ATOP-Technologies/EH2308.jpg,EH2308-ND,EH2308,ATOP Technologies,NETWORK SWITCH-UNMANAGED 8 PORT,13,0,"98.58000","0","1","EH","Active","Switch - Unmanaged","Fixed","8","8","10/100","-","-","-","-","-","RJ45","-","-","DIN Rail","-10°C ~ 70°C"
https://b2b.harting.com/files/download/PRD/PDF_TS/24020040000_100546314DRW001A.pdf,//media.digikey.com/Photos/Harting/24020040000.jpg,1195-5491-ND,24020040000,HARTING,NETWORK SWITCH-UNMANAGED 4 PORT,14,0,"119.95000","0","1","-","Active","Switch - Unmanaged","Fixed","4","4","10/100","-","-","-","-","-","RJ45","9 ~ 60VDC","IP30","DIN Rail","-40°C ~ 70°C"
https://b2b.harting.com/files/download/PRD/PDF_TS/24020050000_100545999DRW001A.pdf,//media.digikey.com/Photos/Harting/24020050010.jpg,1195-5673-ND,24020050000,HARTING,NETWORK SWITCH-UNMANAGED 5 PORT,43,0,"132.27000","0","1","-","Active","Switch - Unmanaged","Fixed","5","5","10/100","-","-","-","-","-","RJ45","9 ~ 60VDC","IP30","DIN Rail","-40°C ~ 70°C"
http://www.redlion.net/files/138/3419,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_105TX.jpg,RLC265-ND,105TX,Red Lion Controls,NETWORK SWITCH-UNMANAGED 5 PORT,16,0,"133.82000","0","1","-","Active","Switch - Unmanaged","Fixed","5","5","10/100","-","-","-","-","-","RJ45","10 ~ 30VDC","-","DIN Rail","-40°C ~ 80°C"
//media.digikey.com/pdf/Data%20Sheets/B&B%20Smartworx%20PDFs/USH204_USH207_10-2-17.pdf,"//media.digikey.com/Photos/B&B%20SmartWorx,%20Inc/MFG_BB-USH204.jpg",1165-1395-ND,BB-USH204,"B&B SmartWorx, Inc.",4 PORT SUPER SPEED 3.0 USB HUB,5,153,"135.96000","0","1","-","Active","Hub, USB","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/CA_EHG2308_V3.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_EHG2308.jpg,EHG2308-ND,EHG2308,ATOP Technologies,NETWORK SWITCH-UNMANAGED 8 PORT,9,0,"137.53000","0","1","EH","Active","Switch - Unmanaged","Fixed","8","8","10/100/1000","-","-","-","-","-","RJ45","-","IP50","DIN Rail","-10°C ~ 70°C"
http://downloadt.advantech.com/ProductFile/PIS/EKI-2525/Product%20-%20Datasheet/EKI-252520150714145215.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/EKI-2528I-BE.jpg,EKI-2528I-BE-ND,EKI-2528I-BE,"B&B SmartWorx, Inc.",NETWORK SWITCH-UNMANAGED 8 PORT,2,12,"141.90000","0","1","-","Active","Switch - Unmanaged","Fixed","8","8","10/100","-","-","-","-","-","RJ45","12 ~ 48VDC","IP30","DIN Rail","-40°C ~ 75°C"
http://advdownload.advantech.com/productfile/PIS/EKI-2725I/Product%20-%20Datasheet/EKI-2725_I_DS(08.09.17)20170810092529.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/MFG_EKI-2725-CE.jpg,EKI-2725-CE-ND,EKI-2725-CE,"B&B SmartWorx, Inc.",NETWORK SWITCH-UNMANAGED 5 PORT,12,2,"152.90000","0","1","-","Active","Switch - Unmanaged","Fixed","5","5","10/100/1000","-","-","-","-","-","RJ45","12 ~ 48VDC","IP30","DIN Rail","-10°C ~ 60°C"
http://advdownload.advantech.com/productfile/PIS/BB-ESW105/Product%20-%20Datasheet/ESW10x-Series_4814ds20171129111002.pdf,//media.digikey.com/photos/B&B%20Electronics/ESW108.jpg,1165-1045-ND,BB-ESW108,"B&B SmartWorx, Inc.",NETWORK SWITCH-UNMANAGED 8 PORT,20,16,"159.00000","0","1","ESW","Active","Switch - Unmanaged","Fixed","8","8","10/100","-","-","-","-","-","RJ45","12 ~ 36VDC, 10 ~ 24VAC","IP30","DIN Rail","-10°C ~ 60°C"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_EHG7300%20v1_0.pdf,//media.digikey.com/Photos/ATOP-Technologies/EHG7307-2SFP.jpg,EHG7307-2SFP-ND,EHG7307-2SFP,ATOP Technologies,NETWORK SWITCH-UNMANAGED 7 PORT,8,0,"196.24000","0","1","EH","Active","Switch - Unmanaged","Fixed + SFP","7","5","10/100/1000","Up to 2","SFP","2","SFP, Gigabit","-","RJ45, SFP","-","IP30","DIN Rail","-40°C ~ 70°C"
http://advdownload.advantech.com/productfile/PIS/EKI-2728/Product%20-%20Datasheet/EKI-2728_I_DS(02.12.18)20180213095013.pdf,"//media.digikey.com/Photos/B&B%20SmartWorx,%20Inc/MFG_EKI-2728-CE.jpg",1165-1402-ND,EKI-2728-CE,"B&B SmartWorx, Inc.",NETWORK SWITCH-UNMANAGED 8 PORT,8,0,"207.90000","0","1","EKI","Active","Switch - Unmanaged","Fixed","8","8","10/100/1000","-","-","-","-","-","RJ45","12 ~ 48VDC","IP30","DIN Rail","-10°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/Factoryline_Switches-Standard_Functions.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2832771.jpg,277-2918-ND,2832771,Phoenix Contact,NETWORK SWITCH-UNMANAGED 8 PORT,25,740,"224.00000","0","1","-","Active","Switch - Unmanaged","Fixed","8","8","10/100","-","-","-","-","-","RJ45","18.5 ~ 30.2VDC","IP20","DIN Rail","0°C ~ 55°C"
http://advdownload.advantech.com/productfile/PIS/EKI-2728/Product%20-%20Datasheet/EKI-2728_I_DS(02.12.18)20180213095013.pdf,"//media.digikey.com/Photos/B&B%20SmartWorx,%20Inc/MFG_EKI-2728I-CE.jpg",1165-1403-ND,EKI-2728I-CE,"B&B SmartWorx, Inc.",IC ETHERNET SWITCH,10,30,"229.90000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.redlion.net/files/138/3421,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_106FX2-SC.jpg,RLC268-ND,106FX2-SC,Red Lion Controls,NETWORK SWITCH-UNMANAGED 6 PORT,5,0,"320.79000","0","1","-","Active","Switch - Unmanaged","Fixed","6","4","10/100","2","100BASE-FX (Multimode)","-","-","-","RJ45, SC","10 ~ 30VDC","-","DIN Rail","-40°C ~ 70°C"
http://www.redlion.net/files/138/3498,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_1005TX.jpg,RLC264-ND,1005TX,Red Lion Controls,NETWORK SWITCH-UNMANAGED 5 PORT,11,0,"369.82000","0","1","-","Active","Switch - Unmanaged","Fixed","5","5","10/100/1000","-","-","-","-","-","RJ45","10 ~ 30VDC","-","DIN Rail","-40°C ~ 85°C"
https://advdownload.blob.core.windows.net/productfile/PIS/EKI-2525PA/Product%20-%20Datasheet/EKI-2525PA_2528PAI_DS(10.29.18)20181106171816.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/MFG_EKI-2528PAI-AE.jpg,EKI-2528PAI-AE-ND,EKI-2528PAI-AE,"B&B SmartWorx, Inc.",NETWORK SWITCH-UNMANAGED 8 PORT,15,0,"405.90000","0","1","EKI","Active","Switch - Unmanaged","Fixed","8","8","10/100","-","-","-","-","4","RJ45","24 ~ 48VDC","IP30","DIN Rail","-40°C ~ 75°C"
http://www.redlion.net/files/138/3429,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_116TX.jpg,RLC269-ND,116TX,Red Lion Controls,NETWORK SWITCH-UNMANAGED 16 PORT,4,0,"428.65000","0","1","-","Active","Switch - Unmanaged","Fixed","16","16","10/100","-","-","-","-","-","RJ45","10 ~ 49VDC","-","DIN Rail","-40°C ~ 85°C"
http://www.redlion.net/files/138/4225,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_SLX-5MS-1.jpg,RLC558-ND,SLX-5MS-1,Red Lion Controls,NETWORK SWITCH-MANAGED 5 PORT,14,0,"496.71000","0","1","Sixnet® Networking","Active","Switch - Managed","Fixed","5","5","10/100","-","-","-","-","-","RJ45","10 ~ 30VDC","IP40","DIN Rail","-40°C ~ 75°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2891411.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2891411.jpg,277-2931-ND,2891411,Phoenix Contact,NETWORK SWITCH-UNMANAGED 8 PORT,5,2,"499.00000","0","1","-","Active","Switch - Unmanaged","Fixed","8","6","10/100","2","100BASE-FX (Multimode)","-","-","-","RJ45, ST","9 ~ 30.2VDC","IP20","DIN Rail","0°C ~ 60°C"
http://advdownload.advantech.com/productfile/PIS/EKI-7706G-2FI/Product%20-%20Datasheet/EKI-7706G-2F_2FI_DS(07.05.17)20170705203001.pdf,"//media.digikey.com/Photos/B&B%20SmartWorx,%20Inc/EKI-7706G-2FI-AE.jpg",1165-1373-ND,EKI-7706G-2FI-AE,"B&B SmartWorx, Inc.",NETWORK SWITCH-MANAGED 6 PORT,3,4,"548.90000","0","1","SE500","Active","Switch - Managed","Fixed + SFP","6","4","10/100","Up to 2","SFP","2","SFP, Gigabit","-","RJ45, SFP","12 ~ 48VDC","IP30","DIN Rail","-40°C ~ 75°C"
