Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Tape Type","Adhesive","Backing, Carrier","Thickness","Thickness - Adhesive","Thickness - Backing, Carrier","Width","Length","Color","Usage","Temperature Range"
http://multimedia.3m.com/mws/media/85473O/tartantm-utility-filament-tape-8934.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_8934-a.jpg,3M160793-ND,8934-24MMX55M,3M,TAPE FILAMENT CLR 15/16""X 60YDS,144,0,"7.42000","0","1","Roll","Tartan™ 8934","Active","Filament","Pressure Sensitive Adhesive (PSA)","Scotchpro™ Film","0.0040"" (4.0 mils, 0.102mm)","-","-","0.94"" (24.00mm) 15/16""","180' (55.0m) 60 yds","Clear","General Purpose","-"
http://multimedia.3m.com/mws/media/99981O/scotch-general-purpose-masking-tape-234.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_70006323375.jpg,3M158736-ND,234-12MMX55M,3M,TAPE MASKING NATURAL 0.47""X 60YD,136,0,"8.51000","0","1","Roll","Scotch® 234","Active","Masking","Rubber","Crepe Paper","0.0060"" (6.0 mils, 0.152mm)","-","-","0.47"" (12.00mm)","180' (55.0m) 60 yds","Natural","Paint Bake, Medium Temp","250°F (121°C) - 30 minutes"
http://multimedia.3m.com/mws/media/99987O/scotchr-performance-masking-tape-2380.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2380.jpg,3M158754-ND,2380-6MMX55M,3M,TAPE MASKING TAN 0.24""X 60YDS,143,0,"8.81000","0","1","Roll","Scotch® 2380","Active","Masking","Rubber","Crepe Paper","0.0075"" (7.5 mils, 0.191mm)","-","-","0.24"" (6.10mm)","180' (55.0m) 60 yds","Tan","Paint Masking","325°F (163°C) - 30 minutes"
http://multimedia.3m.com/mws/media/37390O/3m-polyester-film-electrical-tape-56.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_56-72YD.jpg,3M159699-ND,56-YELLOW-3/8""X72YD*,3M,TAPE MASKING YELLOW 3/8""X 72YDS,222,0,"9.26000","0","1","Roll","56","Active","Masking","Rubber","Polyester Film","0.0023"" (2.3 mils, 0.058mm)","0.0013"" (1.3 mils, 0.033mm)","0.0010"" (1.0 mils, 0.025mm)","0.38"" (9.65mm) 3/8""","216' (66.0m) 72 yds","Yellow","Insulating","266°F (130°C) Max"
http://multimedia.3m.com/mws/media/66976O/scotch-atg-tapes-924-926-928-969-976-970xl.PDF,//media.digikey.com/Photos/3M%20Photos/MFG_70006060787.jpg,3M160852-ND,924-1/2""X36YD BULK,3M,TAPE ADHSV TRNSFR CLR 1/2""X 36YD,285,0,"9.34000","0","1","Roll","Scotch® 924","Active","Adhesive Transfer","Acrylic, 400","Densified Kraft","0.0020"" (2.0 mils, 0.051mm)","-","-","0.50"" (12.70mm) 1/2""","108' (32.9m) 36 yds","Clear","General Purpose","180°F (82°C)"
http://multimedia.3m.com/mws/media/93501O/scotchr-colored-film-tape-690.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_690-GREEN.jpg,3M157646-ND,690-GREEN-12MMX66M,3M,TAPE FILM GREEN 0.47""X 72YDS,286,0,"9.43000","0","1","Roll","Scotch® 690","Active","Film","Pressure Sensitive Adhesive (PSA)","Paklon™ Film","0.0023"" (2.3 mils, 0.058mm)","0.0008"" (0.8 mils, 0.021mm)","0.0015"" (1.5 mils, 0.038mm)","0.47"" (12.00mm)","216' (66.0m) 72 yds","Green","Color Coding, Protecting, Sealing, Wrapping","-"
http://multimedia.3m.com/mws/media/93501O/scotchr-colored-film-tape-690.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_690-RED.jpg,3M160487-ND,690-RED-12MMX66M,3M,TAPE FILM RED 0.47""X 72YDS,128,0,"9.43000","0","1","Roll","Scotch® 690","Active","Film","Pressure Sensitive Adhesive (PSA)","Paklon™ Film","0.0023"" (2.3 mils, 0.058mm)","0.0008"" (0.8 mils, 0.021mm)","0.0015"" (1.5 mils, 0.038mm)","0.47"" (12.00mm)","216' (66.0m) 72 yds","Red","Color Coding, Protecting, Sealing, Wrapping","-"
http://multimedia.3m.com/mws/media/92314O/3mtm-764-general-purpose-vinyl-tape.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_764-WHITE.jpg,3M160552-ND,764-WHITE-2""X36YD,3M,TAPE MARKING WHITE 2""X 36YDS,120,0,"10.04000","0","1","Roll","764","Active","Marking","Rubber","PVC (Poly Vinyl Chloride)","0.0050"" (5.0 mils, 0.127mm)","-","-","2.00"" (50.80mm)","108' (32.9m) 36 yds","White","Color Coding, Protecting, Sealing, Wrapping","60 ~ 85°F (16 ~ 29°C)"
http://multimedia.3m.com/mws/media/99988O/scotch-high-performance-masking-tape-232.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_232-xxMMX55M.jpg,3M158729-ND,232-12MMX55M,3M,TAPE MASKING TAN 0.47""X 60YDS,215,0,"10.25000","0","1","Roll","Scotch® 232","Active","Masking","Rubber","Crepe Paper, Treated","0.0063"" (6.3 mils, 0.160mm)","-","-","0.47"" (12.00mm)","180' (55.0m) 60 yds","Tan","Paint Bake, Medium Temp","250°F (121°C) - 30 minutes"
http://multimedia.3m.com/mws/media/85598O/scotch-filament-tape-898.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_898-xxMMX55M.jpg,3M160829-ND,898-6MMX55M,3M,TAPE FILAMENT CLEAR 0.24""X 60YDS,141,0,"10.26000","0","1","Roll","Scotch® 898","Active","Filament","Rubber","Scotchpro™ Film","0.0066"" (6.6 mils, 0.168mm)","-","-","0.24"" (6.10mm)","180' (55.0m) 60 yds","Clear","Packaging","-"
http://multimedia.3m.com/mws/media/99979O/scotch-paint-masking-tape-231-231a.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_231-xxMMX55M.jpg,3M158726-ND,231-2MX55M,3M,TAPE MASKING TAN 0.47""X 60YDS,133,0,"10.98000","0","1","Roll","Scotch® 231","Active","Masking","Rubber","Crepe Paper, Treated","0.0076"" (7.6 mils, 0.193mm)","-","-","0.47"" (12.00mm)","180' (55.0m) 60 yds","Tan","Paint Masking","300°F (149°C) - 30 minutes"
http://multimedia.3m.com/mws/media/41167O/3m-glass-cloth-electrical-tape-69.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_27-60YD.jpg,3M160494-ND,69 TAPE (1/4),3M,TAPE ELECTRICAL WHT 1/4""X 22YDS,255,0,"11.10000","0","1","Roll","Scotch® 69","Active","Electrical","Silicone Thermosetting","Glass Cloth","0.0070"" (7.0 mils, 0.178mm)","-","-","0.25"" (6.35mm) 1/4""","66' (20.1m) 22 yds","White","Splicing","-"
http://multimedia.3m.com/mws/media/22851O/3m-glass-cloth-electrical-tape-27.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_Scotch27.jpg,3M158793-ND,27-1/4""X60YD,3M,TAPE GLASS CLOTH WHT 1/4""X 60YD,133,0,"11.15000","0","1","Roll","Scotch® 27","Active","Electrical, Glass Cloth","Rubber","Glass Cloth","0.0070"" (7.0 mils, 0.178mm)","0.0020"" (2.0 mils, 0.051mm)","0.0050"" (5.0 mils, 0.127mm)","0.25"" (6.35mm) 1/4""","180' (55.0m) 60 yds","White","Insulating","266°F (130°C) Max"
http://multimedia.3m.com/mws/media/66255O/adhesive-transfer-tape-with-400-adhesive-463-465-9457-9665.PDF,//media.digikey.com/Photos/3M%20Photos/MFG_465-xX60YD.jpg,3M159352-ND,465-1/4""X60YD,3M,DRF 1/4""X60YD BULK,138,0,"11.26000","0","1","-","465","Active","Adhesive Transfer","Acrylic, 400","Polycoated Kraft Liner","0.0055"" (5.5 mils, 0.140mm)","0.0020"" (2.0 mils, 0.050mm)","-","-","-","-","Bonding","70°F ~ 100°F (21°C ~ 38°C)"
https://multimedia.3m.com/mws/media/37469O/acetate-cloth-tape-11.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_11-1%5E4%5EX72YDS.jpg,3M158286-ND,11-1/4""X72YDS,3M,11 TAPE 1/4""X72YD BULK 3"" PAPER,142,0,"11.49000","0","1","-","11","Active","-","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/37390O/3m-polyester-film-electrical-tape-56.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_56-72YD.jpg,3M159697-ND,56-YELLOW-1/2""X72YD,3M,TAPE MASKING YELLOW 1/2""X 72YDS,254,0,"11.81000","0","1","Roll","56","Active","Masking","Rubber","Polyester Film","0.0023"" (2.3 mils, 0.058mm)","0.0013"" (1.3 mils, 0.033mm)","0.0010"" (1.0 mils, 0.025mm)","0.50"" (12.70mm) 1/2""","216' (66.0m) 72 yds","Yellow","Insulating","266°F (130°C) Max"
http://multimedia.3m.com/mws/media/99988O/scotch-high-performance-masking-tape-232.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_232%20Series.jpg,3M158730-ND,232-18MMX55M,3M,TAPE MASKING TAN 0.71""X 60YDS,140,0,"13.06000","0","1","Roll","Scotch® 232","Active","Masking","Rubber","Crepe Paper, Treated","0.0063"" (6.3 mils, 0.160mm)","-","-","0.71"" (18.00mm)","180' (55.0m) 60 yds","Tan","Paint Bake, Medium Temp","250°F (121°C) - 30 minutes"
http://multimedia.3m.com/mws/media/22859O/3m-electrical-tape-44.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_44-90YD.jpg,3M159255-ND,44-TAN-1/2""X90YD,3M,TAPE ELECTRICAL TAN 1/2""X 90YDS,111,0,"13.13000","0","1","Roll","44","Active","Electrical","Rubber","Polyester Film / Polyester Web","0.0055"" (5.5 mils, 0.140mm)","-","-","0.50"" (12.70mm) 1/2""","270' (82m) 90 yds","Tan","Electrically Insulating","266°F (130°C) Max"
http://multimedia.3m.com/mws/media/85974O/scotch-transparent-film-tape-600.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_600-72YD.jpg,3M159723-ND,600-1""X72YD,3M,TAPE FILM CLEAR 1""X 72YDS,104,0,"13.22000","0","1","Roll","Scotch® 600","Active","Film","Pressure Sensitive Adhesive (PSA)","Paklon™ Film","0.0023"" (2.3 mils, 0.058mm)","0.0008"" (0.8 mils, 0.021mm)","0.0015"" (1.5 mils, 0.038mm)","1.00"" (25.40mm)","216' (66.0m) 72 yds","Clear","General Purpose","-"
http://multimedia.3m.com/mws/media/78866O/scotchr-box-sealing-tape-373.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_373-Clear.jpg,3M159047-ND,373-CLEAR-48MMX50M,3M,TAPE BOX SEALING 1.89""X 54.7YD,142,0,"13.47000","0","1","Roll","Scotch® 373","Active","Box Sealing","Rubber","Polypropylene Film","0.0025"" (2.5 mils, 0.064mm)","0.0009"" (0.9 mils, 0.023mm)","0.0016"" (1.6 mils, 0.041mm)","1.89"" (48.00mm)","164' (50.0m) 54.7 yds","Clear","Packaging, Sealing, Shipping, Splicing","-"
http://multimedia.3m.com/mws/media/99981O/scotch-general-purpose-masking-tape-234.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_70006323375.jpg,3M158739-ND,234-24MMX55M,3M,TAPE MASKING NAT 15/16""X 60YDS,136,0,"13.55000","0","1","Roll","Scotch® 234","Active","Masking","Rubber","Crepe Paper","0.0060"" (6.0 mils, 0.152mm)","-","-","0.94"" (24.00mm) 15/16""","180' (55.0m) 60 yds","Natural","Paint Bake, Medium Temp","250°F (121°C) - 30 minutes"
http://multimedia.3m.com/mws/media/41152O/scotch-heavy-duty-vinyl-electrical-tape-22.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_22.jpg,3M156836-ND,22-1/2X36YD,3M,TAPE ELECTRICAL BLK 1/2""X 36YDS,253,0,"14.47000","0","1","Roll","Scotch® 22","Active","Electrical","Rubber","PVC (Poly Vinyl Chloride)","0.0100"" (10.0 mils, 0.254mm)","-","-","0.50"" (12.70mm) 1/2""","108' (32.9m) 36 yds","Black","Electrically Insulating","176°F (80°C)"
http://multimedia.3m.com/mws/media/92307O/vinyl-tape-471-and-4712-linered.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_471-BLUE-1%5E2X36YD-BULK.jpg,3M159398-ND,471-BLUE-1/4""X36YD-BULK,3M,TAPE CONFORM VINYL 1/4""X 36YD,388,0,"15.25000","0","1","Roll","471","Active","Conformable Vinyl","Rubber","Vinyl","0.0052"" (5.2 mils, 0.132mm)","0.0011"" (1.1 mils, 0.028mm)","0.0041"" (4.1 mils, 0.104mm)","0.25"" (6.35mm) 1/4""","108' (32.9m) 36 yds","Blue","Coding, General Purpose, Marking, Sealing","40 ~ 170°F (4 ~ 77°C)"
http://multimedia.3m.com/mws/media/92307O/vinyl-tape-471-and-4712-linered.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_471-RED.jpg,3M159425-ND,471-RED-1/4""X36YD-BULK,3M,TAPE CONFORM VINYL 1/4""X 36YD,135,0,"15.25000","0","1","Roll","471","Active","Conformable Vinyl","Rubber","Vinyl","0.0052"" (5.2 mils, 0.132mm)","0.0011"" (1.1 mils, 0.028mm)","0.0041"" (4.1 mils, 0.104mm)","0.25"" (6.35mm) 1/4""","108' (32.9m) 36 yds","Red","Coding, General Purpose, Marking, Sealing","40 ~ 170°F (4 ~ 77°C)"
http://multimedia.3m.com/mws/media/92307O/vinyl-tape-471-and-4712-linered.pdf,//media.digikey.com/Photos/3M%20Photos/471-YELLOW-34X36YD-BOX.jpg,3M159447-ND,471-YELLOW-1/4""X36YD-BULK,3M,TAPE CONFORM VINYL 1/4""X 36YD,129,0,"15.25000","0","1","Roll","471","Active","Conformable Vinyl","Rubber","Vinyl","0.0052"" (5.2 mils, 0.132mm)","0.0011"" (1.1 mils, 0.028mm)","0.0041"" (4.1 mils, 0.104mm)","0.25"" (6.35mm) 1/4""","108' (32.9m) 36 yds","Yellow","Coding, General Purpose, Marking, Sealing","40 ~ 170°F (4 ~ 77°C)"
http://multimedia.3m.com/mws/media/99972O/scotch-fine-line-tape-218.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_218-1%5E4%5EX60YD.jpg,3M158675-ND,218-1/4""X60YD,3M,TAPE FINE LINE GREEN 1/4""X 60YDS,128,0,"15.54000","0","1","Roll","Scotch® 218","Active","Fine Line","Rubber","Polypropylene Film","0.0050"" (5.0 mils, 0.127mm)","-","-","0.25"" (6.35mm) 1/4""","180' (55.0m) 60 yds","Green","Paint Masking","250°F (121°C) - 30 minutes"
http://multimedia.3m.com/mws/media/66976O/scotch-atg-tapes-924-926-928-969-976-970xl.PDF,//media.digikey.com/Photos/3M%20Photos/MFG_969-1%5E4%5EX36YD.jpg,3M160981-ND,969-1/4""X36YD,3M,TAPE ADHSV TRNSFR CLR 1/4""X 36YD,139,0,"15.61000","0","1","Roll","969","Active","Adhesive Transfer","Acrylic, 300","Densified Kraft","0.0050"" (5.0 mils, 0.127mm)","-","-","0.25"" (6.35mm) 1/4""","108' (32.9m) 36 yds","Clear","Adhesion, General Purpose, Splicing","180°F (82°C)"
http://multimedia.3m.com/mws/media/369407O/scotchr-premium-box-sealing-tapes-and-dispensers-flyer.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_375-CLEAR.jpg,3M159063-ND,375-CLEAR-48MMX50M,3M,TAPE BOX SEALING 1.89""X 54.7YD,178,0,"15.62000","0","1","Roll","Scotch® 375","Active","Box Sealing","Rubber","Polypropylene Film","0.0031"" (3.1 mils, 0.079mm)","0.0011"" (1.1 mils, 0.028mm)","0.0020"" (2.0 mils, 0.051mm)","1.89"" (48.00mm)","164' (50.0m) 54.7 yds","Clear","Packaging, Sealing, Shipping, Splicing","-"
http://multimedia.3m.com/mws/media/22851O/3m-glass-cloth-electrical-tape-27.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_Scotch27.jpg,3M158795-ND,27-3/8""X60YD,3M,TAPE GLASS CLOTH WHT 3/8""X 60YD,287,0,"15.98000","0","1","Roll","Scotch® 27","Active","Electrical, Glass Cloth","Rubber","Glass Cloth","0.0070"" (7.0 mils, 0.178mm)","0.0020"" (2.0 mils, 0.051mm)","0.0050"" (5.0 mils, 0.127mm)","0.38"" (9.65mm) 3/8""","180' (55.0m) 60 yds","White","Insulating","266°F (130°C) Max"
http://multimedia.3m.com/mws/media/92307O/vinyl-tape-471-and-4712-linered.pdf,//media.digikey.com/photos/3M%20Photos/471-WHITE-2%20SERIES.jpg,3M159437-ND,471-WHITE-1/4""X36YD-BULK,3M,TAPE CONFORM VINYL 1/4""X 36YD,134,0,"16.07000","0","1","Roll","471","Active","Conformable Vinyl","Rubber","Vinyl","0.0052"" (5.2 mils, 0.132mm)","0.0011"" (1.1 mils, 0.028mm)","0.0041"" (4.1 mils, 0.104mm)","0.25"" (6.35mm) 1/4""","108' (32.9m) 36 yds","White","Coding, General Purpose, Marking, Sealing","40 ~ 170°F (4 ~ 77°C)"
http://multimedia.3m.com/mws/media/37390O/3m-polyester-film-electrical-tape-56.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_56-72YD.jpg,3M157373-ND,56-YELLOW-5/8""X72YD*,3M,TAPE MASKING YELLOW 5/8""X 72YDS,124,0,"16.21000","0","1","Roll","56","Active","Masking","Rubber","Polyester Film","0.0023"" (2.3 mils, 0.058mm)","0.0013"" (1.3 mils, 0.033mm)","0.0010"" (1.0 mils, 0.025mm)","0.63"" (16.00mm) 5/8""","216' (66.0m) 72 yds","Yellow","Insulating","266°F (130°C) Max"
http://multimedia.3m.com/mws/media/99988O/scotch-high-performance-masking-tape-232.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_232%20Series.jpg,3M158731-ND,232-24MM-55M,3M,TAPE MASKING TAN 15/16""X 60YDS,144,0,"16.33000","0","1","Roll","Scotch® 232","Active","Masking","Rubber","Crepe Paper, Treated","0.0063"" (6.3 mils, 0.160mm)","-","-","0.94"" (24.00mm) 15/16""","180' (55.0m) 60 yds","Tan","Paint Bake, Medium Temp","250°F (121°C) - 30 minutes"
https://multimedia.3m.com/mws/media/855973O/3m-super-bond-film-tape-396-data-page.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_396.jpg,3M157326-ND,396-3/4""X36YD,3M,TAPE CLEAR 3/4""X 36YDS,126,0,"17.27000","0","1","Roll","Super Bond™ 396","Active","-","Rubber","Polyester Film","0.0041"" (4.1 mils, 0.104mm)","0.0024"" (2.4 mils, 0.061mm)","0.0017"" (1.7 mils, 0.043mm)","0.75"" (19.05mm) 3/4""","108' (32.9m) 36 yds","Clear","Packaging, Sealing, Shipping, Splicing","-"
https://multimedia.3m.com/mws/media/109847O/electrical-tape-1339.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_1339-1%5E2%5EX60YD.jpg,3M158471-ND,1339-1/2""X60YD,3M,1339 TAPE 1/2""X60YD,216,0,"17.62000","0","1","-","1339","Active","-","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/85972O/scotch-cellophane-film-tape-610.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_610.jpg,3M159747-ND,610-3/4""X72YD,3M,TAPE FILM CLEAR 3/4""X 72YDS,108,0,"19.35000","0","1","Roll","Scotch® 610","Active","Film","Pressure Sensitive Adhesive (PSA)","Cellophane","0.0023"" (2.3 mils, 0.058mm)","0.0009"" (0.9 mils, 0.023mm)","0.0014"" (1.4 mils, 0.036mm)","0.75"" (19.05mm) 3/4""","216' (66.0m) 72 yds","Clear","General Purpose","300°F (149°C)"
http://multimedia.3m.com/mws/media/92307O/vinyl-tape-471-and-4712-linered.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_471-GREEN-xX36YD-BULK.jpg,3M159410-ND,471-GREEN-1/2""X36YD-BULK,3M,TAPE CONFORM VINYL 1/2""X 36YD,144,0,"19.81000","0","1","Roll","471","Active","Conformable Vinyl","Rubber","Vinyl","0.0052"" (5.2 mils, 0.132mm)","0.0011"" (1.1 mils, 0.028mm)","0.0041"" (4.1 mils, 0.104mm)","0.50"" (12.70mm) 1/2""","108' (32.9m) 36 yds","Green","Coding, General Purpose, Marking, Sealing","40 ~ 170°F (4 ~ 77°C)"
http://multimedia.3m.com/mws/media/92307O/vinyl-tape-471-and-4712-linered.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_471-RED.jpg,3M159424-ND,471-RED-1/2""X36YD-BULK,3M,TAPE CONFORM VINYL 1/2""X 36YD,144,0,"19.81000","0","1","Roll","471","Active","Conformable Vinyl","Rubber","Vinyl","0.0052"" (5.2 mils, 0.132mm)","0.0011"" (1.1 mils, 0.028mm)","0.0041"" (4.1 mils, 0.104mm)","0.50"" (12.70mm) 1/2""","108' (32.9m) 36 yds","Red","Coding, General Purpose, Marking, Sealing","40 ~ 170°F (4 ~ 77°C)"
http://multimedia.3m.com/mws/media/92307O/vinyl-tape-471-and-4712-linered.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_471-BLACK.jpg,3M159390-ND,471-BLACK-1/2""X36YD-BULK,3M,TAPE CONFORM VINYL 1/2""X 36YD,137,0,"19.81000","0","1","Roll","471","Active","Conformable Vinyl","Rubber","Vinyl","0.0052"" (5.2 mils, 0.132mm)","0.0011"" (1.1 mils, 0.028mm)","0.0041"" (4.1 mils, 0.104mm)","0.50"" (12.70mm) 1/2""","108' (32.9m) 36 yds","Black","Coding, General Purpose, Marking, Sealing","40 ~ 170°F (4 ~ 77°C)"
http://multimedia.3m.com/mws/media/92307O/vinyl-tape-471-and-4712-linered.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_471-BLUE-1%5E2X36YD-BULK.jpg,3M159397-ND,471-BLUE-1/2""X36YD-BULK,3M,TAPE CONFORM VINYL 1/2""X 36YD,112,0,"19.81000","0","1","Roll","471","Active","Conformable Vinyl","Rubber","Vinyl","0.0052"" (5.2 mils, 0.132mm)","0.0011"" (1.1 mils, 0.028mm)","0.0041"" (4.1 mils, 0.104mm)","0.50"" (12.70mm) 1/2""","108' (32.9m) 36 yds","Blue","Coding, General Purpose, Marking, Sealing","40 ~ 170°F (4 ~ 77°C)"
http://multimedia.3m.com/mws/media/65984O/double-coated-paper-tape-410m-401m.PDF,//media.digikey.com/Photos/3M%20Photos/MFG_410M-1%5EX36YD.jpg,3M159196-ND,410M-1/2""X36YD,3M,1/2""X36YD,133,0,"20.32000","0","1","-","410M","Active","-","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/143100O/3m-tape-79.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_79%20Series.jpg,3M160603-ND,79-WHITE-1/2""X60YD,3M,TAPE ELECTRICAL WHT 1/2""X 60YDS,122,0,"21.46000","0","1","Roll","79","Active","Electrical","Pressure Sensitive Adhesive (PSA)","Glass Cloth","0.0070"" (7.0 mils, 0.178mm)","0.0020"" (2.0 mils, 0.051mm)","0.0050"" (5.0 mils, 0.127mm)","0.50"" (12.70mm) 1/2""","180' (55.0m) 60 yds","White","Insulating, High Temperature","302°F (150°C)"
http://multimedia.3m.com/mws/media/78871O/scotchr-box-sealing-tape-355.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_355-CLEAR-48MMX50M.jpg,3M158995-ND,355-CLEAR-48MMX50M,3M,CLEAR 48MM X 50M BULK,107,0,"23.89000","0","1","-","Scotch® 355","Active","-","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/41167O/3m-glass-cloth-electrical-tape-69.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_69%20Series.jpg,3M160491-ND,69-3/4""X66'*,3M,TAPE ELECTRICAL WHT 3/4""X 22YDS,129,0,"25.54000","0","1","Roll","Scotch® 69","Active","Electrical","Pressure Sensitive Adhesive (PSA)","Glass Cloth","0.0070"" (7.0 mils, 0.178mm)","-","-","0.75"" (19.05mm) 3/4""","66' (20.1m) 22 yds","White","Insulating, High Temperature","392°F (200°C)"
http://multimedia.3m.com/mws/media/92307O/vinyl-tape-471-and-4712-linered.pdf,//media.digikey.com/photos/3M%20Photos/471-BLUE-2%20SERIES.jpg,3M159395-ND,471-BLUE-1""X36YD-BULK,3M,TAPE CONFORMABLE VINYL 1""X 36YD,107,0,"27.71000","0","1","Roll","471","Active","Conformable Vinyl","Rubber","Vinyl","0.0052"" (5.2 mils, 0.132mm)","0.0011"" (1.1 mils, 0.028mm)","0.0041"" (4.1 mils, 0.104mm)","1.00"" (25.40mm)","108' (32.9m) 36 yds","Blue","Coding, General Purpose, Marking, Sealing","40 ~ 170°F (4 ~ 77°C)"
http://multimedia.3m.com/mws/media/92307O/vinyl-tape-471-and-4712-linered.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_471-ORANGE.jpg,3M159416-ND,471-ORANGE-1""X36YD-BULK,3M,TAPE CONFORM VINYL ORG 1""X 36YDS,101,0,"27.71000","0","1","Roll","471","Active","Conformable Vinyl","Rubber","Vinyl","0.0052"" (5.2 mils, 0.132mm)","0.0011"" (1.1 mils, 0.028mm)","0.0041"" (4.1 mils, 0.104mm)","1.00"" (25.40mm)","108' (32.9m) 36 yds","Orange","Coding, General Purpose, Marking, Sealing","40 ~ 170°F (4 ~ 77°C)"
http://multimedia.3m.com/mws/media/65984O/double-coated-paper-tape-410m-401m.PDF,//media.digikey.com/Photos/3M%20Photos/MFG_410M-1%5EX36YD.jpg,3M159197-ND,410M-1""X36YD,3M,1""X 36YD,140,0,"29.24000","0","1","-","410M","Active","-","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/1267924O/adhesive-transfer-tapes-with-adhesive-300.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_950-xX60YD.jpg,3M160957-ND,950-1/2""X60YD,3M,TAPE ADHSV TRNSFR CLR 1/2""X 60YD,131,0,"30.49000","0","1","Roll","950","Active","Adhesive Transfer","Acrylic, 300","Liner","0.0050"" (5.0 mils, 0.127mm)","0.0050"" (5.0 mils, 0.127mm)","-","0.50"" (12.70mm) 1/2""","180' (55.0m) 60 yds","Clear","Adhesion, General Purpose, Splicing","180°F (82°C)"
https://multimedia.3m.com/mws/media/215081O/splicing-tapes-415-465-469-9420-9497-9499.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_415-Xx36YD.jpg,3M159205-ND,415-1""X36YD,3M,TAPE SPLICING CLEAR 1""X 36YDS,108,0,"33.01000","0","1","Roll","415","Active","Splicing","Acrylic, 400","Polycoated Kraft Liner","0.0080"" (8.0 mils, 0.203mm)","0.0040"" (4.0 mils, 0.102mm)","0.0040"" (4.0 mils, 0.102mm)","1.00"" (25.40mm)","108' (32.9m) 36 yds","Clear","Splicing","70°F ~ 100°F (21°C ~ 38°C)"
https://multimedia.3m.com/mws/media/37454O/3m-epoxy-film-electrical-tape-super-10.pdf,-,3M158277-ND,10-3/4""X60YDS,3M,SUPER 10 TAPE 3/4X60YD 3"" PAPER,144,0,"33.52000","0","1","-","Super 10","Active","-","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/326683O/vhbtm-adhesive-transfer-tapes-f9460pc-f9469pc-f9473pc.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_F9469PC.jpg,3M161234-ND,F9469PC-1/2""X60YD,3M,TAPE ADHSV TRNSFR CLR 1/2""X 60YD,132,0,"37.82000","0","1","Roll","VHB™ F9469PC","Active","Adhesive Transfer","Acrylic, 100MP","Polycoated Kraft Liner","0.0090"" (9.0 mils, 0.229mm)","0.0050"" (5.0 mils, 0.127mm)","0.0040"" (4.0 mils, 0.102mm)","0.50"" (12.70mm) 1/2""","180' (55.0m) 60 yds","Clear","Attachment, High Temperature Applications","-"
