Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Configuration","Number of LEDs","Color","Controller Type","Utilized LED","Interface","Mounting Type","Size / Dimension"
https://optoelectronics.liteon.com/UPLOAD/DOWNLOAD/DS35-2018-0039/LTST-E683CEGBK.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-E683CEGBK.JPG,160-2265-2-ND,LTST-E683CEGBK,Lite-On Inc.,ADDRESSABLE LED DISCRETE SERIAL,2000,0,"0.19695","0","2000","-","Active","Discrete","1","Red, Green, Blue (RGB)","-","-","Serial","Surface Mount","3.20mm L x 2.80mm W"
https://optoelectronics.liteon.com/UPLOAD/DOWNLOAD/DS35-2018-0039/LTST-E683CEGBK.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-E683CEGBK.JPG,160-2265-1-ND,LTST-E683CEGBK,Lite-On Inc.,ADDRESSABLE LED DISCRETE SERIAL,5163,0,"0.72000","0","1","-","Active","Discrete","1","Red, Green, Blue (RGB)","-","-","Serial","Surface Mount","3.20mm L x 2.80mm W"
https://optoelectronics.liteon.com/UPLOAD/DOWNLOAD/DS35-2018-0039/LTST-E683CEGBK.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-E683CEGBK.JPG,160-2265-6-ND,LTST-E683CEGBK,Lite-On Inc.,ADDRESSABLE LED DISCRETE SERIAL,5163,0,"Digi-Reel","0","1","-","Active","Discrete","1","Red, Green, Blue (RGB)","-","-","Serial","Surface Mount","3.20mm L x 2.80mm W"
http://americanbrightled.com/pdffiles/plcc/BL-HRGB32M-TRB.pdf,//media.digikey.com/photos/American-Bright-Optoelectronics-Corporation/BL-HRGB32M-TRB.JPG,BL-HRGB32M-TRBTR-ND,BL-HRGB32M-TRB,American Bright Optoelectronics Corporation,3528 PLCC4 RGB W/ IC,6000,0,"0.20475","0","2000","-","Active","Discrete","1","Red, Green, Blue (RGB)","-","APA104","Serial","Surface Mount","3.20mm L x 2.80mm W"
http://americanbrightled.com/pdffiles/plcc/BL-HRGB32M-TRB.pdf,//media.digikey.com/photos/American-Bright-Optoelectronics-Corporation/BL-HRGB32M-TRB.JPG,BL-HRGB32M-TRBCT-ND,BL-HRGB32M-TRB,American Bright Optoelectronics Corporation,3528 PLCC4 RGB W/ IC,7315,0,"0.68000","0","1","-","Active","Discrete","1","Red, Green, Blue (RGB)","-","APA104","Serial","Surface Mount","3.20mm L x 2.80mm W"
http://americanbrightled.com/pdffiles/plcc/BL-HRGB32M-TRB.pdf,//media.digikey.com/photos/American-Bright-Optoelectronics-Corporation/BL-HRGB32M-TRB.JPG,BL-HRGB32M-TRBDKR-ND,BL-HRGB32M-TRB,American Bright Optoelectronics Corporation,3528 PLCC4 RGB W/ IC,7315,0,"Digi-Reel","0","1","-","Active","Discrete","1","Red, Green, Blue (RGB)","-","APA104","Serial","Surface Mount","3.20mm L x 2.80mm W"
https://optoelectronics.liteon.com/UPLOAD/DOWNLOAD/DS22-2017-0030/LTST-E263CEGBK.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-E263CEGBK.JPG,160-2263-2-ND,LTST-E263CEGBK,Lite-On Inc.,ADDRESSABLE LED DISCRETE SERIAL,4000,0,"0.28000","0","4000","-","Active","Discrete","1","Red, Green, Blue (RGB)","-","-","Serial","Surface Mount","1.80mm L x 1.80mm W"
https://optoelectronics.liteon.com/UPLOAD/DOWNLOAD/DS22-2017-0030/LTST-E263CEGBK.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-E263CEGBK.JPG,160-2263-1-ND,LTST-E263CEGBK,Lite-On Inc.,ADDRESSABLE LED DISCRETE SERIAL,7810,0,"0.99000","0","1","-","Active","Discrete","1","Red, Green, Blue (RGB)","-","-","Serial","Surface Mount","1.80mm L x 1.80mm W"
https://optoelectronics.liteon.com/UPLOAD/DOWNLOAD/DS22-2017-0030/LTST-E263CEGBK.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-E263CEGBK.JPG,160-2263-6-ND,LTST-E263CEGBK,Lite-On Inc.,ADDRESSABLE LED DISCRETE SERIAL,7810,0,"Digi-Reel","0","1","-","Active","Discrete","1","Red, Green, Blue (RGB)","-","-","Serial","Surface Mount","1.80mm L x 1.80mm W"
http://cdn.sparkfun.com/datasheets/Components/LED/WS2812.pdf,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/MFG_COM-11821.jpg,1568-1800-ND,COM-11821,SparkFun Electronics,ADDRESS LED DISCRETE SERIAL RGB,2521,0,"0.50000","0","1","-","Active","Discrete","1","Red, Green, Blue (RGB)","-","WS2812 (5050)","Serial (Shift Register)","Surface Mount","5.00mm L x 5.00mm W"
https://cdn.sparkfun.com/datasheets/Components/LED/COM-12877.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/COM-12986.JPG,1568-1213-ND,COM-12986,SparkFun Electronics,ADDRESS LED DISC SER RGB 5MM 5PC,455,0,"2.95000","0","1","-","Active","Discrete","5","Red, Green, Blue (RGB)","-","WS2812","Serial (Shift Register)","Through Hole","5.00mm Dia"
https://cdn.sparkfun.com/datasheets/Components/LED/COM-12877.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-12877.jpg,1568-1202-ND,COM-12877,SparkFun Electronics,ADDRESS LED DISCR SERIAL RGB 5PC,243,0,"2.95000","0","1","-","Active","Discrete","5","Red, Green, Blue (RGB)","-","WS2812","Serial (Shift Register)","Through Hole","8.00mm Dia"
https://cdn.sparkfun.com/datasheets/Components/LED/COM-12877.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/COM-12999.JPG,1568-1214-ND,COM-12999,SparkFun Electronics,ADDRESS LED DISC SER RGB 5MM 5PC,235,0,"2.95000","0","1","-","Active","Discrete","5","Red, Green, Blue (RGB)","-","WS2812","Serial (Shift Register)","Through Hole","5.00mm Dia"
https://github.com/sparkfun/WS2812_Breakout/tree/V_1.1b,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/MFG_BOB-13282.jpg,1568-1530-ND,BOB-13282,SparkFun Electronics,ADDRESS LED MODULE SERIAL RGB,194,0,"3.50000","0","1","-","Active","Module","1","Red, Green, Blue (RGB)","-","WS2812 (5050)","Serial (Shift Register)","User Defined","-"
https://cdn-shop.adafruit.com/product-files/1138/SK6812+LED+datasheet+.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/1655.JPG,1528-1104-ND,1655,Adafruit Industries LLC,ADDRESS LED DISCR SER RGB 1=10,6060,0,"4.50000","0","1","Neopixel","Active","Discrete","10","Red, Green, Blue (RGB)","-","SK6812 or WS2812","Serial (Shift Register)","Surface Mount","5.00mm L x 5.00mm W"
https://cdn-shop.adafruit.com/product-files/2343/APA102C.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2343.jpg,1528-1436-ND,2343,Adafruit Industries LLC,ADDRESS LED DISCR SER RGB 10PK,593,0,"4.50000","0","1","-","Active","Discrete","10","Red, Green, Blue (RGB)","-","APA102C","Serial (Shift Register)","Surface Mount","5.00mm L x 5.00mm W"
https://cdn-shop.adafruit.com/product-files/2686/SK6812MINI_REV.01-1-2.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2659.jpg,1528-1542-ND,2659,Adafruit Industries LLC,ADDRESS LED DISCR SER RGB 1=10,1464,0,"4.95000","0","1","Neopixel","Active","Discrete","10","Red, Green, Blue (RGB)","-","SK6812 (3535)","Serial (Shift Register)","Surface Mount","3.50mm L x 3.50mm W"
https://cdn-shop.adafruit.com/product-files/3484/3484_Datasheet.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3484.jpg,1528-2291-ND,3484,Adafruit Industries LLC,ADDRESS LED DISCRETE SERIAL RGB,772,0,"4.95000","0","1","Neopixel","Active","Discrete","10","Red, Green, Blue (RGB)","-","SK6805 (2427)","Serial (Shift Register)","Surface Mount","2.70mm L x 2.40mm W"
http://www.led-color.com/upload/201604/APA102-2020%20SMD%20LED.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3341.jpg,1528-1826-ND,3341,Adafruit Industries LLC,ADDRESS LED DISCRETE SERIAL RGB,2900,0,"5.95000","0","1","-","Active","Discrete","10","Red, Green, Blue (RGB)","-","APA102","Serial (Shift Register)","Surface Mount","2.00mm L x 2.00mm W"
https://cdn-shop.adafruit.com/product-files/2757/p2757_SK6812RGBW_REV01.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/2759.jpg,1528-1710-ND,2759,Adafruit Industries LLC,ADDRESS LED DISCR SER RGBW 1=10,663,0,"5.95000","0","1","Neopixel","Active","Discrete","10","Red, Green, Blue, White (RGBW)","-","SK6812 (5050)","Serial (Shift Register)","Surface Mount","5.00mm L x 5.00mm W"
https://cdn-shop.adafruit.com/datasheets/WS2812.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1426.jpg,1528-1354-ND,1426,Adafruit Industries LLC,ADDRESS LED MODULE SERIAL RGB,513,0,"5.95000","0","1","Neopixel","Active","Module","8","Red, Green, Blue (RGB)","-","SK6812 or WS2812","Serial (Shift Register)","User Defined","51.1mm L x 10.2mm W"
https://cdn-shop.adafruit.com/datasheets/WS2812.pdf,//media.digikey.com/photos/Adafruit%20Industries%20LLC/1643.JPG,1528-1102-ND,1643,Adafruit Industries LLC,ADDRESS LED RING SERIAL RGB,1307,0,"7.50000","0","1","Neopixel","Active","Ring","12","Red, Green, Blue (RGB)","-","SK6812 or WS2812","Serial (Shift Register)","User Defined","37mm Dia"
https://learn.adafruit.com/downloads/pdf/pixie-3-watt-smart-chainable-led-pixels.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2741_A.jpg,1528-1538-ND,2741,Adafruit Industries LLC,ADDRESS LED MODULE SERIAL RGB,320,0,"14.95000","0","1","Pixie","Active","Module","1","Red, Green, Blue (RGB)","PIC12F1571","-","Serial (Shift Register)","User Defined","24.1mm L x 19.7mm W"
https://cdn-shop.adafruit.com/datasheets/WS2812.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/1586.JPG,1528-1099-ND,1586,Adafruit Industries LLC,ADDRESS LED RING SERIAL RGB,494,0,"16.95000","0","1","Neopixel","Active","Ring","24","Red, Green, Blue (RGB)","-","SK6812 or WS2812","Serial (Shift Register)","User Defined","66mm Dia"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3094_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3094.jpg,1528-2388-ND,3094,Adafruit Industries LLC,ADDRESS LED DISCR SER RGB 100PK,204,0,"39.95000","0","1","Neopixel","Active","Discrete","100","Red, Green, Blue (RGB)","-","SK6812 or WS2812","Serial (Shift Register)","Surface Mount","5.00mm L x 5.00mm W"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-neopixel-uberguide.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1506.jpg,1528-1097-ND,1506,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGB 1M,141,0,"59.95000","0","1","Neopixel","Active","Strip (Black)","144","Red, Green, Blue (RGB)","-","SK6812 or WS2812","Serial (Shift Register)","User Defined","1000.00mm L"
https://cdn-shop.adafruit.com/product-files/1138/SK6812+LED+datasheet+.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2969.jpg,1528-1635-ND,2969,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGB 1M,250,0,"64.95000","0","1","Neopixel","Active","Strip (White)","144","Red, Green, Blue (RGB)","-","SK6812 (3535)","Serial (Shift Register)","User Defined","1000.00mm L"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1138_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1138.jpg,1528-1082-ND,1138,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGB 4M,60,0,"99.80000","0","1","Neopixel","Active","Strip (White)","240","Red, Green, Blue (RGB)","-","SK6812 or WS2812","Serial (Shift Register)","User Defined","4000.00mm L"
https://cdn-shop.adafruit.com/datasheets/APA102.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2239.jpg,1528-1410-ND,2239,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGB 4M,59,0,"119.80000","0","1","Dotstar","Active","Strip (Black)","240","Red, Green, Blue (RGB)","-","APA102","Serial (Shift Register)","User Defined","4000.00mm L"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/WS2813_LED.pdf,-,1597-1594-2-ND,601000200,"Seeed Technology Co., Ltd",ADDRESS LED DISCRETE SERIAL RGB,2000,0,"0.17779","0","1000","-","Active","Discrete","1","Red, Green, Blue (RGB)","-","WS2813 (5050)","Serial","User Defined","5.00mm L x 5.00mm W"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/WS2813_LED.pdf,-,1597-1594-1-ND,601000200,"Seeed Technology Co., Ltd",ADDRESS LED DISCRETE SERIAL RGB,2634,0,"0.59000","0","1","-","Active","Discrete","1","Red, Green, Blue (RGB)","-","WS2813 (5050)","Serial","User Defined","5.00mm L x 5.00mm W"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/WS2813_LED.pdf,-,1597-1594-6-ND,601000200,"Seeed Technology Co., Ltd",ADDRESS LED DISCRETE SERIAL RGB,2634,0,"Digi-Reel","0","1","-","Active","Discrete","1","Red, Green, Blue (RGB)","-","WS2813 (5050)","Serial","User Defined","5.00mm L x 5.00mm W"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1612_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/1612.JPG,1528-1196-ND,1612,Adafruit Industries LLC,ADDRESS LED MODULE SER RGB 1=5,153,0,"4.95000","0","1","Neopixel","Active","Module","5","Red, Green, Blue (RGB)","-","SK6812 or WS2812","Serial (Shift Register)","User Defined","-"
https://cdn-shop.adafruit.com/product-files/2757/p2757_SK6812RGBW_REV01.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/2758.jpg,1528-1709-ND,2758,Adafruit Industries LLC,ADDRESS LED DISCR SER RGBW 1=10,481,0,"5.95000","0","1","Neopixel","Active","Discrete","10","Red, Green, Blue, White (RGBW)","-","SK6812 (5050)","Serial (Shift Register)","Surface Mount","5.00mm L x 5.00mm W"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-neopixel-uberguide.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2226.jpg,1528-1610-ND,2226,Adafruit Industries LLC,ADDRESS LED MODULE SERIAL RGB,260,0,"5.95000","0","1","Neopixel","Active","Module","7","Red, Green, Blue (RGB)","-","SK6812 or WS2812","Serial (Shift Register)","User Defined","23mm Dia"
https://cdn-shop.adafruit.com/product-files/2757/p2757_SK6812RGBW_REV01.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/2761.JPG,1528-2386-ND,2761,Adafruit Industries LLC,ADDRESS LED DISCR SER RGBW 1=10,156,0,"5.95000","0","1","Neopixel","Active","Discrete","10","Red, Green, Blue, White (RGBW)","-","SK6812 (5050)","Serial (Shift Register)","Surface Mount","5.00mm L x 5.00mm W"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1768_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/1768.JPG,1528-1105-ND,1768,Adafruit Industries LLC,ADDRESS LED RING 1/4 SERIAL RGB,378,0,"9.95000","0","1","Neopixel","Active","Ring, 1/4","15","Red, Green, Blue (RGB)","-","SK6812 or WS2812","Serial (Shift Register)","User Defined","-"
https://cdn-shop.adafruit.com/datasheets/WS2812.pdf,//media.digikey.com/photos/Adafruit%20Industries%20LLC/1463.JPG,1528-1093-ND,1463,Adafruit Industries LLC,ADDRESS LED RING SERIAL RGB,345,0,"9.95000","0","1","Neopixel","Active","Ring","16","Red, Green, Blue (RGB)","-","SK6812 or WS2812","Serial (Shift Register)","User Defined","44.5mm Dia"
https://cdn-shop.adafruit.com/datasheets/865datasheet.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_LED-Backpack-4-Digit.jpg,1528-1473-ND,878,Adafruit Industries LLC,ADDRESS LED 7 SEG I2C RED,272,0,"9.95000","0","1","-","Active","7 Segment","4 Digit","Red","MAX7219","-","I²C","User Defined","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2832_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/2836.jpg,1528-1582-ND,2836,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGBW 1M,140,0,"17.95000","0","1","Neopixel","Active","Strip (White)","30","Red, Green, Blue, White (RGBW)","-","SK6812 (5050)","Serial (Shift Register)","User Defined","1000.00mm L"
https://cdn-shop.adafruit.com/datasheets/APA102.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2238.jpg,1528-1484-ND,2238,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGB 5M,39,0,"99.75000","0","1","Dotstar","Active","Strip (White)","150","Red, Green, Blue (RGB)","-","APA102","Serial (Shift Register)","User Defined","5000.00mm L"
https://cdn-shop.adafruit.com/datasheets/APA102.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2240.jpg,1528-1411-ND,2240,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGB 4M,66,0,"119.80000","0","1","Dotstar","Active","Strip (White)","240","Red, Green, Blue (RGB)","-","APA102","Serial (Shift Register)","User Defined","4000.00mm L"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/COM-14646_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-14646.jpg,1568-1837-ND,COM-14646,SparkFun Electronics,ADDRESS LED MATRIX RGB,414,0,"44.95000","0","1","-","Active","Matrix","1024 (32 x 32)","Red, Green, Blue (RGB)","-","-","-","User Defined","190.50mm L x 190.50mm W"
http://optoelectronics.liteon.com/upload/download/DS22-2017-0029/LTST-E263HEGBK.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-E263CEGBK.JPG,160-2262-2-ND,LTST-E263HEGBK,Lite-On Inc.,LED RGB CLEAR 6SMD,12000,0,"0.28000","0","4000","-","Obsolete","Discrete","1","Red, Green, Blue (RGB)","-","-","Serial","Surface Mount","1.80mm L x 1.80mm W"
http://optoelectronics.liteon.com/upload/download/DS22-2017-0029/LTST-E263HEGBK.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-E263CEGBK.JPG,160-2262-1-ND,LTST-E263HEGBK,Lite-On Inc.,LED RGB CLEAR 6SMD,14946,0,"0.99000","0","1","-","Obsolete","Discrete","1","Red, Green, Blue (RGB)","-","-","Serial","Surface Mount","1.80mm L x 1.80mm W"
http://optoelectronics.liteon.com/upload/download/DS22-2017-0029/LTST-E263HEGBK.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-E263CEGBK.JPG,160-2262-6-ND,LTST-E263HEGBK,Lite-On Inc.,LED RGB CLEAR 6SMD,14946,0,"Digi-Reel","0","1","-","Obsolete","Discrete","1","Red, Green, Blue (RGB)","-","-","Serial","Surface Mount","1.80mm L x 1.80mm W"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2350_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2350.jpg,1528-2381-ND,2350,Adafruit Industries LLC,ADDRESS LED DISCR SER RGB 1=10,148,0,"4.95000","0","1","-","Active","Discrete","10","Red, Green, Blue (RGB)","-","SK9822","Serial (Shift Register)","Surface Mount","5.00mm L x 5.00mm W"
https://cdn-shop.adafruit.com/datasheets/APA102.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/2574.JPG,1528-1624-ND,2574,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGB 1M,104,0,"29.95000","0","1","Dotstar","Active","Strip (Black)","60","Red, Green, Blue (RGB)","-","APA102","Serial (Shift Register)","User Defined","1000.00mm L"
https://www.parallax.com/sites/default/files/downloads/28085-WS2812B-RGB-LED-Datasheet.pdf,//media.digikey.com/Photos/Parallax%20Photos/28085.jpg,28085-ND,28085,Parallax Inc.,ADDRESS LED MODULE SERIAL RGB,50,0,"2.98000","0","1","-","Active","Module","1","Red, Green, Blue (RGB)","-","WS2812 (5050)","Serial (Shift Register)","User Defined","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/COM-14359_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-14359.jpg,1568-1734-ND,COM-14359,SparkFun Electronics,ADDRESS LED MODULE,56,0,"7.95000","0","1","-","Active","Module","8","-","-","APA102C","-","Surface Mount","56.388mm L x 15.24mm W"
-,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-08579.jpg,1568-1613-ND,COM-08579,SparkFun Electronics,ADDRESS LED MODULE I2C RGB,21,0,"13.13000","0","1","BlinkM","Active","Module","1","Red, Green, Blue (RGB)","AVR","-","I²C","Surface Mount","15.75mm L x 15.24mm W"
https://github.com/sparkfun/Serial7SegmentDisplay,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-11441.jpg,1568-1533-ND,COM-11441,SparkFun Electronics,ADDRESS LED 7 SEG I2C RED,58,0,"13.95000","0","1","-","Active","7 Segment","4 Digit","Red","ATMega328","-","I²C, SPI, UART","User Defined","40.6mm L x 22.9mm W"
https://github.com/sparkfun/Serial7SegmentDisplay/wiki/Serial-7-Segment-Display-Datasheet,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/MFG_COM-11629.jpg,1568-1535-ND,COM-11629,SparkFun Electronics,ADDRESS LED 7 SEG I2C WHITE,57,0,"13.95000","0","1","-","Active","7 Segment","4 Digit","White","ATMega328","-","I²C, SPI, UART","User Defined","40.6mm L x 22.9mm W"
https://cdn.sparkfun.com/assets/f/3/a/3/1/S144SK6812.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-14732.jpg,1568-1870-ND,COM-14732,SparkFun Electronics,ADDRESS LED STRIP SERIAL RGB 1M,54,0,"31.25000","0","1","-","Active","Strip","144","Red, Green, Blue (RGB)","-","SK6812","Serial (Shift Register)","User Defined","1000.00mm L"
https://cdn-shop.adafruit.com/product-files/1138/SK6812+LED+datasheet+.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2970.jpg,1528-1636-ND,2970,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGB 1M,10,0,"64.95000","0","1","Neopixel","Active","Strip (Black)","144","Red, Green, Blue (RGB)","-","SK6812 (3535)","Serial (Shift Register)","User Defined","1000.00mm L"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-dotstar-leds.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2434.jpg,1528-2488-ND,2434,Adafruit Industries LLC,ADDRESS LED STRIP SPI WHITE 1M,30,0,"74.95000","0","1","Dotstar","Active","Strip","144","White, Cool","-","APA102","SPI","User Defined","1000.00mm L"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2860_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2859.jpg,1528-1611-ND,2860,Adafruit Industries LLC,ADDRESS LED MODULE SERIAL RGBW,40,0,"6.95000","0","1","Neopixel","Active","Module","7","Red, Green, Blue, White (RGBW)","-","SK6812 (5050)","Serial (Shift Register)","User Defined","23mm Dia"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1312_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1312.jpg,1528-1809-ND,1312,Adafruit Industries LLC,ADDRESS LED MODULE SERIAL RGB,85,0,"7.95000","0","1","Neopixel","Active","Module","1","Red, Green, Blue (RGB)","-","-","Serial (Shift Register)","User Defined","10.20mm L x 12.70mm W"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2869_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2869.jpg,1528-1595-ND,2869,Adafruit Industries LLC,ADDRESS LED MODULE SERIAL RGBW,78,0,"7.95000","0","1","Neopixel","Active","Module","8","Red, Green, Blue, White (RGBW)","-","SK6812 (5050)","Serial (Shift Register)","User Defined","51.1mm L x 10.2mm W"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2868_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2868.jpg,1528-1594-ND,2868,Adafruit Industries LLC,ADDRESS LED MODULE SERIAL RGBW,44,0,"7.95000","0","1","Neopixel","Active","Module","8","Red, Green, Blue, White (RGBW)","-","SK6812 (5050)","Serial (Shift Register)","User Defined","51.1mm L x 10.2mm W"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/104990303_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_104990303.jpg,1597-1486-ND,104990303,"Seeed Technology Co., Ltd",ADDRESS LED STRIP SERIAL RGB 1M,79,0,"8.44000","0","1","-","Active","Strip (White)","60","Red, Green, Blue (RGB)","-","WS2813B","Serial (Shift Register)","User Defined","1000.00mm L"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2853_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/2853.JPG,1528-1603-ND,2853,Adafruit Industries LLC,ADDRESS LED RING SERIAL RGBW,74,0,"9.50000","0","1","Neopixel","Active","Ring","12","Red, Green, Blue, White (RGBW)","-","SK6812 (5050)","Serial (Shift Register)","User Defined","37mm Dia"
https://learn.adafruit.com/downloads/pdf/adafruit-led-backpack.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_LED-Backpack-4-Digit.jpg,1528-1472-ND,880,Adafruit Industries LLC,ADDRESS LED 7 SEG I2C GREEN,43,0,"9.95000","0","1","-","Active","7 Segment","4 Digit","Green","MAX7219","-","I²C","User Defined","-"
https://cdn-shop.adafruit.com/datasheets/811datasheet.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_LED-Backpack-4-Digit.jpg,1528-1475-ND,879,Adafruit Industries LLC,ADDRESS LED 7 SEG I2C YELLOW,28,0,"9.95000","0","1","-","Active","7 Segment","4 Digit","Yellow","MAX7219","-","I²C","User Defined","-"
https://cdn-shop.adafruit.com/datasheets/1001datasheet.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_LED-Backpack-4-Digit.jpg,1528-1474-ND,1002,Adafruit Industries LLC,ADDRESS LED 7 SEG I2C WHITE,71,0,"10.95000","0","1","-","Active","7 Segment","4 Digit","White","-","-","I²C","User Defined","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2855_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/2854.jpg,1528-1607-ND,2855,Adafruit Industries LLC,ADDRESS LED RING SERIAL RGBW,46,0,"11.95000","0","1","Neopixel","Active","Ring","16","Red, Green, Blue, White (RGBW)","-","SK6812 (5050)","Serial (Shift Register)","User Defined","44.5mm Dia"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3919_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3919.jpg,1528-2710-ND,3919,Adafruit Industries LLC,ADAFRUIT NEOPIXEL LED STRIP WITH,32,0,"12.50000","0","1","-","Active","Strip","30","Red, Green, Blue (RGB)","-","SK6812","Serial (Shift Register)","User Defined","500.00mm L"
