Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Connector Style","Connector Type","Number of Positions","Number of Rows","Shell Size, Connector Layout","Contact Type","Mounting Type","Flange Feature","Termination","Features","Shell Material, Finish","Contact Finish","Contact Finish Thickness","Ingress Protection","Material Flammability Rating","Current Rating (Amps)","Operating Temperature"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_4884_CO.pdf,//media.digikey.com/Photos/Assmann%20Photos/A-DS09LL-TL-B-R.JPG,AE10972-ND,A-DS 09 LL/Z,Assmann WSW Components,CONN DSUB PLUG 9POS SLDR CUP,65025,0,"0.51000","0","1","Tray","-","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Free Hanging (In-Line)","Housing/Shell (Unthreaded)","Solder Cup","Grounding Indents","Steel","Gold","Flash","-","UL94 V-0","3A","-55°C ~ 105°C"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_4884_CO.pdf,//media.digikey.com/photos/Assmann%20Photos/A-DF-09-LL%5EZ.JPG,AE11063-ND,A-DF 09 LL/Z,Assmann WSW Components,CONN DSUB RCPT 9POS SLDR CUP,47627,0,"0.54000","0","1","Tray","-","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Free Hanging (In-Line)","Housing/Shell (Unthreaded)","Solder Cup","-","Steel","Gold","Flash","-","UL94 V-0","3A","-55°C ~ 105°C"
https://www.amphenol-icc.com/media/wysiwyg/files/drawing/c-dsub-0064.pdf,//media.digikey.com/photos/FCI%20Photos/DE09S064TLF.jpg,609-1525-ND,DE09S064TLF,Amphenol ICC (FCI),CONN DSUB RCPT 9POS SLDR CUP,11945,0,"0.54000","0","1","Bulk","D","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Free Hanging (In-Line)","Housing/Shell (Unthreaded)","Solder Cup","-","Steel, Tin Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 125°C"
https://www.amphenol-icc.com/media/wysiwyg/files/drawing/c-dsub-0064.pdf,//media.digikey.com/photos/Amphenol%20Photos/DE09P064TXLF.jpg,609-1524-ND,DE09P064TXLF,Amphenol ICC (FCI),CONN DSUB PLUG 9POS SLDR CUP,11872,0,"0.54000","0","1","Bulk","D","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Free Hanging (In-Line)","Housing/Shell (Unthreaded)","Solder Cup","Grounding Indents","Steel, Tin Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 125°C"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_4888_CO.pdf,//media.digikey.com/Photos/Assmann%20Photos/ADF09A-KG-TASB3-R.JPG,AE10921-ND,A-DF 09 A/KG-T2S,Assmann WSW Components,CONN D-SUB RCPT 9POS R/A SOLDER,27792,0,"0.77000","0","1","Tray","-","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Through Hole, Right Angle","Mating Side, Female Screwlock (4-40)","Solder","Board Lock","Steel, Tin Plated","Gold","Flash","-","UL94 V-0","3A","-55°C ~ 105°C"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_4888_CO.pdf,//media.digikey.com/Photos/Assmann%20Photos/ADS09A-KG-TASB3-R.JPG,AE10968-ND,A-DS 09 A/KG-T2S,Assmann WSW Components,CONN D-SUB PLUG 9POS R/A SOLDER,19556,0,"0.77000","0","1","Tray","-","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Through Hole, Right Angle","Mating Side, Female Screwlock (4-40)","Solder","Board Lock, Grounding Indents","Steel, Tin Plated","Gold","Flash","-","UL94 V-0","3A","-55°C ~ 105°C"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_4888_CO.pdf,//media.digikey.com/photos/Assmann%20Photos/ADF09A-KG-TAXB3-R.JPG,AE10924-ND,A-DF 09 A/KG-T4S,Assmann WSW Components,CONN D-SUB RCPT 9POS R/A SOLDER,8954,0,"0.78000","0","1","Tray","-","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Through Hole, Right Angle","Housing/Shell (4-40)","Solder","Board Lock","Steel, Tin Plated","Gold","Flash","-","UL94 V-0","3A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/171/171-YYY-10YLYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/171-009-103L001.jpg,209ME-ND,171-009-103L001,NorComp Inc.,CONN D-SUB PLUG 9POS PNL MNT,14854,0,"0.84000","0","1","Tray","171","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Panel Mount","Housing/Shell (Unthreaded)","Solder Cup","Grounding Indents","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-50°C ~ 100°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/171/171-YYY-20YLYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/171-009-203L001.jpg,209FE-ND,171-009-203L001,NorComp Inc.,CONN D-SUB RCPT 9POS PNL MNT,30603,0,"0.93000","0","1","Tray","171","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Panel Mount","Housing/Shell (Unthreaded)","Solder Cup","-","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-50°C ~ 100°C"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/10090769.pdf,//media.digikey.com/Photos/FCI%20Photos/10090769-P154ALF.jpg,609-4042-ND,10090769-P154ALF,Amphenol ICC (FCI),CONN D-SUB HD PLUG 15POS,4757,0,"1.08000","0","1","Tray","10090769","Active","D-Sub, High Density","Plug, Male Pins","15","3","1 (DE, E) High Density","Signal","Free Hanging (In-Line)","Housing/Shell (Unthreaded)","Solder Cup","Grounding Indents","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","2.5A","-55°C ~ 105°C"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/10130912.pdf,//media.digikey.com/photos/FCI%20Photos/D09S24A4GV00LF.jpg,609-5190-ND,LD09S24A4GV00LF,Amphenol ICC (FCI),CONN D-SUB RCPT 9POS VERT SOLDER,3621,0,"1.13000","0","1","Tray","LD","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Through Hole","Mating Side, Female Screwlock (4-40)","Solder","Board Lock","Nickel, Tin Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/10130912.pdf,//media.digikey.com/photos/FCI%20Photos/D09P24A4GV00LF.jpg,609-5184-ND,LD09P24A4GV00LF,Amphenol ICC (FCI),CONN D-SUB PLUG 9POS VERT SOLDER,439,0,"1.13000","0","1","Tray","LD","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Through Hole","Mating Side, Female Screwlock (4-40)","Solder","Board Lock, Grounding Indents","Nickel, Tin Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/171/171-YYY-10YLYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/171-015-103L001%20.jpg,215ME-ND,171-015-103L001,NorComp Inc.,CONN D-SUB PLUG 15POS PNL MNT,14057,0,"1.22000","0","1","Tray","171","Active","D-Sub","Plug, Male Pins","15","2","2 (DA, A)","Signal","Panel Mount","Housing/Shell (Unthreaded)","Solder Cup","Grounding Indents","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-50°C ~ 100°C"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_4888_CO.pdf,//media.digikey.com/Photos/Assmann%20Photos/ADF15A-KG-TASB3-R.jpg,AE10929-ND,A-DF 15 A/KG-T2S,Assmann WSW Components,CONN D-SUB RCPT 15POS R/A SOLDER,8824,0,"1.35000","0","1","Tray","-","Active","D-Sub","Receptacle, Female Sockets","15","2","2 (DA, A)","Signal","Through Hole, Right Angle","Mating Side, Female Screwlock (4-40)","Solder","Board Lock","Steel, Tin Plated","Gold","Flash","-","UL94 V-0","3A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/171/171-YYY-113RYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/171-009-113R001.jpg,4209ME-ND,171-009-113R001,NorComp Inc.,CONN DSUB PLUG 9POS PNL MNT SLDR,4788,0,"1.36000","0","1","Tray","171","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Panel Mount, Through Hole","Housing/Shell (Unthreaded)","Solder","Grounding Indents","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-50°C ~ 100°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/171/171-YYY-10YLYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/171-025-103L001.jpg,225ME-ND,171-025-103L001,NorComp Inc.,CONN D-SUB PLUG 25POS PNL MNT,5901,0,"1.42000","0","1","Tray","171","Active","D-Sub","Plug, Male Pins","25","2","3 (DB, B)","Signal","Panel Mount","Housing/Shell (Unthreaded)","Solder Cup","Grounding Indents","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-50°C ~ 100°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/171/171-YYY-213RYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/171-009-213R001.jpg,4209FE-ND,171-009-213R001,NorComp Inc.,CONN DSUB RCPT 9POS PNL MNT SLDR,4244,0,"1.51000","0","1","Tray","171","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Panel Mount, Through Hole","Housing/Shell (Unthreaded)","Solder","-","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-50°C ~ 100°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/171/171-YYY-20YLYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/171-025-203L001.jpg,225FE-ND,171-025-203L001,NorComp Inc.,CONN D-SUB RCPT 25POS PNL MNT,9669,0,"1.57000","0","1","Tray","171","Active","D-Sub","Receptacle, Female Sockets","25","2","3 (DB, B)","Signal","Panel Mount","Housing/Shell (Unthreaded)","Solder Cup","-","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-50°C ~ 100°C"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/c01-8646-0824.pdf,"//media.digikey.com/photos/FCI%20Photos/D09S33E4GV00LF,%20D09P33E4GV00LF.jpg",609-1486-ND,D09S33E4GV00LF,Amphenol ICC (FCI),CONN D-SUB RCPT 9POS R/A SOLDER,4785,0,"1.72000","0","1","Tray","Delta D","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Through Hole, Right Angle","Mating Side, Female Screwlock (4-40)","Solder","Board Lock, Mounting Bracket","Steel, Tin Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 125°C"
https://www.norcomp.net/rohspdfs/Connectors/18Y/182/182-yyy-113Ryy1.pdf,//media.digikey.com/photos/Norcomp%20Photos/182-009-113R531.jpg,182-09ME-ND,182-009-113R531,NorComp Inc.,CONN D-SUB PLUG 9POS R/A SOLDER,16110,0,"1.78000","0","1","Tray","182","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Panel Mount, Through Hole, Right Angle","Housing/Shell (4-40)","Solder","Board Lock, Grounding Indents","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_4890_CO.pdf,//media.digikey.com/Photos/Assmann%20Photos/A-DSF-09LPIII%5EFP.jpg,HHMP09H-ND,A-DSF 09 LPIII/FP,Assmann WSW Components,CONN D-SUB PLUG 9POS IDC,2733,0,"1.81000","0","1","Tray","-","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Free Hanging (In-Line)","Housing/Shell (Unthreaded)","IDC, Ribbon Cable","Feed Through, Strain Relief","-","-","-","-","UL94 V-0","3A","-55°C ~ 105°C"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_4891_CO.pdf,//media.digikey.com/photos/Assmann%20Photos/A-DSF09LPXX-III-R.jpg,HMM09H-ND,A-DSF 09LPIII/Z,Assmann WSW Components,CONN D-SUB PLUG 9POS IDC,9537,0,"1.82000","0","1","Tray","-","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Free Hanging (In-Line)","Housing/Shell (Unthreaded)","IDC, Ribbon Cable","Feed Through, Grounding Indents, Strain Relief","Steel, Tin Plated","Gold","Flash","-","UL94 V-0","3A","-55°C ~ 105°C"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_4891_CO.pdf,//media.digikey.com/photos/Assmann%20Photos/A-DFF09LPXX-III-R.jpg,HFM09H-ND,A-DFF 09LPIII/Z,Assmann WSW Components,CONN D-SUB RCPT 9POS IDC,15145,0,"1.83000","0","1","Tray","-","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Free Hanging (In-Line)","Housing/Shell (Unthreaded)","IDC, Ribbon Cable","Feed Through, Strain Relief","Steel","Gold","Flash","-","UL94 V-0","3A","-55°C ~ 105°C"
//media.digikey.com/pdf/Data%20Sheets/Norcomp%20PDFs/182-YYY-213RYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/182-009-213R531.jpg,182-09FE-ND,182-009-213R531,NorComp Inc.,CONN D-SUB RCPT 9POS R/A SOLDER,27165,0,"1.86000","0","1","Tray","182","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Panel Mount, Through Hole, Right Angle","Housing/Shell (4-40)","Solder","Board Lock","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/171/171-YYY-10YLYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/171-009-103L031.jpg,3209ME-ND,171-009-103L031,NorComp Inc.,CONN D-SUB PLUG 9POS PNL MNT,16529,0,"1.86000","0","1","Tray","171","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Panel Mount","Mating Side (4-40)","Solder Cup","Grounding Indents","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-50°C ~ 100°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/171/171-YYY-10YLYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/171-009-103L021.jpg,2209ME-ND,171-009-103L021,NorComp Inc.,CONN D-SUB PLUG 9POS PNL MNT,7453,0,"1.86000","0","1","Tray","171","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Panel Mount","Cable Side (4-40)","Solder Cup","Grounding Indents","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-50°C ~ 100°C"
https://www.amphenol-icc.com/media/wysiwyg/files/drawing/c-cd-0012.pdf,//media.digikey.com/photos/FCI%20Photos/ICD15S13E6GV00LFjpg.jpg,609-2802-ND,ICD15S13E6GV00LF,Amphenol ICC (FCI),CONN DSUB HD RCPT 15POS R/A SLDR,5161,0,"1.86000","0","1","Bulk","ICD","Active","D-Sub, High Density","Receptacle, Female Sockets","15","3","1 (DE, E) High Density","Signal","Through Hole, Right Angle","Mating Side, Female Screwlock (4-40)","Solder","Board Lock, Mounting Bracket","Steel, Tin Plated","Gold","30.0µin (0.76µm)","-","UL94 V-0","3A","-55°C ~ 125°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/171/171-YYY-20YLYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/171-009-203L011.jpg,1209FE-ND,171-009-203L011,NorComp Inc.,CONN D-SUB RCPT 9POS PNL MNT,6058,0,"1.92000","0","1","Tray","171","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Panel Mount","Cable Side (4-40)","Solder Cup","-","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-50°C ~ 100°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/171/171-YYY-20YLYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/171-009-203L031.jpg,3209FE-ND,171-009-203L031,NorComp Inc.,CONN D-SUB RCPT 9POS PNL MNT,2494,0,"1.92000","0","1","Tray","171","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Panel Mount","Mating Side (4-40)","Solder Cup","-","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-50°C ~ 100°C"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_4892_CO.pdf,//media.digikey.com/Photos/Assmann%20Photos/A-DSF-09LPIII%5EZ-UNC.jpg,HMU09H-ND,A-DSF 09LPIII/Z-UNC,Assmann WSW Components,CONN D-SUB PLUG 9POS IDC,11518,0,"2.07000","0","1","Tray","-","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Free Hanging (In-Line)","Housing/Shell (4-40)","IDC, Ribbon Cable","Feed Through, Grounding Indents, Strain Relief","Steel, Tin Plated","Gold","Flash","-","UL94 V-0","3A","-55°C ~ 105°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5747840&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5747840-4.JPG,A32092-ND,5747840-4,TE Connectivity AMP Connectors,CONN D-SUB PLUG 9POS R/A SOLDER,9448,0,"2.30000","0","1","Tray","AMPLIMITE HD-20","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Through Hole, Right Angle","Housing/Shell (4-40)","Solder","Board Lock, Ground Strap, Grounding Indents","Steel, Tin Plated","Gold","-","-","UL94 V-0","6A","-55°C ~ 105°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2301843&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2301843-2.jpg,A132511-ND,2301843-2,TE Connectivity AMP Connectors,CONN D-SUB PLUG 9POS R/A,7025,0,"2.10000","0","1","Tray","AMPLIMITE HD-20","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Through Hole, Right Angle","Mating Side, Female Screwlock (4-40)","Solder","Board Lock, Grounding Indents","Steel, Nickel Plated","Gold","15.0µin (0.38µm)","-","UL94 V-0","2A per Contact","-55°C ~ 105°C"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_4891_CO.pdf,//media.digikey.com/photos/Assmann%20Photos/A-DFF15LPXX-III-R.jpg,HFM15H-ND,A-DFF 15LPIII/Z,Assmann WSW Components,CONN D-SUB RCPT 15POS IDC,11315,0,"2.13000","0","1","Tray","-","Active","D-Sub","Receptacle, Female Sockets","15","2","2 (DA, A)","Signal","Free Hanging (In-Line)","Housing/Shell (Unthreaded)","IDC, Ribbon Cable","Feed Through, Strain Relief","Steel","Gold","Flash","-","UL94 V-0","3A","-55°C ~ 105°C"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_4892_CO.pdf,//media.digikey.com/photos/Assmann%20Photos/A-DFF09LPIII^Z-UNC-R.jpg,HFU09H-ND,A-DFF 09LPIII/Z-UNC,Assmann WSW Components,CONN D-SUB RCPT 9POS IDC,10035,0,"2.15000","0","1","Tray","-","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Free Hanging (In-Line)","Housing/Shell (4-40)","IDC, Ribbon Cable","Feed Through, Strain Relief","Steel, Tin Plated","Gold","Flash","-","UL94 V-0","3A","-55°C ~ 105°C"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/c01-8646-0825.pdf,//media.digikey.com/photos/Amphenol%20Photos/D09P33E4GV00LF.jpg,609-1480-ND,D09P33E4GV00LF,Amphenol ICC (FCI),CONN D-SUB PLUG 9POS R/A SOLDER,11091,0,"2.17000","0","1","Tray","Delta D","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Through Hole, Right Angle","Mating Side, Female Screwlock (4-40)","Solder","Board Lock, Grounding Indents, Mounting Brackets","Steel, Tin Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 125°C"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/c01-8646-0815.pdf,//media.digikey.com/photos/Amphenol%20Photos/D15S24A4GV00LF.jpg,609-1497-ND,D15S24A4GV00LF,Amphenol ICC (FCI),CONN D-SUB RCPT 15POS VERT SLDR,3244,0,"2.21000","0","1","Tray","Delta D","Active","D-Sub","Receptacle, Female Sockets","15","2","2 (DA, A)","Signal","Through Hole","Mating Side, Female Screwlock (4-40)","Solder","Board Lock","Steel, Tin Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 125°C"
https://www.norcomp.net/rohspdfs/Connectors/18Y/182/182-yyy-113Ryy1.pdf,//media.digikey.com/photos/Norcomp%20Photos/182-009-113R181.jpg,182-809ME-ND,182-009-113R181,NorComp Inc.,CONN D-SUB PLUG 9POS R/A SOLDER,1373,0,"2.21000","0","1","Tray","182","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Panel Mount, Through Hole, Right Angle","Mating Side, Female Screwlock (4-40)","Solder","Ground Strap, Grounding Indents","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/18Y/182/182-yyy-113Ryy1.pdf,//media.digikey.com/Photos/Norcomp%20Photos/182-009-113R561.jpg,NOR1354-ND,182-009-113R561,NorComp Inc.,CONN D-SUB PLUG 9POS R/A SOLDER,8719,0,"2.24000","0","1","Tray","182","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Panel Mount, Through Hole, Right Angle","Mating Side, Female Screwlock (4-40)","Solder","Board Lock, Grounding Indents","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
//media.digikey.com/pdf/Data%20Sheets/Norcomp%20PDFs/182-YYY-213RYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/182-015-213R531.jpg,182-15FE-ND,182-015-213R531,NorComp Inc.,CONN D-SUB RCPT 15POS R/A SOLDER,8299,0,"2.24000","0","1","Tray","182","Active","D-Sub","Receptacle, Female Sockets","15","2","2 (DA, A)","Signal","Panel Mount, Through Hole, Right Angle","Housing/Shell (4-40)","Solder","Board Lock","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/171/171-YYY-213RYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/171-025-213R001.jpg,4225FE-ND,171-025-213R001,NorComp Inc.,CONN D-SUB RCPT 25P PNL MNT SLDR,4351,0,"2.24000","0","1","Tray","171","Active","D-Sub","Receptacle, Female Sockets","25","2","3 (DB, B)","Signal","Panel Mount, Through Hole","Housing/Shell (Unthreaded)","Solder","-","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-50°C ~ 100°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5747840&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5747840-3.JPG,A32091-ND,5747840-3,TE Connectivity AMP Connectors,CONN D-SUB PLUG 9POS R/A SOLDER,12393,0,"2.26000","0","1","Tray","AMPLIMITE HD-20","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Through Hole, Right Angle","Housing/Shell (4-40)","Solder","Board Lock, Ground Strap, Grounding Indents","Steel, Tin Plated","Gold","Flash","-","UL94 V-0","6A","-55°C ~ 105°C"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/10090929.pdf,//media.digikey.com/Photos/FCI%20Photos/10090929-S154VLF.jpg,609-4031-ND,10090929-S154VLF,Amphenol ICC (FCI),CONN D-SUB HD RCPT 15P VERT SLDR,4761,0,"2.26000","0","1","Tray","10090929","Active","D-Sub, High Density","Receptacle, Female Sockets","15","3","1 (DE, E) High Density","Signal","Through Hole","Board Side (4-40); Mating Side, Female Screwlock (4-40)","Solder","Board Lock","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","2.5A","-55°C ~ 105°C"
//media.digikey.com/pdf/Data%20Sheets/Norcomp%20PDFs/182-YYY-213RYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/182-009-213R561.JPG,182-109FE-ND,182-009-213R561,NorComp Inc.,CONN D-SUB RCPT 9POS R/A SOLDER,9220,0,"2.27000","0","1","Tray","182","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Panel Mount, Through Hole, Right Angle","Mating Side, Female Screwlock (4-40)","Solder","Board Lock","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_4891_CO.pdf,//media.digikey.com/photos/Assmann%20Photos/A-DSF25LPXX-III-R.jpg,HMM25H-ND,A-DSF 25LPIII/Z,Assmann WSW Components,CONN D-SUB PLUG 25POS IDC,4345,0,"2.33000","0","1","Tray","-","Active","D-Sub","Plug, Male Pins","25","2","3 (DB, B)","Signal","Free Hanging (In-Line)","Housing/Shell (Unthreaded)","IDC, Ribbon Cable","Feed Through, Grounding Indents, Strain Relief","Steel, Tin Plated","Gold","Flash","-","UL94 V-0","3A","-55°C ~ 105°C"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_4891_CO.pdf,//media.digikey.com/photos/Assmann%20Photos/A-DFF25LPXX-III-R.jpg,HFM25H-ND,A-DFF 25LPIII/Z,Assmann WSW Components,CONN D-SUB RCPT 25POS IDC,2590,0,"2.33000","0","1","Tray","-","Active","D-Sub","Receptacle, Female Sockets","25","2","3 (DB, B)","Signal","Free Hanging (In-Line)","Housing/Shell (Unthreaded)","IDC, Ribbon Cable","Feed Through, Strain Relief","Steel","Gold","Flash","-","UL94 V-0","3A","-55°C ~ 105°C"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/c01-8646-0816.pdf,//media.digikey.com/photos/Amphenol%20Photos/D09P24A4GV00LF.jpg,609-1479-ND,D09P24A4GV00LF,Amphenol ICC (FCI),CONN D-SUB PLUG 9POS VERT SOLDER,8097,0,"2.34000","0","1","Tray","Delta D","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Through Hole","Mating Side, Female Screwlock (4-40)","Solder","Board Lock, Grounding Indents","Steel, Tin Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 125°C"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/c01-8646-0815.pdf,//media.digikey.com/photos/FCI%20Photos/D09S24A4GV00LF.jpg,609-1485-ND,D09S24A4GV00LF,Amphenol ICC (FCI),CONN D-SUB RCPT 9POS VERT SOLDER,7810,0,"2.34000","0","1","Tray","Delta D","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Through Hole","Mating Side, Female Screwlock (4-40)","Solder","Board Lock","Steel, Tin Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 125°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2301838&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2301838-2.jpg,A132507-ND,2301838-2,TE Connectivity AMP Connectors,CONN D-SUB RCPT 9POS VERT,3479,0,"2.37000","0","1","Bulk","AMPLIMITE HD-20","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Through Hole","Mating Side, Female Screwlock (4-40)","Solder","Board Lock","Steel, Tin-Nickel Plated","Gold","15.0µin (0.38µm)","-","UL94 V-0","1.5A","-55°C ~ 105°C"
