Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products","Material","Features"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITWireMgmt.pdf,-,SLC3/4BK076-ND,SLC3/4 BK076,Alpha Wire,TUBING BLK 1,175,0,"7.50000","0","1","FIT® SLC","Active","Tubing - Straight Splicer","-","Polyamide (PA), Nylon","-"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITWireMgmt.pdf,-,RLC1/2BK076-ND,RLC1/2 BK076,Alpha Wire,TUBING BLK,300,0,"7.75000","0","1","FIT® RLC","Active","Tubing - Right Angle Bend","-","Polyamide (PA), Nylon","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-436-73&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5-1195130-2.jpg,A132380-ND,5-1195130-2,"TE Connectivity Aerospace, Defense and Marine",SEALING SLEEVE 5.6MM,392,0,"8.44000","0","1","*","Active","-","-","-","-"
http://www.panduit.com/heiler/SpecificationSheets/C-CMP512--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_P512.jpg,298-15184-ND,P512,Panduit Corp,T-BAR FASTENER BOX MOUNTING,250,0,"9.79000","0","1","StrongHold™","Active","-","-","-","-"
http://www.panduit.com/heiler/CatalogCutSheets/BP2S-D0%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PX-0.jpg,298-14049-ND,PX-0,Panduit Corp,PEN MARKING BROAD TIP BLACK,298,0,"10.43000","0","1","PX","Active","Marker Pen","Marker Ties and Plates","-","Broad Tip, Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-436-39&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/4-1195131-0.jpg,4-1195131-0-ND,4-1195131-0,TE Connectivity Raychem Cable Protection,CRIMP SPLICE 2.54MM,380,0,"11.59000","0","1","*","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Aerospace/RT-555.pdf,//media.digikey.com/Photos/TE%20Connectivity/RT-555-3%5E8-2.75-A260-0.jpg,A141577-ND,RT-555-3/8-2.75/A287-0,"TE Connectivity Aerospace, Defense and Marine",SEALING SLEEVE 2.75X1X0.35"",399,0,"11.79000","0","1","RT-555","Active","Sealing Sleeve, Heat Shrinkable","Splices","Fluoropolymer, Irradiated","0.35"" Dia x 2.75"" L (8.9mm x 69.9mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-436-40&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/4-1195131-4.jpg,A132374-ND,4-1195131-4,"TE Connectivity Aerospace, Defense and Marine",BUTT SPLICE,499,0,"14.21000","0","1","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-436-41&DocType=Customer+Drawing&DocLang=English,-,4-1195131-7-ND,4-1195131-7,TE Connectivity Raychem Cable Protection,BUTT SPLICE,500,0,"15.92000","0","1","*","Active","-","-","-","-"
-,-,2080-28506.4-ND,28506.4,"Conta-Clip, Inc.",KDS SCREW FRAME BLACK 1-4,198,0,"17.21000","0","1","KDSClick","Active","Sealing Frame, Screw Locking","KDSClick Grommets","Polyamide (PA66), Nylon 6/6, Glass Filled","2.76"" W x 3.19"" L (70.10mm x 81.10mm)"
http://contaclipinc.com/uploads/media/PI_KDSClick_US_WEB_03_17.pdf,-,2080-28500.4-ND,28500.4,"Conta-Clip, Inc.",KDS SCREW FRAME BLACK 6/10,200,0,"18.04000","0","1","KDSClick","Active","Sealing Frame, Screw Locking","KDSClick Grommets","Polyamide (PA66), Nylon 6/6, Glass Filled","1.81"" W x 6.30"" L (46.00mm x 160mm)"
-,-,2080-28502.4-ND,28502.4,"Conta-Clip, Inc.",KDS SCREW FRAME BLACK 8/16,198,0,"18.63000","0","1","KDSClick","Active","Sealing Frame, Screw Locking","KDSClick Grommets","Polyamide (PA66), Nylon 6/6, Glass Filled","2.76"" W x 4.96"" L (70.10mm x 126.00mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RT-555-X/X-YYY/A287-0&DocType=Customer+Drawing&DocLang=English,-,A142628-ND,EG7675-000,"TE Connectivity Aerospace, Defense and Marine",RT-555-1.0-3.75/A287-0,200,0,"18.77000","0","1","RT-555","Active","Sealing Sleeve, Heat Shrinkable","Splices","Fluoropolymer, Irradiated","0.90"" Dia x 3.75"" L (22.8mm x 95.3mm)"
-,-,2080-28504.4-ND,28504.4,"Conta-Clip, Inc.",KDS SCREW FRAME BLACK 10/24,198,0,"20.84000","0","1","KDSClick","Active","Sealing Frame, Screw Locking","KDSClick Grommets","Polyamide (PA66), Nylon 6/6, Glass Filled","2.76"" W x 6.02"" L (70.10mm x 153.00mm)"
-,-,2080-28660.4-ND,28660.4,"Conta-Clip, Inc.",KDS-FP 2X10/24 BK,200,0,"29.56000","0","1","-","Active","Flange Plate","KDS Cable Entry Frames","Polyamide (PA66), Nylon 6/6, Glass Filled","-"
-,-,2080-28661.4-ND,28661.4,"Conta-Clip, Inc.",KDS-FP 3X10/24 BK,200,0,"44.36000","0","1","-","Active","Flange Plate","KDS Cable Entry Frames","Polyamide (PA66), Nylon 6/6, Glass Filled","-"
http://multimedia.3m.com/mws/media/223399O/heavy-duty-wraparound-hdcw.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_HDCW.jpg,3M156846-ND,HDCW-55/15-1000,3M,HEATSHRINK WRAPARND CBL REPAIR S,42,0,"97.10000","0","1","HDCW","Active","Cable Repair Sleeve","Cable, Wire Repair","Polyolefin (PO)","Heat Shrinkable, Meltable Adhesive, Watertight"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RBK-ESSCROSSINSERT&DocType=Customer+Drawing&DocLang=English,-,RBK-ESS-CROSS-10.0-X-8MM-ND,RBK-ESS-CROSS-10.0-X-8MM,TE Connectivity Raychem Cable Protection,HEAT SHRINK,9302,0,"0.41000","0","1","RBK-ESS","Active","Adhesive Insert, Cross-Shaped, Meltable","Heat Shrink Tubing","-","Diameter - 0.37"" ~ 0.41"" (9.50mm ~ 10.50mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SAS-XXX-XXX-1017&DocType=Customer+Drawing&DocLang=English,-,A120795-ND,SAS-115-075-1017-1X,TE Connectivity Raychem Cable Protection,SLIT ADHESIVE SLEEVE .11"" DIA,3017,0,"0.72000","0","1","Thermofit® SAS","Active","Adhesive Sleeve, Meltable","Heat Shrink Tubing","-","Diameter - 0.11"" (2.90mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SAS-XXX-XXX-1017&DocType=Customer+Drawing&DocLang=English,-,A120791-ND,SAS-090-1-1017-1X,TE Connectivity Raychem Cable Protection,SLIT ADHESIVE SLEEVE .09"" DIA,2192,0,"0.84000","0","1","Thermofit® SAS","Active","Adhesive Sleeve, Meltable","Heat Shrink Tubing","-","Diameter - 0.09"" (2.30mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SAS-XXX-XXX-1017&DocType=Customer+Drawing&DocLang=English,-,A120798-ND,SAS-160-1-1017-1X,TE Connectivity Raychem Cable Protection,SLIT ADHESIVE SLEEVE .16"" DIA,4759,0,"0.91000","0","1","Thermofit® SAS","Active","Adhesive Sleeve, Meltable","Heat Shrink Tubing","-","Diameter - 0.16"" (4.00mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SAS-XXX-XXX-1017&DocType=Customer+Drawing&DocLang=English,-,A120796-ND,SAS-115-1-1017-1X,TE Connectivity Raychem Cable Protection,SLIT ADHESIVE SLEEVE .11"" DIA,14958,0,"0.95000","0","1","Thermofit® SAS","Active","Adhesive Sleeve, Meltable","Heat Shrink Tubing","-","Diameter - 0.11"" (2.90mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SAS-XXX-X-1030&DocType=Customer+Drawing&DocLang=English,-,A120799-ND,SAS-160-1-1030-0,TE Connectivity Raychem Cable Protection,SLIT ADHESIVE SLEEVE .16"" DIA,4719,0,"0.99000","0","1","Thermofit® SAS","Active","Adhesive Sleeve, Meltable","Heat Shrink Tubing","-","Diameter - 0.16"" (4.00mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SAS-XXX-XXX-1048&DocType=Customer+Drawing&DocLang=En,-,A120800-ND,SAS-160-1-1048-1X,TE Connectivity Raychem Cable Protection,SLIT ADHESIVE SLEEVE .16"" DIA,2486,0,"0.99000","0","1","Thermofit® SAS","Active","Adhesive Sleeve, Meltable","Heat Shrink Tubing","-","Diameter - 0.16"" (4.00mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SAS-XXX-XXX-1048&DocType=Customer+Drawing&DocLang=En,//media.digikey.com/Photos/TE%20Connectivity/SAS-200-1-1048-1X.JPG,A119624-ND,SAS-200-1-1048-1X,TE Connectivity Raychem Cable Protection,SLIT ADHESIVE SLEEVE .20"" DIA,9617,0,"1.02000","0","1","Thermofit® SAS","Active","Adhesive Sleeve, Meltable","Heat Shrink Tubing","-","Diameter - 0.20"" (5.00mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SAS-XXX-X-1030&DocType=Customer+Drawing&DocLang=English,-,A120801-ND,SAS-200-1-1030-0,TE Connectivity Raychem Cable Protection,SLIT ADHESIVE SLEEVE .20"" DIA,4603,0,"1.02000","0","1","Thermofit® SAS","Active","Adhesive Sleeve, Meltable","Heat Shrink Tubing","-","Diameter - 0.20"" (5.00mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SAS-XXX-X-1030&DocType=Customer+Drawing&DocLang=English,-,A120803-ND,SAS-300-1-1030-0,TE Connectivity Raychem Cable Protection,SLIT ADHESIVE SLEEVE .30"" DIA,4589,0,"1.39000","0","1","Thermofit® SAS","Active","Adhesive Sleeve, Meltable","Heat Shrink Tubing","-","Diameter - 0.30"" (7.60mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=207373&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/207373-1.JPG,A113025-ND,207373-1,TE Connectivity Raychem Cable Protection,CONN FLEXIBLE .5"" CONDUIT STRGHT,2355,0,"3.56000","0","1","-","Active","Adapter","Flexible Conduit, 0.50"" (12.7mm)","Steel","Straight Cable Exit"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=207508&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/207508-1.JPG,A113026-ND,207508-1,TE Connectivity AMP Connectors,CONN 3/8"" CONDUIT RT ANG BLACK,1840,0,"3.75000","0","1","-","Active","Adapter","Flexible Conduit, 0.37"" (9.5mm)","Steel","Right Angle Cable Exit"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QB-KIT1.jpg,298-15738-ND,QB-KIT1,Panduit Corp,QUICK-BUILD STARTER KIT,4,0,"639.47000","0","1","*","Active","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1411206,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1411206.jpg,277-16463-ND,1411206,Phoenix Contact,A-INL-M16-P-GY,183,0,"0.25000","0","1","-","Active","Counter Nut","M16 Thread - Cable Glands","Polyamide (PA), Nylon","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1411207,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1411207.jpg,277-18061-ND,1411207,Phoenix Contact,A-INL-M20-P-GY,743,0,"0.31000","0","1","-","Active","Counter Nut","M20 Thread - Cable Glands","Polyamide (PA), Nylon","-"
//media.digikey.com/PDF/Data%20Sheets/ROSE+BOPLA%20PDFs/RoseBopla_ShortformCatalog.pdf#page=128,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/52080100.JPG,902-1228-ND,52080100,Bopla Enclosures,"GM 7 COUNTER NUTS, PLASTIC",572,0,"0.51000","0","1","GM","Active","Counter Nut","PG7 Thread - Cable Glands","Polyamide (PA), Nylon","-"
//media.digikey.com/PDF/Data%20Sheets/ROSE+BOPLA%20PDFs/RoseBopla_ShortformCatalog.pdf#page=127,//media.digikey.com/photos/Rose%20&%20Bopla%20Enclosures/52090300.JPG,902-1224-ND,52090300,Bopla Enclosures,MGM 20 COUNTER NUT M20 POLY,565,0,"0.51000","0","1","MGM","Active","Counter Nut","M20 Thread - Cable Glands","Polyamide (PA), Nylon","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1411242,//media.digikey.com/photos/Phoenix%20Photos/MFG_1411259.jpg,277-13013-ND,1411242,Phoenix Contact,A-INL-M20-N-S,424,0,"0.53000","0","1","-","Active","Counter Nut","M20 Thread - Cable Glands","Brass, Nickel Plated","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/8000.08.jpg,288-1461-ND,8000.08,American Electrical Inc.,LOCKNUT NICKEL PLATED BRASS M8,572,0,"0.70000","0","1","-","Active","Locknut","M8 Thread - Cable Glands","Brass, Nickel Plated","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/8000.12.JPG,288-1463-ND,8000.12,American Electrical Inc.,LOCKNUT NICKEL PLATED BRASS M12,450,0,"0.81000","0","1","-","Active","Locknut","M12 Thread - Cable Glands","Brass, Nickel Plated","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,//media.digikey.com/Photos/Molex/1300990143.jpg,WM5599-ND,1300990143,Molex,LOCKNUT - 1/2"" MAX-LOC,345,0,"1.94000","0","1","-","Active","Locknut","NPT 1/2"" Thread - Cable Glands","Steel","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801670.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0801670.jpg,277-10852-ND,0801670,Phoenix Contact,BLIND SLEEVE RUBBER BLACK,94,864,"2.51000","0","1","PLUSCON CES","Active","Hole Plug","PLUSCON CES Sealing Frames","Nitrile Butadiene Rubber (NBR), Halogen Free","IP54 - Dust Protected, Water Resistant, Locking Latch, Screw Locking"
-,//media.digikey.com/Photos/3M%20Photos/CFS-.47%5E.78.jpg,3M161085-ND,CFS-.47/.78,3M,CONSTANT FORCE SPRING (#1) 1=1PC,48,0,"10.35000","0","1","*","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1415241.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1415241.jpg,277-11725-ND,1415241,Phoenix Contact,CABLE PLATE BLK,48,0,"19.28000","0","1","PLUSCON CES","Active","Cable Feedthrough","Housing and Control Cabinets","Thermoplastic Elastomer (TPE)","Up to 37 Cables, 8.74"" W x 3.62"" L (222.0mm x 92.0mm)"
https://multimedia.3m.com/mws/media/719642O/3m-scotchcast-flame-retardant-compound-2131.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2131B.jpg,3M158638-ND,2131B,3M,SCOTCHCAST FLAME RETARDANT COMPO,50,0,"30.89000","0","1","Scotchcast™","Active","Encapsulant Gel","-","Non-Urethane, 2-part Compound","2-Part Pouch"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801661.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0801661.jpg,277-10846-ND,0801661,Phoenix Contact,CONN SEALING FRAME WITH LATCH,33,343,"34.19000","0","1","PLUSCON CES","Active","Sealing Frame, Locking Latch","PLUSCON CES Cable Sleeves","Polyamide (PA), Nylon","2.30"" W x 5.79"" L (58.50mm x 147.00mm)"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QB-KIT2.JPG,298-15739-ND,QB-KIT2,Panduit Corp,QUICK-BUILD STARTER KIT,2,0,"639.47000","0","1","*","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/LB-5.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_LB-5.jpg,RPC1095-ND,LB-5,Essentra Components,NYLON STRAP/LOCKING BUTTON,716,0,"0.17000","0","1","LB","Active","Locking Button","RNS-167 Nylon Cable Bundling Strap","Polyamide (PA), Nylon","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3241132,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3241132.jpg,277-15451-ND,3241132,Phoenix Contact,WP-CN PA M12,892,0,"0.31000","0","1","*","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801728.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0801728.jpg,277-10875-ND,0801728,Phoenix Contact,SCREW REPLACEMENT,391,1,"0.45000","0","1","PLUSCON CES","Active","Replacement Screw","PLUSCON CES Screw Locking Sealing Frame","-","Allen Head, 4mm"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/8000.06.JPG,288-1460-ND,8000.06,American Electrical Inc.,LOCKNUT NICKEL PLATED BRASS M6,157,0,"0.67000","0","1","-","Active","Locknut","M6 Thread - Cable Glands","Brass, Nickel Plated","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/80xx.jpg,288-1468-ND,8007,American Electrical Inc.,LOCKNUT NICKEL PLATED BRASS PG7,585,0,"0.78000","0","1","-","Active","Locknut","PG7 Thread - Cable Glands","Brass, Nickel Plated","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/80xx.jpg,288-1469-ND,8009,American Electrical Inc.,LOCKNUT NICKEL PLATED BRASS PG9,258,0,"0.84000","0","1","-","Active","Locknut","PG9 Thread - Cable Glands","Brass, Nickel Plated","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/80xx.jpg,288-1470-ND,8011,American Electrical Inc.,LOCKNUT NICKEL PLATED BRASS PG11,128,0,"0.93000","0","1","-","Active","Locknut","PG11 Thread - Cable Glands","Brass, Nickel Plated","-"
http://www.essentracomponents.com.sg/images-line/pdfs/OFCC-16A-RT.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_OFCG-16.JPG,RPC1584-ND,OFCG-16,Essentra Components,OPT FIBER COIL GUIDE .98"" BLK,966,0,"1.08000","0","1","-","Active","Bend Radius Guide","OFCC-16A-RT Optical Fiber Coiling Clip","PVC","Snap In, 0.98"" W x 2.00"" L (24.89mm x 50.80mm)"
http://www.panduit.com/heiler/PartDrawings/Corrugated%20Tubing%20Fittings_CF_GB0239HF.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_CFxxxxxxF-Q.jpg,298-11918-ND,CF382538F-Q,Panduit Corp,CLT FITTING .38 X .25 X .38,418,0,"1.13000","0","1","*","Active","-","-","-","-"
//media.digikey.com/PDF/Data%20Sheets/ROSE+BOPLA%20PDFs/RoseBopla_ShortformCatalog.pdf#page=128,//media.digikey.com/photos/Rose%20&%20Bopla%20Enclosures/52080600.JPG,902-1233-ND,52080600,Bopla Enclosures,"GM 21 COUNTER NUTS, PLASTIC",263,0,"1.38000","0","1","GM","Active","Counter Nut","PG21 Thread - Cable Glands","Polyamide (PA), Nylon","-"
//media.digikey.com/PDF/Data%20Sheets/ROSE+BOPLA%20PDFs/RoseBopla_ShortformCatalog.pdf#page=128,//media.digikey.com/photos/Rose%20&%20Bopla%20Enclosures/52080500.JPG,902-1232-ND,52080500,Bopla Enclosures,"GM 16 COUNTER NUTS, PLASTIC",511,0,"1.39000","0","1","GM","Active","Counter Nut","PG16 Thread - Cable Glands","Polyamide (PA), Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/photos/American%20Elect%20Photos/8000.25.JPG,288-1466-ND,8000.25,American Electrical Inc.,LOCKNUT NICKEL PLATED BRASS M25,551,0,"1.70000","0","1","-","Active","Locknut","M25 Thread - Cable Glands","Brass, Nickel Plated","-"
//media.digikey.com/PDF/Data%20Sheets/ROSE+BOPLA%20PDFs/RoseBopla_ShortformCatalog.pdf#page=128,//media.digikey.com/photos/Rose%20&%20Bopla%20Enclosures/52080700.JPG,902-1234-ND,52080700,Bopla Enclosures,GM 29 COUNTER NUT PG 29 POLY,134,0,"1.76000","0","1","GM","Active","Counter Nut","PG29 Thread - Cable Glands","Polyamide (PA), Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/80xx.jpg,288-1473-ND,8021,American Electrical Inc.,LOCKNUT NICKEL PLATED BRASS PG21,46,0,"1.84000","0","1","-","Active","Locknut","PG21 Thread - Cable Glands","Brass, Nickel Plated","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801715.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0801715.jpg,277-10868-ND,0801715,Phoenix Contact,BLIND SLEEVE SMALL GRAY,52,0,"2.10000","0","1","PLUSCON CES","Active","Hole Plug","PLUSCON CES Sealing Frames","Elastomer","Flame Retardant, IP54"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801726.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0801726.jpg,277-10873-ND,0801726,Phoenix Contact,GASKET FOR CES SEALING FRAME,37,0,"3.24000","0","1","PLUSCON CES","Active","Gasket, Flat","PLUSCON CES Sealing Frames","Rubber","2.26"" W x 4.72"" L (57.50mm x 120.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801671.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0801671.jpg,277-10853-ND,0801671,Phoenix Contact,BLIND SLEEVE RUBBER BLACK,27,72,"4.46000","0","1","PLUSCON CES","Active","Hole Plug","PLUSCON CES Sealing Frames","Nitrile Butadiene Rubber (NBR), Halogen Free","IP54 - Dust Protected, Water Resistant, Locking Latch, Screw Locking"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801647.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0801647.jpg,277-10838-ND,0801647,Phoenix Contact,SNAP ON FRAME,90,348,"12.63000","0","1","PLUSCON CES","Active","Snap-Up Frame","PLUSCON CES Sealing Frames","Polyamide (PA), Nylon","2.52"" W x 6.10"" L (64.00mm x 155.00mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/3m_packaing_solutions_scotch_tape_dispensers.pdf,//media.digikey.com/photos/3M%20Photos/STD.jpg,STD-ND,STD,3M,DISPENSER ONLY,66,0,"18.97000","0","1","ScotchCode™ STD","Active","Dispenser","ScotchCode® SDR Wire Marker Refill Rolls","-","Holds 10 Rolls"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1415237.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1415237.jpg,277-11723-ND,1415237,Phoenix Contact,CABLE PLATE BLK,30,0,"19.28000","0","1","PLUSCON CES","Active","Cable Feedthrough","Housing and Control Cabinets","Thermoplastic Elastomer (TPE)","Up to 27 Cables, 8.74"" W x 3.62"" L (222.0mm x 92.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801660.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0801660.jpg,277-10845-ND,0801660,Phoenix Contact,CONN SEALING FRAME BLACK,18,110,"26.76000","0","1","PLUSCON CES","Active","Sealing Frame, Screw Locking","PLUSCON CES Cable Sleeves","Polyamide (PA), Nylon","2.30"" W x 3.91"" L (58.50mm x 99.20mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801659.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0801659.jpg,277-10844-ND,0801659,Phoenix Contact,CONN SEALING FRAME BLACK,9,122,"30.91000","0","1","PLUSCON CES","Active","Sealing Frame, Screw Locking","PLUSCON CES Cable Sleeves","Polyamide (PA), Nylon","2.30"" W x 4.72"" L (58.50mm x 120.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801663.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_801663.jpg,277-10848-ND,0801663,Phoenix Contact,CONN SEALING FRAME BLACK,12,236,"31.23000","0","1","PLUSCON CES","Active","Sealing Frame, Locking Latch","PLUSCON CES Cable Sleeves","Polyamide (PA), Nylon","2.30"" W x 3.91"" L (58.50mm x 99.20mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801662.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0801662.jpg,277-10847-ND,0801662,Phoenix Contact,CONN SEALING FRAME WITH LATCH,0,59,"32.71000","0","1","PLUSCON CES","Active","Sealing Frame, Locking Latch","PLUSCON CES Cable Sleeves","Polyamide (PA), Nylon","2.30"" W x 4.72"" L (58.50mm x 120.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801658.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0801658.jpg,277-10843-ND,0801658,Phoenix Contact,CONN SEALING FRAME BLACK,19,231,"33.08000","0","1","PLUSCON CES","Active","Sealing Frame, Screw Locking","PLUSCON CES Cable Sleeves","Polyamide (PA), Nylon","2.30"" W x 5.79"" L (58.50mm x 147.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1827760000.pdf,//media.digikey.com/Photos/Weidmuller/1827760000.jpg,281-3076-ND,1827760000,Weidmüller,FRAME CABLE INLET 24/10 GROMMETS,32,0,"43.73000","0","1","Cabtite KEL","Active","Sealing Frame","Cabtite KT Grommets","Polyamide (PA), Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0811228.pdf,//media.digikey.com/Photos/Phoenix%20Photos/0811228.JPG,277-5475-ND,0811228,Phoenix Contact,MARKER PEN W/OUT CARTRIDGE,6,17,"46.74000","0","1","-","Active","Marker Pen","Markers","-","0.35mm thickness"
http://www.panduit.com/heiler/PartDrawings/SS_27576.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_CBOT24K.jpg,298-10725-ND,CBOT24K,Panduit Corp,CABLE BUNDLE ORGANIZING TOOL,15,0,"89.86000","0","1","-","Active","Tooling Kit","Cable, Wires","Polyamide (PA), Nylon","-"
