Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Coupler Type","Frequency","Coupling Factor","Applications","Insertion Loss","Power - Max","Isolation","Return Loss","Package / Case","Supplier Device Package"
https://product.tdk.com/info/en/documents/data_sheet/tfs_coupler_tfsc06054125-2113a1x_en.pdf,//media.digikey.com/Renders/TDK%20Renders/TFSC%20Series.jpg,445-175595-1-ND,TFSC06054125-2113A1X,TDK Corporation,RF DIR COUPLER 2.4-2.5GHZ 0202,2594,0,"0.43000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-","-","-","0202 (0505 Metric), 4 PC Pad","0202"
https://product.tdk.com/info/en/documents/data_sheet/tfs_coupler_tfsc06054125-2113a1x_en.pdf,//media.digikey.com/Renders/TDK%20Renders/TFSC%20Series.jpg,445-175595-6-ND,TFSC06054125-2113A1X,TDK Corporation,RF DIR COUPLER 2.4-2.5GHZ 0202,2594,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-","-","-","0202 (0505 Metric), 4 PC Pad","0202"
https://product.tdk.com/info/en/documents/data_sheet/rf_coupler_hhm2204sa1_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603-RF.jpg,445-3999-2-ND,HHM2204SA1,TDK Corporation,RF DIR COUPLR 1.71-1.785GHZ 0603,4000,0,"0.43750","0","4000","Tape & Reel (TR)","-","Active","Standard","1.71GHz ~ 1.785GHz","-15 ± 1dB","DCS","0.35dB","-","25dB","-","0603 (1608 Metric)","0603"
https://product.tdk.com/info/en/documents/data_sheet/rf_coupler_hhm2204sa1_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603-RF.jpg,445-3999-1-ND,HHM2204SA1,TDK Corporation,RF DIR COUPLR 1.71-1.785GHZ 0603,3774,0,"1.15000","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","Standard","1.71GHz ~ 1.785GHz","-15 ± 1dB","DCS","0.35dB","-","25dB","-","0603 (1608 Metric)","0603"
https://product.tdk.com/info/en/documents/data_sheet/rf_coupler_hhm2204sa1_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603-RF.jpg,445-3999-6-ND,HHM2204SA1,TDK Corporation,RF DIR COUPLR 1.71-1.785GHZ 0603,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","Standard","1.71GHz ~ 1.785GHz","-15 ± 1dB","DCS","0.35dB","-","25dB","-","0603 (1608 Metric)","0603"
http://datasheets.avx.com/thinfilmcoupler0402.pdf,//media.digikey.com/Renders/AVX%20Renders/RF%200402.jpg,478-8720-2-ND,CP0402W2700FNTR,AVX Corporation,RF DIR COUPLR 700MHZ-2.7GHZ 0402,0,0,"0.19950","0","5000","Tape & Reel (TR)","-","Active","Standard","700MHz ~ 2.7GHz","24dB","General Purpose","0.3dB","-","-","18dB","0402 (1005 Metric)","0402 (1005 Metric)"
http://datasheets.avx.com/thinfilmcoupler0402.pdf,//media.digikey.com/Renders/AVX%20Renders/RF%200402.jpg,478-8720-1-ND,CP0402W2700FNTR,AVX Corporation,RF DIR COUPLR 700MHZ-2.7GHZ 0402,1896,0,"0.55000","0","1","Cut Tape (CT)","-","Active","Standard","700MHz ~ 2.7GHz","24dB","General Purpose","0.3dB","-","-","18dB","0402 (1005 Metric)","0402 (1005 Metric)"
http://datasheets.avx.com/thinfilmcoupler0402.pdf,//media.digikey.com/Renders/AVX%20Renders/RF%200402.jpg,478-8720-6-ND,CP0402W2700FNTR,AVX Corporation,RF DIR COUPLR 700MHZ-2.7GHZ 0402,1896,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Standard","700MHz ~ 2.7GHz","24dB","General Purpose","0.3dB","-","-","18dB","0402 (1005 Metric)","0402 (1005 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inductors%20Coils%20Filters%20PDFs/EHF-FD%20Directional%20coupler.pdf,-,P10691TR-ND,EHF-FD1541,Panasonic Electronic Components,RF DIR COUPLER 1.8GHZ-2GHZ 0606,4000,0,"0.57840","0","4000","Tape & Reel (TR)","-","Obsolete","Standard","1.8GHz ~ 2GHz","14 ± 2dB","-","0.35dB","-","-","-","0606 (1616 Metric)","0606"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inductors%20Coils%20Filters%20PDFs/EHF-FD%20Directional%20coupler.pdf,-,P10691CT-ND,EHF-FD1541,Panasonic Electronic Components,RF DIR COUPLER 1.8GHZ-2GHZ 0606,7457,0,"0.86000","0","1","Cut Tape (CT)","-","Obsolete","Standard","1.8GHz ~ 2GHz","14 ± 2dB","-","0.35dB","-","-","-","0606 (1616 Metric)","0606"
http://datasheets.avx.com/CP0603-Series.pdf,"//media.digikey.com/Renders/AVX%20Renders/RF,%200603%20(1608%20Metric).jpg",478-11676-2-ND,CP0603A2442BNTR,AVX Corporation,RF DIR COUPLER 2.4-2.484GHZ 0603,0,0,"0.22400","0","3000","Tape & Reel (TR)","-","Active","Standard","2.4GHz ~ 2.484GHz","14.2dB","Wireless LAN","0.35dB","3W","-32dB","23dB","0603 (1608 Metric)","0603"
http://datasheets.avx.com/CP0603-Series.pdf,"//media.digikey.com/Renders/AVX%20Renders/RF,%200603%20(1608%20Metric).jpg",478-11676-1-ND,CP0603A2442BNTR,AVX Corporation,RF DIR COUPLER 2.4-2.484GHZ 0603,2538,0,"0.59000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-","-","-","0603 (1608 Metric)","0603"
http://datasheets.avx.com/CP0603-Series.pdf,"//media.digikey.com/Renders/AVX%20Renders/RF,%200603%20(1608%20Metric).jpg",478-11676-6-ND,CP0603A2442BNTR,AVX Corporation,RF DIR COUPLER 2.4-2.484GHZ 0603,2538,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-","-","-","0603 (1608 Metric)","0603"
http://datasheets.avx.com/CP0603-Series.pdf,"//media.digikey.com/Renders/AVX%20Renders/RF,%200603%20(1608%20Metric).jpg",478-10947-2-ND,CP0603A0836ANTR,AVX Corporation,RF DIR COUPLER 824-849MHZ 0603,0,0,"0.22400","0","3000","Tape & Reel (TR)","-","Active","Standard","824MHz ~ 849MHz","20dB","AMPS","0.25dB","3W","-45dB","28dB","0603 (1608 Metric)","0603"
http://datasheets.avx.com/CP0603-Series.pdf,"//media.digikey.com/Renders/AVX%20Renders/RF,%200603%20(1608%20Metric).jpg",478-10947-1-ND,CP0603A0836ANTR,AVX Corporation,RF DIR COUPLER 824-849MHZ 0603,2274,0,"0.59000","0","1","Cut Tape (CT)","-","Active","Standard","824MHz ~ 849MHz","20dB","AMPS","0.25dB","3W","-45dB","28dB","0603 (1608 Metric)","0603"
http://datasheets.avx.com/CP0603-Series.pdf,"//media.digikey.com/Renders/AVX%20Renders/RF,%200603%20(1608%20Metric).jpg",478-10947-6-ND,CP0603A0836ANTR,AVX Corporation,RF DIR COUPLER 824-849MHZ 0603,2274,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Standard","824MHz ~ 849MHz","20dB","AMPS","0.25dB","3W","-45dB","28dB","0603 (1608 Metric)","0603"
http://datasheets.avx.com/CP0603-Series.pdf,"//media.digikey.com/Renders/AVX%20Renders/RF,%200603%20(1608%20Metric).jpg",478-11675-2-ND,CP0603A0902CNTR,AVX Corporation,RF DIR COUPLER 890-915MHZ 0603,0,0,"0.22400","0","3000","Tape & Reel (TR)","-","Active","Standard","890MHz ~ 915MHz","14.7dB","GSM","0.35dB","3W","-37dB","23dB","0603 (1608 Metric)","0603"
http://datasheets.avx.com/CP0603-Series.pdf,"//media.digikey.com/Renders/AVX%20Renders/RF,%200603%20(1608%20Metric).jpg",478-11675-1-ND,CP0603A0902CNTR,AVX Corporation,RF DIR COUPLER 890-915MHZ 0603,1587,0,"0.59000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-","-","-","0603 (1608 Metric)","0603"
http://datasheets.avx.com/CP0603-Series.pdf,"//media.digikey.com/Renders/AVX%20Renders/RF,%200603%20(1608%20Metric).jpg",478-11675-6-ND,CP0603A0902CNTR,AVX Corporation,RF DIR COUPLER 890-915MHZ 0603,1587,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-","-","-","0603 (1608 Metric)","0603"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inductors%20Coils%20Filters%20PDFs/EHF-FD%20Directional%20coupler.pdf,//media.digikey.com/Renders/Panasonic%20Renders/0603_1.6x1.6%233.jpg,P10684TR-ND,EHF-FD1540,Panasonic Electronic Components,RF DIR COUPLER 800MHZ-1GHZ 0603,4000,0,"0.60960","0","4000","Tape & Reel (TR)","-","Obsolete","Standard","800MHz ~ 1GHz","17 ± 2dB","Telecom/Datacom Systems","0.25dB","-","25dB","-","0603 (1608 Metric)","0603 (1608 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inductors%20Coils%20Filters%20PDFs/EHF-FD%20Directional%20coupler.pdf,//media.digikey.com/Renders/Panasonic%20Renders/0603_1.6x1.6%233.jpg,P10684CT-ND,EHF-FD1540,Panasonic Electronic Components,RF DIR COUPLER 800MHZ-1GHZ 0603,5122,0,"0.90000","0","1","Cut Tape (CT)","-","Obsolete","Standard","800MHz ~ 1GHz","17 ± 2dB","Telecom/Datacom Systems","0.25dB","-","25dB","-","0603 (1608 Metric)","0603 (1608 Metric)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/HHM2909C4.pdf,//media.digikey.com/Renders/TDK%20Renders/HHM2909C4%200402.jpg,445-15663-2-ND,HHM2909C4,TDK Corporation,RF DIR COUPLER 777-925MHZ 0402,0,0,"Obsolete","0","10000","Tape & Reel (TR)","-","Obsolete","Standard","777MHz ~ 925MHz, 1.71GHz ~ 1.91GHz","21.4dB","General Purpose","0.6dB","-","32dB","15.56dB","0402 (1005 Metric)","-"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/HHM2909C4.pdf,//media.digikey.com/Renders/TDK%20Renders/HHM2909C4%200402.jpg,445-15663-1-ND,HHM2909C4,TDK Corporation,RF DIR COUPLER 777-925MHZ 0402,2448,0,"0.68000","0","1","Cut Tape (CT)","-","Obsolete","Standard","777MHz ~ 925MHz, 1.71GHz ~ 1.91GHz","21.4dB","General Purpose","0.6dB","-","32dB","15.56dB","0402 (1005 Metric)","-"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/HHM2909C4.pdf,//media.digikey.com/Renders/TDK%20Renders/HHM2909C4%200402.jpg,445-15663-6-ND,HHM2909C4,TDK Corporation,RF DIR COUPLER 777-925MHZ 0402,2448,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","Standard","777MHz ~ 925MHz, 1.71GHz ~ 1.91GHz","21.4dB","General Purpose","0.6dB","-","32dB","15.56dB","0402 (1005 Metric)","-"
https://cdn.anaren.com/product-documents/Xinger/90DegreeHybridCouplers/C2023J5003AHF/C2023J5003AHF_DataSheet(Rev_F).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1080-2-ND,C2023J5003AHF,Anaren,RF DIR COUPLER 2GHZ-2.3GHZ 0805,0,0,"0.39000","0","4000","Tape & Reel (TR)","Xinger®","Active","Standard","2GHz ~ 2.3GHz","3dB","General Purpose","0.3dB","4W","25dB","22dB","0805 (2012 Metric)","0805"
https://cdn.anaren.com/product-documents/Xinger/90DegreeHybridCouplers/C2023J5003AHF/C2023J5003AHF_DataSheet(Rev_F).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1080-1-ND,C2023J5003AHF,Anaren,RF DIR COUPLER 2GHZ-2.3GHZ 0805,2726,0,"0.77000","0","1","Cut Tape (CT)","Xinger®","Active","Standard","2GHz ~ 2.3GHz","3dB","General Purpose","0.3dB","4W","25dB","22dB","0805 (2012 Metric)","0805"
https://cdn.anaren.com/product-documents/Xinger/90DegreeHybridCouplers/C2023J5003AHF/C2023J5003AHF_DataSheet(Rev_F).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1080-6-ND,C2023J5003AHF,Anaren,RF DIR COUPLER 2GHZ-2.3GHZ 0805,2726,0,"Digi-Reel","0","1","Digi-Reel®","Xinger®","Active","Standard","2GHz ~ 2.3GHz","3dB","General Purpose","0.3dB","4W","25dB","22dB","0805 (2012 Metric)","0805"
https://cdn.anaren.com/product-documents/Xinger/90DegreeHybridCouplers/C0409J5003AHF/C0409J5003AHF_DataSheet(Rev_A).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1165-2-ND,C0409J5003AHF,Anaren,RF DIR COUPLER 400-900MHZ 0805,0,0,"0.39000","0","4000","Tape & Reel (TR)","Xinger®","Active","Standard","400MHz ~ 900MHz","-","General Purpose","0.6dB","4W","24dB","-20dB","6-SMD, No Lead","0805"
https://cdn.anaren.com/product-documents/Xinger/90DegreeHybridCouplers/C0409J5003AHF/C0409J5003AHF_DataSheet(Rev_A).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1165-1-ND,C0409J5003AHF,Anaren,RF DIR COUPLER 400-900MHZ 0805,2288,0,"0.77000","0","1","Cut Tape (CT)","Xinger®","Active","Standard","400MHz ~ 900MHz","-","General Purpose","0.6dB","4W","24dB","-20dB","6-SMD, No Lead","0805"
https://cdn.anaren.com/product-documents/Xinger/90DegreeHybridCouplers/C0409J5003AHF/C0409J5003AHF_DataSheet(Rev_A).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1165-6-ND,C0409J5003AHF,Anaren,RF DIR COUPLER 400-900MHZ 0805,2288,0,"Digi-Reel","0","1","Digi-Reel®","Xinger®","Active","Standard","400MHz ~ 900MHz","-","General Purpose","0.6dB","4W","24dB","-20dB","6-SMD, No Lead","0805"
https://cdn.anaren.com/product-documents/Xinger/DirectionalCouplers/DC4759J5020AHF/DC4759J5020AHF_DataSheet(Rev_E).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1091-2-ND,DC4759J5020AHF,Anaren,RF DIR COUPLER 4.7-5.9GHZ 0805,0,0,"0.46000","0","4000","Tape & Reel (TR)","Xinger®","Active","Standard","4.7GHz ~ 5.9GHz","19.7dB","General Purpose","0.17dB","2W","-","7.6dB","0805 (2012 Metric)","0805 (2012 Metric)"
https://cdn.anaren.com/product-documents/Xinger/DirectionalCouplers/DC4759J5020AHF/DC4759J5020AHF_DataSheet(Rev_E).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1091-1-ND,DC4759J5020AHF,Anaren,RF DIR COUPLER 4.7-5.9GHZ 0805,4283,0,"0.88000","0","1","Cut Tape (CT)","Xinger®","Active","Standard","4.7GHz ~ 5.9GHz","19.7dB","General Purpose","0.17dB","2W","-","7.6dB","0805 (2012 Metric)","0805 (2012 Metric)"
https://cdn.anaren.com/product-documents/Xinger/DirectionalCouplers/DC4759J5020AHF/DC4759J5020AHF_DataSheet(Rev_E).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1091-6-ND,DC4759J5020AHF,Anaren,RF DIR COUPLER 4.7-5.9GHZ 0805,4283,0,"Digi-Reel","0","1","Digi-Reel®","Xinger®","Active","Standard","4.7GHz ~ 5.9GHz","19.7dB","General Purpose","0.17dB","2W","-","7.6dB","0805 (2012 Metric)","0805 (2012 Metric)"
https://cdn.anaren.com/product-documents/Xinger/DirectionalCouplers/DC1722J5015AHF/DC1722J5015AHF_Datasheet(Rev_C).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1087-2-ND,DC1722J5015AHF,Anaren,RF DIR COUPLER 1.7-2.2GHZ 0805,0,0,"0.46000","0","4000","Tape & Reel (TR)","Xinger®","Active","Standard","1.7GHz ~ 2.2GHz","15.2dB","General Purpose","0.29dB","2W","-","17.6dB","0805 (2012 Metric)","0805 (2012 Metric)"
https://cdn.anaren.com/product-documents/Xinger/DirectionalCouplers/DC1722J5015AHF/DC1722J5015AHF_Datasheet(Rev_C).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1087-1-ND,DC1722J5015AHF,Anaren,RF DIR COUPLER 1.7-2.2GHZ 0805,4000,0,"0.88000","0","1","Cut Tape (CT)","Xinger®","Active","Standard","1.7GHz ~ 2.2GHz","15.2dB","General Purpose","0.29dB","2W","-","17.6dB","0805 (2012 Metric)","0805 (2012 Metric)"
https://cdn.anaren.com/product-documents/Xinger/DirectionalCouplers/DC1722J5015AHF/DC1722J5015AHF_Datasheet(Rev_C).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1087-6-ND,DC1722J5015AHF,Anaren,RF DIR COUPLER 1.7-2.2GHZ 0805,4000,0,"Digi-Reel","0","1","Digi-Reel®","Xinger®","Active","Standard","1.7GHz ~ 2.2GHz","15.2dB","General Purpose","0.29dB","2W","-","17.6dB","0805 (2012 Metric)","0805 (2012 Metric)"
-,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1187-2-ND,C0727J5003AHF,Anaren,RF DIR COUPLR 700MHZ-2.7GHZ 0805,0,0,"0.46000","0","4000","Tape & Reel (TR)","Xinger®","Active","Standard","700MHz ~ 2.7GHz","3dB","General Purpose","0.7dB","2W","28.8dB","31dB","0805 (2012 Metric)","0805"
-,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1187-1-ND,C0727J5003AHF,Anaren,RF DIR COUPLR 700MHZ-2.7GHZ 0805,2737,0,"0.88000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-","-","-","0805 (2012 Metric)","0805"
-,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1187-6-ND,C0727J5003AHF,Anaren,RF DIR COUPLR 700MHZ-2.7GHZ 0805,2737,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-","-","-","0805 (2012 Metric)","0805"
https://cdn.anaren.com/product-documents/Xinger/90DegreeHybridCouplers/X3C07F1-03S/X3C07F1-03S_%20Datasheet%20Rev%20D.pdf,-,X3C07F1-03S-ND,X3C07F1-03S,Anaren,RF DIR COUPLER 600MHZ-900MHZ SMD,4000,0,"1.10000","0","4000","Tape & Reel (TR)","Xinger III®","Active","Standard","600MHz ~ 900MHz","-","General Purpose","0.17dB","25W","26dB","-","4-SMD, No Lead","-"
https://www.murata.com/en-us/products/productdata/8796776103966/EFKA0003.pdf,//media.digikey.com/Renders/Murata%20Renders/DXP18C%20Series%200603.jpg,490-7986-2-ND,DXP18CN7515TL,Murata Electronics North America,RF DIR COUPLER 50MHZ-870MHZ 0603,0,0,"0.30075","0","5000","Tape & Reel (TR)","-","Active","Standard","50MHz ~ 870MHz","-","General Purpose","1.5dB","20dBm","20dB","-","0603 (1608 Metric)","0603 (1608 Metric)"
https://www.murata.com/en-us/products/productdata/8796776103966/EFKA0003.pdf,//media.digikey.com/Renders/Murata%20Renders/DXP18C%20Series%200603.jpg,490-7986-1-ND,DXP18CN7515TL,Murata Electronics North America,RF DIR COUPLER 50MHZ-870MHZ 0603,2784,0,"1.10000","0","1","Cut Tape (CT)","-","Active","Standard","50MHz ~ 870MHz","-","General Purpose","1.5dB","20dBm","20dB","-","0603 (1608 Metric)","0603 (1608 Metric)"
https://www.murata.com/en-us/products/productdata/8796776103966/EFKA0003.pdf,//media.digikey.com/Renders/Murata%20Renders/DXP18C%20Series%200603.jpg,490-7986-6-ND,DXP18CN7515TL,Murata Electronics North America,RF DIR COUPLER 50MHZ-870MHZ 0603,2784,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Standard","50MHz ~ 870MHz","-","General Purpose","1.5dB","20dBm","20dB","-","0603 (1608 Metric)","0603 (1608 Metric)"
https://product.tdk.com/info/en/documents/data_sheet/rf_coupler_hhm2215sa5_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603-RF.jpg,445-4000-2-ND,HHM2215SA5,TDK Corporation,RF DIR COUPLER 824-915MHZ 0603,0,0,"0.08960","0","4000","Tape & Reel (TR)","-","Active","Standard","824MHz ~ 915MHz","-16 ± 1dB","AGSM, GSM","0.35dB","-","25dB","-","0603 (1608 Metric)","0603"
https://product.tdk.com/info/en/documents/data_sheet/rf_coupler_hhm2215sa5_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603-RF.jpg,445-4000-1-ND,HHM2215SA5,TDK Corporation,RF DIR COUPLER 824-915MHZ 0603,3666,0,"1.15000","0","1","Cut Tape (CT)","-","Active","Standard","824MHz ~ 915MHz","-16 ± 1dB","AGSM, GSM","0.35dB","-","25dB","-","0603 (1608 Metric)","0603"
https://product.tdk.com/info/en/documents/data_sheet/rf_coupler_hhm2215sa5_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603-RF.jpg,445-4000-6-ND,HHM2215SA5,TDK Corporation,RF DIR COUPLER 824-915MHZ 0603,3666,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Standard","824MHz ~ 915MHz","-16 ± 1dB","AGSM, GSM","0.35dB","-","25dB","-","0603 (1608 Metric)","0603"
https://product.tdk.com/info/en/documents/data_sheet/rf_coupler_hhm2220sa3_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603-RF.jpg,445-4001-2-ND,HHM2220SA3,TDK Corporation,RF DIR COUPLER 1.92-1.98GHZ 0603,0,0,"0.08960","0","4000","Tape & Reel (TR)","-","Active","Standard","1.92GHz ~ 1.98GHz","-16 ± 1dB","W-CDMA","0.35dB","-","25dB","-","0603 (1608 Metric)","0603"
https://product.tdk.com/info/en/documents/data_sheet/rf_coupler_hhm2220sa3_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603-RF.jpg,445-4001-1-ND,HHM2220SA3,TDK Corporation,RF DIR COUPLER 1.92-1.98GHZ 0603,1556,0,"1.15000","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","Standard","1.92GHz ~ 1.98GHz","-16 ± 1dB","W-CDMA","0.35dB","-","25dB","-","0603 (1608 Metric)","0603"
https://product.tdk.com/info/en/documents/data_sheet/rf_coupler_hhm2220sa3_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603-RF.jpg,445-4001-6-ND,HHM2220SA3,TDK Corporation,RF DIR COUPLER 1.92-1.98GHZ 0603,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","Standard","1.92GHz ~ 1.98GHz","-16 ± 1dB","W-CDMA","0.35dB","-","25dB","-","0603 (1608 Metric)","0603"
https://www.johansontechnology.com/datasheets/5300CF15A0950/5300CF15A0950.pdf,//media.digikey.com/Renders/Johanson%20Tech%20Renders/0910CF15B0100E.jpg,712-1580-2-ND,5300CF15A0950E,Johanson Technology Inc.,RF DIR COUPLER 4.9-5.85GHZ 0805,0,0,"0.44100","0","4000","Tape & Reel (TR)","-","Active","Coupler, With Filter","4.9GHz ~ 5.85GHz","15 ± 1dB","-","0.8dB","2W","22dB","-20dB","0805 (2012 Metric), 8 PC Pad","0805 (2012 Metric)"
https://www.johansontechnology.com/datasheets/5300CF15A0950/5300CF15A0950.pdf,//media.digikey.com/Renders/Johanson%20Tech%20Renders/0910CF15B0100E.jpg,712-1580-1-ND,5300CF15A0950E,Johanson Technology Inc.,RF DIR COUPLER 4.9-5.85GHZ 0805,3027,0,"1.16000","0","1","Cut Tape (CT)","-","Active","Coupler, With Filter","4.9GHz ~ 5.85GHz","15 ± 1dB","-","0.8dB","2W","22dB","-20dB","0805 (2012 Metric), 8 PC Pad","0805 (2012 Metric)"
https://www.johansontechnology.com/datasheets/5300CF15A0950/5300CF15A0950.pdf,//media.digikey.com/Renders/Johanson%20Tech%20Renders/0910CF15B0100E.jpg,712-1580-6-ND,5300CF15A0950E,Johanson Technology Inc.,RF DIR COUPLER 4.9-5.85GHZ 0805,3027,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Coupler, With Filter","4.9GHz ~ 5.85GHz","15 ± 1dB","-","0.8dB","2W","22dB","-20dB","0805 (2012 Metric), 8 PC Pad","0805 (2012 Metric)"
http://datasheets.avx.com/cp0805smd.pdf,"//media.digikey.com/Renders/AVX%20Renders/RF,%200805%20(2012%20Metric).jpg",478-11677-2-ND,CP0805B2442BWTR,AVX Corporation,RF DIR COUPLER 2.4-2.484GHZ 0805,0,0,"0.44800","0","3000","Tape & Reel (TR)","-","Active","Standard","2.4GHz ~ 2.484GHz","14 ± 1dB","Wireless LAN","0.4dB","3W","-29dB","-22dB","0805 (2012 Metric)","0805"
http://datasheets.avx.com/cp0805smd.pdf,"//media.digikey.com/Renders/AVX%20Renders/RF,%200805%20(2012%20Metric).jpg",478-11677-1-ND,CP0805B2442BWTR,AVX Corporation,RF DIR COUPLER 2.4-2.484GHZ 0805,2811,0,"1.18000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-","-","-","0805 (2012 Metric)","0805"
http://datasheets.avx.com/cp0805smd.pdf,"//media.digikey.com/Renders/AVX%20Renders/RF,%200805%20(2012%20Metric).jpg",478-11677-6-ND,CP0805B2442BWTR,AVX Corporation,RF DIR COUPLER 2.4-2.484GHZ 0805,2811,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-","-","-","0805 (2012 Metric)","0805"
https://product.tdk.com/info/en/documents/data_sheet/tfs_coupler_tfsc06054125-2113a1_en.pdf,//media.digikey.com/Renders/TDK%20Renders/TFSC%20Series.jpg,445-15667-2-ND,TFSC06054125-2113A1,TDK Corporation,RF DIR COUPLER 2.4GHZ-2.5GHZ SMD,0,0,"0.47813","0","10000","Tape & Reel (TR)","-","Active","Standard","2.4GHz ~ 2.5GHz, 4.9GHz ~ 5.85GHz","19dB","General Purpose","0.5dB","-","-","-","4-SMD","-"
https://product.tdk.com/info/en/documents/data_sheet/tfs_coupler_tfsc06054125-2113a1_en.pdf,//media.digikey.com/Renders/TDK%20Renders/TFSC%20Series.jpg,445-15667-1-ND,TFSC06054125-2113A1,TDK Corporation,RF DIR COUPLER 2.4GHZ-2.5GHZ SMD,7795,0,"1.38000","0","1","Cut Tape (CT)","-","Active","Standard","2.4GHz ~ 2.5GHz, 4.9GHz ~ 5.85GHz","19dB","General Purpose","0.5dB","-","-","-","4-SMD","-"
https://product.tdk.com/info/en/documents/data_sheet/tfs_coupler_tfsc06054125-2113a1_en.pdf,//media.digikey.com/Renders/TDK%20Renders/TFSC%20Series.jpg,445-15667-6-ND,TFSC06054125-2113A1,TDK Corporation,RF DIR COUPLER 2.4GHZ-2.5GHZ SMD,7795,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Standard","2.4GHz ~ 2.5GHz, 4.9GHz ~ 5.85GHz","19dB","General Purpose","0.5dB","-","-","-","4-SMD","-"
http://cdn.macom.com//datasheets/MACP-010414-CA0370.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MFG_MACP-010414-CA0370.jpg,1465-1713-2-ND,MACP-010414-CA0370,M/A-Com Technology Solutions,RF DIR COUPLER 5MHZ-1.2GHZ 6SMD,0,0,"0.99960","0","900","Tape & Reel (TR)","-","Active","Standard","5MHz ~ 1.2GHz","10dB","General Purpose","-","250mW","-","27dB","6-SMD Module, No Lead","6-SMD"
