Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Attenuation Value","Frequency Range","Power (Watts)","Impedance","Package / Case"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc472a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1854-1-ND,HMC472ALP4ETR,Analog Devices Inc.,RF ATTENUATOR 31.5DB 50OHM 24QFN,5524,0,"7.84000","0","1","Cut Tape (CT)","-","Active","0.5dB ~ 31.5dB","0Hz ~ 3.8GHz","560mW","50 Ohms","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc472a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1854-6-ND,HMC472ALP4ETR,Analog Devices Inc.,RF ATTENUATOR 31.5DB 50OHM 24QFN,5524,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","0.5dB ~ 31.5dB","0Hz ~ 3.8GHz","560mW","50 Ohms","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc542b.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1855-2-ND,HMC542BLP4ETR,Analog Devices Inc.,RF ATTENUATOR 31.5DB 50OHM 24QFN,3500,213500,"5.62066","0","500","Tape & Reel (TR)","-","Active","31.5dB","0Hz ~ 4GHz","560mW","50 Ohms","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc542b.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1855-1-ND,HMC542BLP4ETR,Analog Devices Inc.,RF ATTENUATOR 31.5DB 50OHM 24QFN,4179,213500,"9.44000","0","1","Cut Tape (CT)","-","Active","31.5dB","0Hz ~ 4GHz","560mW","50 Ohms","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc542b.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1855-6-ND,HMC542BLP4ETR,Analog Devices Inc.,RF ATTENUATOR 31.5DB 50OHM 24QFN,4179,213500,"Digi-Reel","0","1","Digi-Reel®","-","Active","31.5dB","0Hz ~ 4GHz","560mW","50 Ohms","24-VFQFN Exposed Pad"
https://www.idt.com/document/dst/f1912-datasheet-rev-01,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-WFQFN%20Pkg.jpg,800-2972-ND,F1912NCGI,"IDT, Integrated Device Technology Inc",RF ATTENUATOR 0.5DB 50OHM 20QFN,2185,0,"5.88000","0","1","Tray","-","Active","0.5dB","0Hz ~ 4GHz","1.5W","50 Ohms","20-WFQFN Exposed Pad"
http://www.psemi.com/pdf/datasheets/pe43705ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/32-VFQFN.jpg,1046-1092-2-ND,PE43705B-Z,pSemi,RF ATTENUATOR 31.75DB 32VFQFN,6000,0,"5.89000","0","3000","Tape & Reel (TR)","UltraCMOS®, HaRP™","Active","0dB ~ 31.75dB","50MHz ~ 8GHz","-","50 Ohms","32-VFQFN Exposed Pad"
http://www.psemi.com/pdf/datasheets/pe43705ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/32-VFQFN.jpg,1046-1092-1-ND,PE43705B-Z,pSemi,RF ATTENUATOR 31.75DB 32VFQFN,8454,0,"12.65000","0","1","Cut Tape (CT)","UltraCMOS®, HaRP™","Active","0dB ~ 31.75dB","50MHz ~ 8GHz","-","50 Ohms","32-VFQFN Exposed Pad"
http://www.psemi.com/pdf/datasheets/pe43705ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/32-VFQFN.jpg,1046-1092-6-ND,PE43705B-Z,pSemi,RF ATTENUATOR 31.75DB 32VFQFN,8454,0,"Digi-Reel","0","1","Digi-Reel®","UltraCMOS®, HaRP™","Active","0dB ~ 31.75dB","50MHz ~ 8GHz","-","50 Ohms","32-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc802a.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-3186-ND,HMC802ALP3E,Analog Devices Inc.,RF ATTENUATOR 20DB 16VFQFN,329,0,"6.25000","0","1","Strip","-","Active","20dB","0Hz ~ 1GHz","-","-","16-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc624a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1860-2-ND,HMC624ALP4ETR,Analog Devices Inc.,RF ATTENUATOR 31.5DB 50OHM 24QFN,14000,0,"6.40846","0","500","Tape & Reel (TR)","-","Active","31.5dB","0Hz ~ 6GHz","560mW","50 Ohms","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc624a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1860-1-ND,HMC624ALP4ETR,Analog Devices Inc.,RF ATTENUATOR 31.5DB 50OHM 24QFN,14401,0,"10.77000","0","1","Cut Tape (CT)","-","Active","31.5dB","0Hz ~ 6GHz","560mW","50 Ohms","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc624a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1860-6-ND,HMC624ALP4ETR,Analog Devices Inc.,RF ATTENUATOR 31.5DB 50OHM 24QFN,14401,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","31.5dB","0Hz ~ 6GHz","560mW","50 Ohms","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc540s.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-3203-ND,HMC540SLP3E,Analog Devices Inc.,RF ATTENUATOR 15DB 16VFQFN,997,247,"6.57000","0","1","Strip","-","Active","15dB","100MHz ~ 8GHz","-","-","16-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc652lp2-hmc655lp2.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/6-VDFN%20Exposed%20Pad.jpg,1127-3007-ND,HMC653LP2E,Analog Devices Inc.,RF ATTENUATOR 3DB 50OHM 6TDFN,860,0,"6.71000","0","1","Strip","-","Active","3dB","0Hz ~ 25GHz","-","50 Ohms","6-TDFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc470A.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/16-VFQFN%20Exposed%20Pad.jpg,1127-3368-2-ND,HMC470ALP3ETR,Analog Devices Inc.,RF ATTENUATOR 31DB 16VFQFN,500,0,"7.08414","0","500","Tape & Reel (TR)","-","Active","31dB","0Hz ~ 3GHz","-","-","16-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc470A.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/16-VFQFN%20Exposed%20Pad.jpg,1127-3368-1-ND,HMC470ALP3ETR,Analog Devices Inc.,RF ATTENUATOR 31DB 16VFQFN,986,0,"11.16000","0","1","Cut Tape (CT)","-","Active","31dB","0Hz ~ 3GHz","-","-","16-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc470A.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/16-VFQFN%20Exposed%20Pad.jpg,1127-3368-6-ND,HMC470ALP3ETR,Analog Devices Inc.,RF ATTENUATOR 31DB 16VFQFN,986,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","31dB","0Hz ~ 3GHz","-","-","16-VFQFN Exposed Pad"
https://www.idt.com/document/dst/f1956-datasheet-revo,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/33-WFQFN.jpg,800-2973-ND,F1956NBGI,"IDT, Integrated Device Technology Inc",RF ATTENUATOR 31.75DB 32WFQFN,5824,0,"7.44000","0","1","Tray","-","Active","31.75dB","0Hz ~ 4GHz","1.5W","50 Ohms","32-WFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc472a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-3157-ND,HMC472ALP4E,Analog Devices Inc.,RF ATTENUATOR 31.5DB 50OHM 24QFN,940,0,"7.47000","0","1","Strip","-","Active","0.5dB ~ 31.5dB","0Hz ~ 3.8GHz","560mW","50 Ohms","24-VFQFN Exposed Pad"
https://www.idt.com/document/dst/f2250-datasheet,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-VFQFN%20Exposed%20Pad.jpg,800-2953-ND,F2250NLGK,"IDT, Integrated Device Technology Inc",RF ATTENUATOR 35DB 50OHM 16TFQFN,2911,0,"7.92000","0","1","Tray","-","Active","35dB","50MHz ~ 6GHz","-","50 Ohms","16-TFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC1122.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-3179-ND,HMC1122LP4ME,Analog Devices Inc.,RF ATTENUATOR 31.5DB 50OHM 24QFN,2659,12813,"9.24000","0","1","Strip","-","Active","31.5dB","100MHz ~ 6GHz","-","50 Ohms","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc624a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-3162-ND,HMC624ALP4E,Analog Devices Inc.,RF ATTENUATOR 31.5DB 50OHM 24QFN,2474,0,"10.25000","0","1","Strip","-","Active","31.5dB","0Hz ~ 6GHz","560mW","50 Ohms","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc470A.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/16-VFQFN%20Exposed%20Pad.jpg,1127-3375-ND,HMC470ALP3E,Analog Devices Inc.,RF ATTENUATOR 31DB 16VFQFN,2162,0,"10.63000","0","1","Strip","-","Active","31dB","0Hz ~ 3GHz","-","-","16-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc650-hmc658.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_HMC654.jpg,1127-3448-ND,HMC654,Analog Devices Inc.,RF ATTENUATOR 4DB 50OHM DIE,200,0,"11.45400","0","50","-","-","Active","4dB","0Hz ~ 50GHz","-","50 Ohms","Die"
http://www.psemi.com/pdf/datasheets/pe43704ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/32-QFN.jpg,1046-1106-2-ND,PE43704B-Z,pSemi,RF ATTENUATOR 31.75DB 32VFQFN,6000,0,"11.50001","0","3000","Tape & Reel (TR)","UltraCMOS®, HaRP™","Active","0dB ~ 31.75dB","9kHz ~ 8GHz","-","50 Ohms","32-VFQFN Exposed Pad"
http://www.psemi.com/pdf/datasheets/pe43704ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/32-QFN.jpg,1046-1106-1-ND,PE43704B-Z,pSemi,RF ATTENUATOR 31.75DB 32VFQFN,7822,0,"14.62000","0","1","Cut Tape (CT)","UltraCMOS®, HaRP™","Active","0dB ~ 31.75dB","9kHz ~ 8GHz","-","50 Ohms","32-VFQFN Exposed Pad"
http://www.psemi.com/pdf/datasheets/pe43704ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/32-QFN.jpg,1046-1106-6-ND,PE43704B-Z,pSemi,RF ATTENUATOR 31.75DB 32VFQFN,7822,0,"Digi-Reel","0","1","Digi-Reel®","UltraCMOS®, HaRP™","Active","0dB ~ 31.75dB","9kHz ~ 8GHz","-","50 Ohms","32-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc650-hmc658.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_HMC650.jpg,1127-3447-ND,HMC650,Analog Devices Inc.,RF ATTENUATOR 50OHM DIE,700,0,"11.95840","0","50","-","-","Active","-","0Hz ~ 50GHz","-","50 Ohms","Die"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc650-hmc658.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_HMC655.jpg,1127-3449-ND,HMC655,Analog Devices Inc.,RF ATTENUATOR 6DB 50OHM DIE,300,0,"12.25740","0","50","-","-","Active","6dB","0Hz ~ 50GHz","-","50 Ohms","Die"
http://www.crystek.com/microwave/spec-sheets/attenuator/CATTEN-0200.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CATTEN-0200.jpg,744-1267-ND,CATTEN-0200,Crystek Corporation,RF ATTENUATOR 20DB 50OHM SMA,275,0,"18.55000","0","1","Bulk","-","Active","20dB","0Hz ~ 3GHz","500mW","50 Ohms","SMA In-Line Module"
http://www.crystek.com/microwave/spec-sheets/attenuator/CATTEN-0100.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CATTEN-0100.jpg,744-1265-ND,CATTEN-0100,Crystek Corporation,RF ATTENUATOR 10DB 50OHM SMA,270,0,"18.55000","0","1","Bulk","-","Active","10dB","0Hz ~ 3GHz","1W","50 Ohms","SMA In-Line Module"
http://www.crystek.com/microwave/spec-sheets/attenuator/CATTEN-03R0.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CATTEN-03R0.jpg,744-1258-ND,CATTEN-03R0,Crystek Corporation,RF ATTENUATOR 3DB 50OHM SMA,99,0,"18.55000","0","1","Bulk","-","Active","3dB","0Hz ~ 3GHz","1W","50 Ohms","SMA In-Line Module"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc424a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-VFQFN%20Exposed%20Pad.jpg,1127-2883-ND,HMC424ALP3E,Analog Devices Inc.,RF ATTENUATOR 31.5DB 16VFQFN,251,0,"26.63000","0","1","Strip","-","Active","31.5dB","0Hz ~ 13GHz","-","-","16-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc425A.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-LFCSP.jpg,1127-3603-ND,HMC425ALP3E,Analog Devices Inc.,RF ATTENUATOR 31.5DB 16VFQFN,1016,0,"27.26000","0","1","Strip","-","Active","31.5dB","2.2GHz ~ 8GHz","-","-","16-VFQFN Exposed Pad"
http://cdn.macom.com/datasheets/MAAD-007086.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/24-SOIC.jpg,1465-1057-ND,MAAD-007086-000100,M/A-Com Technology Solutions,RF ATTENUATOR 50DB 50OHM 24SOIC,113,2950,"46.12000","0","1","Tube","-","Active","50dB","0Hz ~ 2GHz","-","50 Ohms","24-SOIC (0.295"", 7.50mm Width)"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=AT-120V,//media.digikey.com/Photos/Hirose%20Elect%20Photos/AT-Series.jpg,H12150-ND,AT-120V,Hirose Electric Co Ltd,RF ATTENUATOR 20DB 50OHM SMA,114,0,"54.74000","0","1","Bulk","-","Active","20dB","0Hz ~ 18GHz","2W","50 Ohms","SMA In-Line Module"
https://www.psemi.com/pdf/datasheets/pe43508ds.pdf,-,1046-1177-2-ND,PE43508A-V,pSemi,"6BIT 31.5DB 0.5DB, 1.0DB DIGITAL",250,0,"55.86000","0","250","Tape & Reel (TR)","UltraCMOS®, HaRP™","Active","0dB ~ 31.5dB","9kHz ~ 55GHz","-","50 Ohms","Die"
https://www.psemi.com/pdf/datasheets/pe43508ds.pdf,-,1046-1177-1-ND,PE43508A-V,pSemi,"6BIT 31.5DB 0.5DB, 1.0DB DIGITAL",250,0,"69.30000","0","1","Cut Tape (CT)","UltraCMOS®, HaRP™","Active","0dB ~ 31.5dB","9kHz ~ 55GHz","-","50 Ohms","Die"
https://www.psemi.com/pdf/datasheets/pe43508ds.pdf,-,1046-1177-6-ND,PE43508A-V,pSemi,"6BIT 31.5DB 0.5DB, 1.0DB DIGITAL",250,0,"Digi-Reel","0","1","Digi-Reel®","UltraCMOS®, HaRP™","Active","0dB ~ 31.5dB","9kHz ~ 55GHz","-","50 Ohms","Die"
https://belfuse.com/resources/cinchMidwestMicrowave/Drawings/ATT-0290-XX-SMA-02-01.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/ATT-0290-20-SMA-02.JPG,652-1008-ND,ATT-0290-20-SMA-02,Cinch Connectivity Solutions Midwest Microwave,RF ATTENUATOR 20DB SMA MODULE,130,0,"106.51000","0","1","Bulk","SMA","Active","20dB","0Hz ~ 18GHz","2W","-","SMA In-Line Module"
https://belfuse.com/resources/cinchMidwestMicrowave/Drawings/ATT-0290-XX-SMA-02-01.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/ATT-0290-20-SMA-02.JPG,652-1021-ND,ATT-0290-06-SMA-02,Cinch Connectivity Solutions Midwest Microwave,RF ATTENUATOR 6DB SMA MODULE,124,0,"106.51000","0","1","Bulk","SMA","Active","6dB","0Hz ~ 18GHz","2W","-","SMA In-Line Module"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc939ALP4E.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-3379-ND,HMC939ALP4E,Analog Devices Inc.,RF ATTENUATOR 31DB 24VFQFN,333,0,"117.75000","0","1","Strip","-","Active","31dB","100MHz ~ 40GHz","-","-","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/adrf5720.pdf,-,ADRF5720BCCZN-ND,ADRF5720BCCZN,Analog Devices Inc.,"0.5DB LSB,6-BIT,SILICON DIGITAL",111,1679,"126.39000","0","1","-","-","Active","0.5dB ~ 31.5dB","9kHz ~ 40GHz","500mW","50 Ohms","24-VFLGA Exposed Pad"
https://www.svmicrowave.com/sites/default/files/pdf/0915-6200-01.SF.PDD_0.PDF,//media.digikey.com/Photos/Amphenol%20Photos/MFG_SF0915-6200-XX.jpg,SF0915-6200-03-ND,SF0915-6200-03,Amphenol SV Microwave,RF ATTENUATOR 3DB 50OHM SMA,52,0,"165.42000","0","1","Bulk","-","Active","3dB","0Hz ~ 40GHz","500mW","50 Ohms","SMA In-Line Module"
//media.digikey.com/pdf/Data%20Sheets/Walsin%20Technology%20PDFs/Chip_Resistors_2012.pdf,//media.digikey.com/Renders/Walsin%20Technology/WA04P.jpg,1292-1059-2-ND,WA04P012XDTL,Walsin Technology Corporation,RF ATTENUATOR 12DB 50OHM 0404,10000,0,"0.02984","0","10000","Tape & Reel (TR)","-","Active","12dB","0Hz ~ 3GHz","100mW","50 Ohms","0404 (1010 Metric), Concave"
//media.digikey.com/pdf/Data%20Sheets/Walsin%20Technology%20PDFs/Chip_Resistors_2012.pdf,//media.digikey.com/Renders/Walsin%20Technology/WA04P.jpg,1292-1059-1-ND,WA04P012XDTL,Walsin Technology Corporation,RF ATTENUATOR 12DB 50OHM 0404,30336,0,"0.10000","0","1","Cut Tape (CT)","-","Active","12dB","0Hz ~ 3GHz","100mW","50 Ohms","0404 (1010 Metric), Concave"
//media.digikey.com/pdf/Data%20Sheets/Walsin%20Technology%20PDFs/Chip_Resistors_2012.pdf,//media.digikey.com/Renders/Walsin%20Technology/WA04P.jpg,1292-1059-6-ND,WA04P012XDTL,Walsin Technology Corporation,RF ATTENUATOR 12DB 50OHM 0404,30336,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","12dB","0Hz ~ 3GHz","100mW","50 Ohms","0404 (1010 Metric), Concave"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT0510S%20SERIES.jpg,PAT05S7TR-ND,PAT0510S-C-7DB-T10,Susumu,RF ATTENUATOR 7DB 50OHM 0402,130000,0,"0.04016","0","10000","Tape & Reel (TR)","-","Active","7dB","0Hz ~ 10GHz","32mW","50 Ohms","0402 (1005 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT0510S%20SERIES.jpg,PAT05S7CT-ND,PAT0510S-C-7DB-T10,Susumu,RF ATTENUATOR 7DB 50OHM 0402,146895,0,"0.12000","0","1","Cut Tape (CT)","-","Active","7dB","0Hz ~ 10GHz","32mW","50 Ohms","0402 (1005 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT0510S%20SERIES.jpg,PAT05S7DKR-ND,PAT0510S-C-7DB-T10,Susumu,RF ATTENUATOR 7DB 50OHM 0402,146895,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","7dB","0Hz ~ 10GHz","32mW","50 Ohms","0402 (1005 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT0510S%20SERIES.jpg,PAT05S3TR-ND,PAT0510S-C-3DB-T10,Susumu,RF ATTENUATOR 3DB 50OHM 0402,90000,0,"0.04016","0","10000","Tape & Reel (TR)","-","Active","3dB","0Hz ~ 10GHz","32mW","50 Ohms","0402 (1005 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT0510S%20SERIES.jpg,PAT05S3CT-ND,PAT0510S-C-3DB-T10,Susumu,RF ATTENUATOR 3DB 50OHM 0402,94552,0,"0.12000","0","1","Cut Tape (CT)","-","Active","3dB","0Hz ~ 10GHz","32mW","50 Ohms","0402 (1005 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT0510S%20SERIES.jpg,PAT05S3DKR-ND,PAT0510S-C-3DB-T10,Susumu,RF ATTENUATOR 3DB 50OHM 0402,94552,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","3dB","0Hz ~ 10GHz","32mW","50 Ohms","0402 (1005 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT0510S%20SERIES.jpg,PAT05S2TR-ND,PAT0510S-C-2DB-T10,Susumu,RF ATTENUATOR 2DB 50OHM 0402,50000,0,"0.04016","0","10000","Tape & Reel (TR)","-","Active","2dB","0Hz ~ 10GHz","32mW","50 Ohms","0402 (1005 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT0510S%20SERIES.jpg,PAT05S2CT-ND,PAT0510S-C-2DB-T10,Susumu,RF ATTENUATOR 2DB 50OHM 0402,60355,0,"0.12000","0","1","Cut Tape (CT)","-","Active","2dB","0Hz ~ 10GHz","32mW","50 Ohms","0402 (1005 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT0510S%20SERIES.jpg,PAT05S2DKR-ND,PAT0510S-C-2DB-T10,Susumu,RF ATTENUATOR 2DB 50OHM 0402,60355,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","2dB","0Hz ~ 10GHz","32mW","50 Ohms","0402 (1005 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT0510S%20SERIES.jpg,408-1665-2-ND,PAT0510S-C-4DB-T10,Susumu,RF ATTENUATOR 4DB 50OHM 0402,30000,0,"0.04016","0","10000","Tape & Reel (TR)","-","Active","4dB","0Hz ~ 10GHz","32mW","50 Ohms","0402 (1005 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT0510S%20SERIES.jpg,408-1665-1-ND,PAT0510S-C-4DB-T10,Susumu,RF ATTENUATOR 4DB 50OHM 0402,30437,0,"0.12000","0","1","Cut Tape (CT)","-","Active","4dB","0Hz ~ 10GHz","32mW","50 Ohms","0402 (1005 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT0510S%20SERIES.jpg,408-1665-6-ND,PAT0510S-C-4DB-T10,Susumu,RF ATTENUATOR 4DB 50OHM 0402,30437,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","4dB","0Hz ~ 10GHz","32mW","50 Ohms","0402 (1005 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT0510S%20SERIES.jpg,PAT05S10TR-ND,PAT0510S-C-10DB-T10,Susumu,RF ATTENUATOR 10DB 50OHM 0402,20000,0,"0.04016","0","10000","Tape & Reel (TR)","-","Active","10dB","0Hz ~ 10GHz","32mW","50 Ohms","0402 (1005 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT0510S%20SERIES.jpg,PAT05S10CT-ND,PAT0510S-C-10DB-T10,Susumu,RF ATTENUATOR 10DB 50OHM 0402,20234,0,"0.12000","0","1","Cut Tape (CT)","-","Active","10dB","0Hz ~ 10GHz","32mW","50 Ohms","0402 (1005 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT0510S%20SERIES.jpg,PAT05S10DKR-ND,PAT0510S-C-10DB-T10,Susumu,RF ATTENUATOR 10DB 50OHM 0402,20234,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","10dB","0Hz ~ 10GHz","32mW","50 Ohms","0402 (1005 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT0510S%20SERIES.jpg,408-1666-2-ND,PAT0510S-C-5DB-T10,Susumu,RF ATTENUATOR 5DB 50OHM 0402,10000,0,"0.04016","0","10000","Tape & Reel (TR)","-","Active","5dB","0Hz ~ 10GHz","32mW","50 Ohms","0402 (1005 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT0510S%20SERIES.jpg,408-1666-1-ND,PAT0510S-C-5DB-T10,Susumu,RF ATTENUATOR 5DB 50OHM 0402,20866,0,"0.12000","0","1","Cut Tape (CT)","-","Active","5dB","0Hz ~ 10GHz","32mW","50 Ohms","0402 (1005 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT0510S%20SERIES.jpg,408-1666-6-ND,PAT0510S-C-5DB-T10,Susumu,RF ATTENUATOR 5DB 50OHM 0402,20866,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","5dB","0Hz ~ 10GHz","32mW","50 Ohms","0402 (1005 Metric)"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AOJ0002+EXB24AT3AR3X+7+WW,//media.digikey.com/Renders/Panasonic%20Renders/EXB24AB.jpg,P11105TR-ND,EXB-24AT3AR3X,Panasonic Electronic Components,RF ATTENUATOR 3DB 50OHM 0404,330000,0,"0.05126","0","10000","Tape & Reel (TR)","-","Active","3dB","0Hz ~ 3GHz","40mW","50 Ohms","0404 (1010 Metric), Concave"
